Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize100//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize300//,data//output//runtimePerformance//DECMO2++//SolutionSetSize400//,data//output//runtimePerformance//DECMO2++//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0244659688026847,0.0,0.0,0.0,0.0,0.0
25,0.06780261090229185,0.0,0.0,0.0,0.0,0.0
26,0.21323211369427092,0.0,0.0,0.0,0.0,0.0
27,0.2231935562189957,0.0,0.0,0.0,0.0,0.0
28,0.2964052820793481,0.0,0.0,0.0,0.0,0.0
29,0.3886140823241862,0.0022834044806233963,0.0,0.0,0.0,0.0
30,0.5441683543957894,0.002364691393897799,0.0,0.0,0.0,0.0
31,0.6641068930185277,0.005187390429499205,0.0,0.0,0.0,0.0
32,0.8236186435733709,0.08045340629974,0.0,0.0,0.0,0.0
33,1.1346354769310454,0.13836664355113018,0.0,0.0,0.0,0.0
34,1.799034392481709,0.3461699439150314,0.0,0.0,0.0,0.0
35,2.199617435714462,0.3772981486803812,0.0,0.0,0.0,0.0
36,2.9136904102315686,0.4466768109830227,0.0,0.0,0.0,0.0
37,3.3806173232328955,0.47940076912457613,0.0,0.0,0.0,0.0
38,3.8195520661822058,0.6973059240850183,0.0,0.0,0.0,0.0
39,4.4110587442766676,0.9669951132052226,0.0,0.0,0.0,0.0
40,5.09660038995373,1.1915050126994242,0.0,0.0,0.0,0.0
41,5.728366130275662,1.6085161390073477,0.0,0.0,0.0,0.0
42,6.528530730887935,1.8654737121217064,0.0,0.0,0.0,0.0
43,7.144753789513908,2.3193588721035017,0.0,0.0,0.0,0.0
44,7.869023124265671,3.103567170375621,0.006570720117545256,0.0,0.0,0.0
45,8.6645362906312,3.8499513880095217,0.006570720117545256,0.0,0.0,0.0
46,9.260982847056487,4.443408554284399,0.018734805684525003,0.0,0.0,0.0
47,10.104259597159938,5.174242467927903,0.018734805684525003,0.0,0.0,0.0
48,11.081081551501603,5.881726596376389,0.06285135484631263,0.0,0.0,0.0
49,12.132313598314083,6.818045123799006,0.06285135484631263,0.0,0.0,0.0
50,13.147330889213048,7.626473128848595,0.07586771728646369,0.0,0.0,0.0
51,14.639161231948753,8.258071188079503,0.07586771728646369,0.0,0.0,0.0
52,15.88562799295431,9.091854025588525,0.20157161684006952,0.0,0.0,0.0
53,16.869376969060742,9.9185539077096,0.20157161684006952,0.0,0.0,0.0
54,17.874014374558918,10.89108360780962,0.39350283260030994,0.0,0.0,0.0
55,19.049303422752693,12.483366193737982,0.39350283260030994,0.0,0.0,0.0
56,20.596994773057897,13.417494124404893,0.7928724524904739,0.0,0.0,0.0
57,21.921843484026848,14.94633186013448,0.7928724524904739,0.0,0.0,0.0
58,23.419902793111387,16.655211811676494,1.2970394741754792,0.0,0.0,0.0
59,24.76575670181384,18.084885482492265,1.2970394741754792,0.0,0.0,0.0
60,26.406333472227633,19.872264042071286,2.2381538372460765,0.0,0.0,0.0
61,28.123604479119862,21.439878378581753,2.2381538372460765,0.0,0.0,0.0
62,29.48692408988353,22.902115098438593,3.5137934205928674,0.0,0.0,0.0
63,31.36263381949485,24.570219654565534,3.5137934205928674,0.0,0.0,0.0
64,32.83671063752798,26.312724730418815,4.846548410301397,0.0,0.0,0.0
65,34.4030443624571,27.802855738164624,4.846548410301397,0.0,0.0,0.0
66,35.91791160325017,29.557796464264698,6.667997493255529,0.0,0.0,0.0
67,37.69213996430709,30.884059673009958,6.667997493255529,0.0,0.0,0.0
68,39.280494044998804,32.55501317102575,8.928490442497225,0.0,0.0,0.0
69,40.91877777561833,34.03701915084752,8.928490442497225,0.10009872823068262,0.0,0.0
