Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,44.9818236584402,46.39282453686828,45.8511740156147,51.46217411440869,46.063910217523905,45.5822063426445,46.20442506223118
1,44.9818236584402,46.39282453686828,45.8511740156147,51.46217411440869,46.063910217523905,45.5822063426445,46.20442506223118
2,44.9818236584402,54.790442470236925,53.4923327675766,51.46217411440869,53.846277981398714,53.12546865812398,53.40915150341513
3,44.9818236584402,54.790442470236925,53.4923327675766,51.577353814808156,53.846277981398714,53.12546865812398,53.40915150341513
4,53.55842527903759,62.8294014290795,59.8457105200885,50.56459348754473,60.1022905513187,62.34242700688388,64.45717061927974
5,53.55842527903759,62.8294014290795,59.8457105200885,50.99956394486107,60.1022905513187,62.34242700688388,64.45717061927974
6,60.21997310168044,69.83769306449115,64.87117967248417,52.65268765481203,66.1863088944893,70.03723679642083,73.41565245418653
7,60.21997310168044,69.83769306449115,64.87117967248417,53.896079250439875,66.1863088944893,70.03723679642083,73.41565245418653
8,66.63718980399322,75.46839461008032,69.15021773185345,56.061647281270325,71.06259738262295,76.7071568728325,79.62697980349624
9,66.63718980399322,75.46839461008032,69.15021773185345,58.66975238416477,71.06259738262295,76.7071568728325,79.62697980349624
10,71.99129063350308,79.79948655844078,73.12564137725278,60.881406474489296,75.65098728650068,81.63711414528657,84.11131060533577
11,71.99129063350308,79.79948655844078,73.12564137725278,62.81221763888305,75.65098728650068,81.63711414528657,84.11131060533577
12,76.62847457799963,83.14693369942455,77.08540929672647,64.82138460954104,79.23215536314505,85.20631687353519,87.26931784675581
13,76.62847457799963,83.14693369942455,77.08540929672647,66.27784692078605,79.23215536314505,85.20631687353519,87.26931784675581
14,80.51481347766855,85.74532166720189,80.5375402315144,68.29710019410874,82.44071112505732,87.79354749871585,89.2956765341137
15,80.51481347766855,85.74532166720189,80.5375402315144,69.88795021742402,82.44071112505732,87.79354749871585,89.2956765341137
16,83.77572599759785,87.82826525438557,83.42581478444372,71.79879125933552,85.07559595133678,89.67041387118103,90.72577387762634
17,83.77572599759785,87.82826525438557,83.42581478444372,73.51954623782105,85.07559595133678,89.67041387118103,90.72577387762634
18,86.24587651147881,89.43827109960755,85.85672728869494,75.23256715104587,87.15759227246984,90.94907930405253,91.68533108471932
19,86.24587651147881,89.43827109960755,85.85672728869494,76.70353206447818,87.15759227246984,90.94907930405253,91.68533108471932
20,88.22567901424247,90.71194067943114,87.76935164312252,78.06784662398312,88.78224769990477,91.89389787533966,92.36079875422321
21,88.22567901424247,90.71194067943114,87.76935164312252,79.63500855725057,88.78224769990477,91.89389787533966,92.36079875422321
22,89.80364495960595,91.69333661982434,89.32669378633227,80.95364713881222,90.14605409245065,92.53083261336847,92.835901477171
23,89.80364495960595,91.69333661982434,89.32669378633227,82.10881825460525,90.14605409245065,92.53083261336847,92.835901477171
24,90.9671929004694,92.44355488242508,90.52579767601897,83.08567076899018,91.16256659056707,93.02679769341802,93.2415390815275
25,90.9671929004694,92.44355488242508,90.52579767601897,83.96867280818583,91.16256659056707,93.02679769341802,93.2415390815275
26,91.88305516222528,93.06092152227068,91.52149862786428,84.89082200694789,91.97270509383839,93.3982244145541,93.54704653898516
27,91.88305516222528,93.06092152227068,91.52149862786428,85.60914191178925,91.97270509383839,93.3982244145541,93.54704653898516
28,92.63386380949729,93.57115143655416,92.32997908430089,86.30070360532021,92.58129137390212,93.69641475554734,93.79172335502486
29,92.63386380949729,93.57115143655416,92.32997908430089,86.9773439619696,92.58129137390212,93.69641475554734,93.79172335502486
30,93.22000683210503,93.97765939031919,92.97422827353115,87.67135678753154,93.03776885714149,93.94097538686653,93.99843958339224
