Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//SPEA2//SolutionSetSize50//,data//output//runtimePerformance//GDE3//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize50//
0,29.374817676508208,29.532780168849413,28.68205783414075,23.75334768535244,30.33153785961975,29.138031170637934,30.203689418092296
1,42.31524944188052,44.72571975917512,46.687901222685625,33.55867979390347,45.62646698355257,39.87949674682194,37.91483835104961
2,53.6242727595813,57.67594195397876,59.23767132326048,43.996477294824324,59.61602589739733,49.84831817976229,42.458856286412626
3,62.72771360125301,66.95670395257801,67.7859026288541,52.36288078868755,69.22911299068642,57.51983384811281,45.865908354275035
4,69.52217247234556,72.61854291914499,72.37795326289789,59.132108360111644,75.40409648845524,63.310182766441756,49.42003573806095
5,74.02314055487427,75.83378303506792,75.29357245263802,64.35616905880072,79.26754550733786,68.02318621279508,52.20406125108208
6,76.61309750737203,77.79008031348181,76.96573660035575,68.31041882918174,81.04113246726534,71.44644353594985,54.62466810463458
7,77.95672342096846,78.83898948899606,78.11770436310648,71.37896776698518,81.60659766517901,73.74418636508197,56.916609485773165
8,78.72288975597675,79.59219688613712,78.90202920335622,73.63779920055154,81.89091659497235,75.26243755819472,59.243296055241544
9,79.2152540730038,80.03632405803857,79.56757883866676,75.25711681826542,82.00824596479019,76.46718567503886,61.260784388799316
10,79.521232676945,80.39200203336905,80.07819588702984,76.42517275335815,82.07371464659626,77.2273326254032,62.72500760206632
11,79.7151669568276,80.59620654920451,80.45388664766335,77.32530448292829,82.10595467220142,77.77780130258742,64.2277158711294
12,79.86208573035015,80.76174888714262,80.7246173296857,78.02964975302633,82.12577553284241,78.32821231140026,65.22559414309173
13,79.92356376311204,80.92536523527994,80.91247279597067,78.57845306797991,82.13861743824599,78.72853273790066,66.24193079937503
14,80.01269255665582,81.01142633864481,80.99142754000705,79.00551188614116,82.13376064157406,79.01069882243361,66.89289749613187
15,80.09726852195833,81.10136941400373,81.06044523083283,79.33813210119949,82.12855910050905,79.2748721977753,67.67594386042185
16,80.14953874795084,81.13377718120422,81.10181730718433,79.62413450984994,82.14554850472958,79.400347659364,68.64268644201469
17,80.12485695213647,81.18212884940584,81.1537997684242,79.8634223434349,82.13708266689183,79.56933522995676,69.3223635467421
18,80.1618590267915,81.20442284429046,81.17864744260015,80.07002717697749,82.12836011296334,79.74145863712741,70.13809979322478
19,80.18586457004703,81.22786691978254,81.15726015524632,80.2575726179811,82.1259010782951,79.82532988920771,70.56226936355763
20,80.19565512932586,81.19882907518495,81.18476956935653,80.37718766685937,82.11761228807411,79.92823577140099,71.08105082386037
21,80.21245415086847,81.19900101559907,81.19935426232821,80.49312231082226,82.11621412211862,80.05083884478988,71.57518090496043
22,80.1885730364486,81.2067551319706,81.20171549371177,80.61521224116979,82.11007630425507,80.12976045592417,72.21999903878516
23,80.19461866639239,81.18139194266976,81.20648681877724,80.68936619298842,82.10500265862876,80.21614314540537,72.4844934821202
24,80.22933014315394,81.22493916896859,81.20095071680433,80.75031075658084,82.10021718719413,80.29357908928304,73.00451037335614
25,80.22882516630759,81.19404678563752,81.21500429144261,80.82156870572094,82.09860274384319,80.28258252744722,73.3625395599975
26,80.23891973230198,81.18581276587199,81.18876887047058,80.86853538309492,82.09981437198799,80.35444341588403,73.69072399968408
27,80.24217425524678,81.15389115710167,81.15887897714813,80.90656759782965,82.10465764418628,80.38134112544786,73.97248821520766
28,80.2224972947057,81.1766654445261,81.1452688365355,80.97160386495625,82.09875000380481,80.45942967004653,74.31117877480696
29,80.26367374188526,81.15736925069022,81.15666818545986,80.99922882068707,82.09328570864405,80.54147937347469,74.56465884005168
30,80.26505227693748,81.14794770312496,81.15847709160327,81.04276842813091,82.0867664827535,80.48980698041841,74.8647416009089
31,80.25617496614146,81.15750851021879,81.14904260068751,81.08129291883422,82.09392868165963,80.55144916129046,75.09542517161297
32,80.26922824055153,81.15632458201127,81.12773718004998,81.11890044289191,82.09258158009516,80.62491475253515,75.2657298300616
33,80.27629674371948,81.14670201548412,81.14431995596526,81.1435666593162,82.0918960003104,80.66293694991646,75.46937479148818
34,80.2543904008101,81.12125275936631,81.12706070312969,81.1958926480269,82.07782131820062,80.62040790283191,75.67714929438057
35,80.26112036177439,81.09710702998714,81.10390722732427,81.22410818958377,82.07465164392121,80.7133507018277,75.82062394628937
36,80.30527211575391,81.10148691295848,81.06824758785626,81.25206807646092,82.07574072637016,80.68133300215202,75.97920021355321
37,80.29938187073974,81.11204195518113,81.09744000544691,81.24454132127904,82.07018173661749,80.69839961049614,76.12803632218186
38,80.26391979458232,81.09046132891092,81.08873822133711,81.26502216806162,82.0751479338042,80.71822016898948,76.26502211851016
39,80.26733220595806,81.07585940516587,81.09443659572793,81.32105402579029,82.07222388736524,80.71964704207073,76.41295207018467
40,80.30706548783584,81.03829275124107,81.08431175317111,81.3324639517089,82.0703992050049,80.74429280404652,76.56105855882794
41,80.30661260250055,81.0498931843761,81.09735134926697,81.35090262856158,82.06822778083739,80.71739458565732,76.66879567982353
42,80.34746309816751,81.0784437156629,81.07212810172952,81.3367967594898,82.06468453599012,80.80229598785411,76.79227204574161
43,80.3309567147821,81.0823220253725,81.10475575153332,81.34341307491314,82.06150707936459,80.69694057064878,76.89233256304551
44,80.32645616463444,81.05171136814519,81.1037377375991,81.35717109671411,82.06160370699585,80.76652346751568,76.96270090845229
45,80.29477449620089,81.05320497447896,81.12351818038815,81.3669352310021,82.06195417133486,80.89323740578806,77.07042289620027
46,80.3607087495924,81.0812223173466,81.08386458121369,81.37861411042238,82.0648633961651,80.81515078471875,77.18696876534258
47,80.34837737336623,81.06601247164691,81.12546904501127,81.40094048144756,82.0703269418033,80.89857948280876,77.30110181724679
48,80.36667895798918,81.07355602985442,81.10338328118934,81.43684043278097,82.060223542474,80.86088054158421,77.41458826595459
49,80.44744022187463,81.07421782615206,81.10767484325658,81.43076456082753,82.06409847922045,80.8769287333166,77.47364278208526
50,80.40126953258672,81.06593391153288,81.08528928845918,81.4467355924277,82.06553065314851,80.89796387948296,77.56340523618982
51,80.39798531904819,81.08309202255002,81.09702142232877,81.44663821453989,82.06051263892238,80.89429809165016,77.63881491224406
52,80.37266142346041,81.09269013176208,81.0928219779694,81.4473287406557,82.07279683180943,80.85391813934648,77.73834183592392
53,80.38765632959475,81.09945765515283,81.09479205621282,81.45840800102876,82.0695231511724,80.90678876145927,77.77179117392429
54,80.36256446558023,81.09636761059396,81.12587395270376,81.47038941869268,82.0731336469493,80.89548314795188,77.82486090569702
55,80.39705652725551,81.09378270941508,81.1121339503931,81.47684419595991,82.07518786531477,80.8930390818764,77.91141657710038
56,80.37671528428794,81.13173842254199,81.12203902448135,81.48751341716209,82.06031413866629,80.89618255720421,77.96919098732725
57,80.39675684785271,81.128770738881,81.0937633422112,81.4911822879494,82.0617464231609,80.91299493035982,78.03412464972021
58,80.4151683890852,81.1300336149382,81.09552155082913,81.48883676516473,82.06027661650653,80.87539621037511,78.07724859315863
59,80.41718015714824,81.10918741575973,81.10938805484346,81.48886653029325,82.06192556632621,80.91934900336216,78.10730975057986
60,80.36438237163344,81.11166468684588,81.10380460359093,81.52027891426012,82.06017793928523,80.92498181196537,78.14769768916902
61,80.45785679982939,81.11058812400626,81.0867442327226,81.50766203778711,82.05984175190866,80.93697593014839,78.17783198801168
62,80.44875719570031,81.09769965759965,81.10393537754328,81.52582468107215,82.05737720438778,80.89562303534296,78.20916655608308
63,80.46929176097147,81.10520397599426,81.08877088507568,81.55591907715936,82.0659257941827,80.86922808499497,78.2387895393809
64,80.44252114278781,81.09599147274099,81.10861212944674,81.53921426674793,82.05560283789212,80.83986185608572,78.28295906203762
65,80.42291449717483,81.10341452560894,81.11302182437113,81.53144763780251,82.06185556598781,80.90049729129169,78.32657266620555
66,80.46613757540378,81.07383611205306,81.10738738391068,81.51753518086025,82.06182277998991,80.90331346154458,78.36748652178365
67,80.43771890905623,81.11006105944791,81.08360111755796,81.52188551696435,82.0655725779865,80.8763787745612,78.3715692093848
68,80.37846859390329,81.05988144208298,81.08127507364435,81.52624670583381,82.06035276256577,80.83997068819863,78.40138235500378
69,80.47897129120663,81.07067644219447,81.09406510870451,81.54322893031868,82.05545225826641,80.91948738941306,78.44185695921276
70,80.4448197410173,81.08757053534802,81.10404054316687,81.54777356340271,82.05610905115518,80.91720833915126,78.50749836221912
71,80.40087998047517,81.1005895943461,81.11817724247337,81.56894540306048,82.0569661388829,80.89446091552503,78.56141029917973
72,80.42707369021548,81.0684553779439,81.12940234002993,81.5574808752286,82.05424902756067,80.84192420784898,78.59229379878347
73,80.42018121551926,81.05590880088224,81.13486370768996,81.57091034494378,82.05688917068323,80.87585322703356,78.60801692152486
74,80.42530813154916,81.08161442074885,81.13513723019636,81.57765781520473,82.05396770991435,80.94083484128232,78.63433715745767
75,80.397929752601,81.08268623950846,81.15761523184185,81.58147572270113,82.0568288277422,80.92476413802653,78.65691123218777
76,80.44998311132422,81.09149225545677,81.15175099676028,81.5785153615886,82.05663296467424,80.95783310269974,78.68914321852736
77,80.46650757351,81.09113076812518,81.13104475716648,81.57764252796038,82.05192752052461,80.98332298772996,78.71803672761935
78,80.47222608431261,81.07956245287714,81.12647384677342,81.56874822812841,82.05856587718976,80.93985830105073,78.75850303098075
79,80.50385519308227,81.03609102791506,81.11954514467388,81.59840618775802,82.05040937714276,80.95158365250154,78.80532948152276
80,80.4601805300057,81.05552814553162,81.10908257986752,81.59546669307893,82.04772994129134,80.95701747017418,78.84571003398403
81,80.47869025629791,81.05753505956515,81.10941448762067,81.58005747011228,82.04971775838823,80.96530308588636,78.87236096108262
82,80.51160570249151,81.06075712531991,81.12439097260933,81.58588308046653,82.04761793455485,80.95996353409924,78.89996597527745
83,80.47684280997342,81.06323671199182,81.10280924974869,81.58601702847194,82.05016826173237,80.94815232573411,78.92394385544624
84,80.4741566618347,81.07234247859803,81.10512663585018,81.57302432322243,82.05519820663297,80.93857592092935,78.96281477645752
85,80.46867212094686,81.07093660175272,81.12038311371175,81.58749283350338,82.0465635389572,80.92077748864563,78.97992695970875
86,80.50480955842968,81.09086338318059,81.11663903910204,81.58799848523529,82.04698120157796,80.93834140742206,79.00480614777963
87,80.50123463724344,81.07543647293193,81.1140295008562,81.57572784154716,82.05253674895417,80.90211252554992,79.04864369384954
88,80.47064636331265,81.08705814952748,81.1248932363732,81.58655816776819,82.05313359751699,80.96405857486275,79.0799952906127
89,80.47800938896594,81.05674525904554,81.09445666113217,81.59603689077977,82.0595385312329,80.92655505514612,79.12530717916162
90,80.48141382359121,81.06008093051234,81.10195207901229,81.59865169459974,82.0533723863101,80.90224421291644,79.14459250054185
91,80.51396888796162,81.06162343982395,81.1111176937797,81.58765687611297,82.05182011210147,80.86873791425367,79.17384340334186
92,80.52751391181943,81.05750160621766,81.13241610207136,81.60898327600982,82.05222634894035,80.87534424660643,79.19186002579282
93,80.48319084582073,81.07095953851747,81.1091009800399,81.59304570565286,82.04602393954268,80.89819184860869,79.21234375596222
94,80.5513522412534,81.07382761299588,81.1004870186078,81.62023740560517,82.05992026614399,80.90550614908699,79.23206384141378
95,80.51066718518975,81.07395770894134,81.1276077566835,81.62812573634119,82.05754032422145,80.94305128059118,79.25481183798964
96,80.52862536892934,81.07215250555994,81.10530470503869,81.59447609164106,82.05551242434393,80.90475229598731,79.27213484262691
97,80.54487851473607,81.07405585442926,81.10633703181483,81.5779120829392,82.0602989562713,80.95289257459257,79.29833404852474
98,80.49608163071248,81.09093087769723,81.11785476664481,81.56412331733148,82.0574274325043,80.9717384495553,79.30728145708422
99,80.51557808442102,81.09405919789337,81.10025119584338,81.57938435303488,82.05322381925987,80.936199116188,79.32560079085327
100,80.55073073401758,81.0863671321909,81.1045971020749,81.57174749623445,82.04592849352937,80.98766955936385,79.34567980331234
101,80.50897167794976,81.0984512816271,81.1179464017308,81.5904544796761,82.0506790009411,80.89636041187688,79.36468183632908
102,80.5146089513618,81.11726323619156,81.11019765720751,81.60311172375974,82.05328856708861,80.9086309704645,79.38169125414791
103,80.53786492555979,81.09311668420038,81.12571825475187,81.6250294456724,82.05621770528049,80.8903541666206,79.40193262385895
104,80.46737627302264,81.10320658141895,81.10517841436825,81.60196127414646,82.04716616386668,80.95466766654927,79.41940655494787
105,80.52134110675156,81.12445368498976,81.10020220815072,81.61560947993063,82.04694581415632,80.96399097120754,79.43285966416018
106,80.49858502800336,81.11610758270663,81.09396766763305,81.62149570232476,82.05599911384691,80.99290556775998,79.4483068278241
107,80.52986685165232,81.12718537874413,81.10314198652856,81.62344747211863,82.05148557093578,80.95370055456024,79.47687669802546
108,80.53965095579387,81.12533326427649,81.10289300931144,81.60733803382021,82.04793386922795,80.8651103896787,79.48933538413496
109,80.47372021654937,81.09358326545699,81.15066554365396,81.62393152331924,82.05297848146961,80.93262547594392,79.50271151458786
110,80.50412684470265,81.1020696677396,81.14399729373953,81.64066329469047,82.05728409978977,80.9404197946788,79.51118610829582
111,80.49496887094222,81.10793733974403,81.1454190443909,81.64703512960921,82.05591847016154,80.97120373341343,79.51578401240535
112,80.45571473449199,81.10630900492252,81.1406243671296,81.62978058356072,82.05225963766269,80.90923826633315,79.52424427339899
113,80.47068325889978,81.06879882188547,81.13045070337475,81.61828871789797,82.04970645180995,80.88535523387309,79.53044822360937
114,80.48715667159414,81.09965949591842,81.10469057456898,81.62592778447305,82.04183090372686,80.97154758902849,79.55346955663246
115,80.53375319154088,81.10609131784733,81.11457513960664,81.6321750892393,82.0411462379162,80.89416728727794,79.57101577340795
116,80.52324750804664,81.10557748242793,81.09881854443938,81.63362505448266,82.04049801684394,80.88746540204454,79.58660373325131
117,80.49606943320704,81.07477249838132,81.1240308571635,81.62717456417539,82.04470508871628,80.88012863238798,79.60581602372146
118,80.47441250466555,81.07345474914445,81.1004888412636,81.6314203008512,82.05417111749068,80.89506038201361,79.63107227320819
119,80.428405292676,81.06720191589929,81.0995168666533,81.6233905739308,82.05175759407356,80.83471669430067,79.64041153125348
120,80.46135834179958,81.05919095728451,81.10672611608871,81.61093477578186,82.05436450519477,80.91226312315436,79.66124763697599
121,80.45813000418529,81.05967530644746,81.09958035555407,81.61075263695413,82.0423975364534,80.84693406584364,79.67624399770254
122,80.4869184131149,81.08337029248852,81.08228320141242,81.59711340913833,82.03825905690867,80.87621738575984,79.67905050762349
123,80.48734707843926,81.07491151061689,81.11269195306552,81.62339627272081,82.0503153473378,80.8508592335927,79.68904177647002
124,80.47056643309547,81.08727857642857,81.08651320328849,81.63080949630839,82.05080869885433,80.84396643915393,79.68759221805844
125,80.47470945575836,81.08510756417611,81.10478129093674,81.62481000677373,82.03955150690778,80.92811262270929,79.68182325698336
126,80.46464496142188,81.09288544539794,81.12126512829828,81.62269555747237,82.04197847381498,80.91835685282149,79.70242225513142
127,80.43682157611579,81.1183316341228,81.09597125133158,81.63580699932676,82.04055520015064,80.91071096180049,79.71255813000519
128,80.4633482352652,81.08909091370568,81.10027492762183,81.62994520297245,82.04428034863311,80.92054639872498,79.73066318834776
129,80.46663738464804,81.0884649386455,81.10265068168775,81.64639798057551,82.0406264152778,80.93563910574238,79.74254800921493
130,80.45597957181272,81.07440099820438,81.11785237358139,81.6250429373152,82.03803349863449,80.89696168071922,79.74661254968576
131,80.43021686701717,81.08578344245511,81.11818770977919,81.61963722570971,82.03790149407737,80.84812913745363,79.7572567155094
132,80.40389851349013,81.08127360051992,81.1062484019187,81.62029690746154,82.03522932338349,80.91445001188627,79.7590629003126
133,80.47442435120064,81.07921056245371,81.08487497929887,81.63609706264668,82.03729636255495,80.88935617761804,79.78517004597566
134,80.47359315064847,81.07762177779004,81.09549111871928,81.6287943900787,82.03586609397722,80.8816251542267,79.81000854040938
135,80.50908353790022,81.07227705073377,81.08475420280499,81.640100341353,82.04128402256738,80.9042946234076,79.82670257867147
136,80.46246954912385,81.08529322486707,81.07440946521253,81.61052043392203,82.04306585335763,80.89686453523416,79.83564702199423
137,80.47029201984617,81.07360120591078,81.08501872968162,81.6207700948662,82.0435391479561,80.81045309346051,79.84955899328367
138,80.3833460872836,81.07466568850946,81.10471589307075,81.63027816766385,82.03930423784692,80.81098953594308,79.86486809833234
139,80.42610505668135,81.06668780183979,81.10248584248369,81.62394469811281,82.04295751178044,80.86199315804622,79.88184127793934
140,80.44678926658277,81.04363474789947,81.08729817596273,81.61238946861027,82.04262085930598,80.81458044352212,79.89848539836876
141,80.43865485709074,81.06027883767032,81.09514873402135,81.60690981001189,82.04019791074354,80.82274138971333,79.90735407581138
142,80.48319046652242,81.05978640213601,81.09939667998908,81.62223921246314,82.03916342399131,80.86426703420541,79.92023142288727
143,80.51072500410916,81.07315002615135,81.08580139312957,81.61144355404214,82.0415253497881,80.85051211717338,79.94107077548446
144,80.51476407054712,81.09799971193401,81.09072311994913,81.62405927153286,82.04521174385292,80.75943237650736,79.94636529843079
145,80.53386375306184,81.09384940281267,81.11466822337694,81.618231424936,82.03778919010831,80.94407415081756,79.96285877239981
146,80.49116850374477,81.06736680460864,81.12004766490797,81.62432505803635,82.0342344829111,80.84797298105474,79.98304178498928
147,80.4634536319131,81.08638745578361,81.11842948900232,81.63518999155006,82.03575453923727,80.83158996912091,79.99020798854893
148,80.43319421262905,81.10286657348722,81.09052794657184,81.63603846274462,82.03986199243509,80.86981105134473,80.00085245819815
149,80.46523817859322,81.13831142483671,81.09318838082707,81.63510612261472,82.04094930187806,80.82175253399967,80.0066554277601
150,80.46904942596487,81.11467313794053,81.10278244145539,81.6158465277655,82.05359343218979,80.85504022796702,80.0180999151062
151,80.48554299878244,81.1208561520982,81.08924304409419,81.6140552097466,82.04743398975066,80.80835465868184,80.02705360442457
152,80.50097989242832,81.11501526843875,81.0851172217528,81.61072791596533,82.03755721402473,80.82403648409542,80.04459190948307
153,80.4939195179584,81.10724381848392,81.0799812986055,81.60111740765336,82.03841300082426,80.85363359125645,80.06294772044316
154,80.49055350339788,81.12146265313721,81.10352104200497,81.60366915556908,82.03738871086809,80.85031443780657,80.07076318842608
155,80.4820550320641,81.08078250396358,81.10814190617585,81.61604387833366,82.04108958014942,80.82810748672915,80.0785299038073
156,80.48221984198949,81.08890497023714,81.11021990162001,81.62188150983097,82.03355723429155,80.78190552320208,80.08694584493043
157,80.46473087179095,81.11474428655949,81.09550984961143,81.6223618216084,82.03861413318195,80.8399842015917,80.09532638873594
158,80.45339983688142,81.13477772318768,81.09808776675098,81.61683210553402,82.03008012437753,80.87813852973021,80.1012311020754
159,80.47057081779751,81.12969758836792,81.0830100158132,81.63753646712183,82.0379065603753,80.8701542114869,80.10750669849244
160,80.52627565097269,81.11568112667301,81.09101297229026,81.6417447417772,82.02994554493091,80.89211143038804,80.11538084023412
