Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize100//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize300//,data//output//runtimePerformance//DECMO2++//SolutionSetSize400//,data//output//runtimePerformance//DECMO2++//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.001520860646818255,0.0,0.0,0.0,0.0,0.0
5,0.01395439922906263,0.0,0.0,0.0,0.0,0.0
6,0.2322461597005962,0.0,0.0,0.0,0.0,0.0
7,0.5899968022297771,0.0,0.0,0.0,0.0,0.0
8,1.3253283692960025,0.054273952051519,0.0,0.0,0.0,0.0
9,2.8578582200172145,0.054273952051519005,0.0,0.0,0.0,0.0
10,4.5967116332033475,0.16985541622031358,0.0,0.0,0.0,0.0
11,6.561877905277582,0.38360312451360634,0.0,0.0,0.0,0.0
12,8.866528048838877,0.7141538824954166,0.0,0.0,0.0,0.0
13,11.287124621757892,1.4062713206650082,0.0,0.0,0.0,0.0
14,13.468202844766864,2.184581335343124,0.0050452952749415105,0.0,0.0,0.0
15,15.49265554527611,2.7675714292417664,0.0050452952749415105,0.0,0.0,0.0
16,17.864184750483098,3.768392640694482,0.05923221114361361,0.0,0.0,0.0
17,19.71177334916018,4.872015621215057,0.05923221114361361,0.0,0.0,0.0
18,21.504685643265653,6.331164204969585,0.12261900036426804,0.0,0.0,0.0
19,22.835323878808435,8.244553422870172,0.12261900036426804,0.0,0.0,0.0
20,24.547240182159413,9.425959066548534,0.36696065435672526,0.0,0.0,0.0
21,25.9767948550378,11.001564763535043,0.36696065435672526,0.0,0.0,0.0
22,27.305259030901404,12.452573782919355,1.0626323750533382,0.0,0.0,0.0
23,28.518618744066202,14.124605242268512,1.0626323750533382,0.0,0.0,0.0
24,29.650150213721215,15.459700566085921,1.7164131011811605,0.027449192379025628,0.05067646188387798,0.0
25,30.69709369642306,16.64998617420958,1.7164131011811605,0.027449192379025628,0.05067646188387798,0.0
26,31.440124492086756,18.151562088487797,2.7887507900915893,0.027449192379025628,0.05067646188387798,0.0
27,32.235984118893946,19.870305980299662,2.7887507900915893,0.06801641089187635,0.05067646188387798,0.0
28,33.1368870624949,21.17484628526734,4.453333423658416,0.06801641089187635,0.0772084805380685,0.0
29,33.922827332031794,22.519076023756124,4.453333423658416,0.06801641089187635,0.0772084805380685,0.0
30,34.81079026646503,23.97932316858609,6.0200025672371495,0.6585340285847817,0.0772084805380685,0.017746785795630337
31,35.38884924483662,25.192792052603053,6.0200025672371495,0.6585340285847817,0.0772084805380685,0.017746785795630337
32,36.03081914790095,26.198584955403444,7.9433545489573545,0.6585340285847817,0.18809101388418822,0.017746785795630337
33,36.747920705455336,27.464125023161735,7.9433545489573545,1.8737292680125448,0.18809101388418822,0.017746785795630337
34,37.22591774162616,28.91944876114525,10.268046910913341,1.8737292680125448,0.18809101388418822,0.017746785795630337
35,37.89597576714804,30.191371457771837,10.268046910913341,1.8737292680125448,0.18809101388418822,0.024178576783875305
36,38.539104917420175,31.353857721321727,11.964879804658603,2.7726037822686584,0.5418689858268951,0.024178576783875305
37,39.09199862475807,32.423465074943216,11.964879804658603,2.7726037822686584,0.5418689858268951,0.024178576783875305
38,39.46201861982014,33.35816965702858,13.820991896431007,2.7726037822686584,0.5418689858268951,0.024178576783875305
39,40.11094370217801,34.17679276246358,13.820991896431007,4.69800396492928,0.5418689858268951,0.024178576783875305
40,40.74569045326616,34.94224459863594,16.037862300458773,4.69800396492928,0.8364240588253198,0.06902962196067433
41,41.37241174541876,35.60928784150673,16.037862300458773,4.69800396492928,0.8364240588253198,0.06902962196067433
42,41.96029190760538,36.452437900028826,17.981221140369566,6.87375446811129,0.8364240588253198,0.06902962196067433
43,42.23003584492853,37.13341169593658,17.981221140369566,6.87375446811129,0.8364240588253198,0.06902962196067433
44,42.58528720555495,37.78664894512513,20.079606382238588,6.87375446811129,1.979714601404972,0.06902962196067433
45,43.06176149894016,38.4110285526955,20.079606382238588,8.914302311869836,1.979714601404972,0.1805221554792496
46,43.52805101981036,39.348541232599516,22.09701291631894,8.914302311869836,1.979714601404972,0.1805221554792496
47,44.24494345940166,40.04906232796832,22.09701291631894,8.914302311869836,1.979714601404972,0.1805221554792496
48,44.593121154725175,40.704956875082374,23.7027138276059,11.036352978126128,3.9308936108309536,0.1805221554792496
49,45.041682092751216,41.201418644037666,23.7027138276059,11.036352978126128,3.9308936108309536,0.1805221554792496
50,45.499003813947134,41.85121170259843,25.430743198501766,11.036352978126128,3.9308936108309536,0.6515843582065926
51,45.8617766341616,42.49107257742033,25.430743198501766,13.508570190046818,3.9308936108309536,0.6515843582065926
