Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,73.75918430296515,72.99978954756237,74.490051597673,73.39832940965432
1,78.50846473068104,78.67502422959623,79.70906879211114,78.8148335810399
2,81.288862180935,81.17476519149274,82.18403102903336,82.08930431414676
3,83.05034480855718,83.01886184429944,83.71099491568144,84.11602495757445
4,85.74250773419423,85.61943931774367,85.38954632925211,85.65879065455704
5,87.53578109540864,86.67165596816719,86.4454875539268,87.06634697311347
6,89.54393032149764,88.40470358194405,88.00581569747425,88.26029648644726
7,90.55832154084956,89.07249815964057,89.15571519053007,89.51458911668286
8,91.74508098692142,90.17306384463396,90.20397370326549,90.4303608030044
9,92.29588844219228,90.64618369343509,91.09799905136991,91.36107544463887
10,93.14825069955131,91.68340331122477,91.97126950217508,92.13534235632486
11,93.52735176284509,92.05024998877106,92.48805833374087,92.6448742629314
12,94.03046157613413,92.89476069729555,93.2209509338226,93.19613817081222
13,94.42954985322422,93.26400215349548,93.72012478479863,93.59745295175289
14,94.80079742050007,93.7450880841668,94.2954657049238,93.96143945480186
15,95.01206444411781,93.96587127871628,94.65338315269925,94.1777511866008
16,95.26115297265187,94.44512931114222,94.99433143899459,94.44374665303937
17,95.44185372733095,94.6694512531843,95.28059375359854,94.6480028940857
18,95.68068421737541,95.10237616117611,95.53577181258082,94.95052887937973
19,95.78586460761147,95.26784896322182,95.77815509164277,95.20055322474761
20,95.9815298523831,95.52462010657705,96.03667681001639,95.33923387985668
21,96.10062360676591,95.625361750098,96.26680364521114,95.49069941814359
22,96.26247879895072,95.78800498496066,96.44681711673007,95.63521184189312
23,96.35015993999075,95.88776025365574,96.60473644403365,95.77914575470467
24,96.51408052477925,96.09937596634765,96.76626463313475,95.90708246408231
25,96.56198494031995,96.19508061058976,96.88668455356536,96.0003656614088
26,96.6891971813426,96.32977432404768,97.04446853217205,96.10033080520408
27,96.73270169164711,96.40496107135102,97.15024385692983,96.21072526255502
28,96.85019066329066,96.51929429568597,97.24800169974506,96.31590179432933
29,96.90037401480497,96.57160586343227,97.33302333955496,96.39126435397127
30,96.99896628279961,96.67036545768885,97.40947799936548,96.48071782002945
31,97.04245809595677,96.72129168683836,97.47479157896383,96.5437963023668
32,97.14230403064003,96.80697142506429,97.57703339588593,96.60531010357155
33,97.17907542721098,96.83455590471772,97.64357799538858,96.66861737422587
34,97.24879996037089,96.9117306015634,97.70543706883737,96.71585824488992
35,97.28202478744953,96.94606463489491,97.75318798450218,96.77265598568505
36,97.34291923740128,97.00881492938109,97.82132715899701,96.81651106633795
37,97.38479884053028,97.0385653848698,97.87059765693627,96.86111209104318
38,97.44295782283132,97.10720719943774,97.92495269288561,96.90441138223422
39,97.46950664075055,97.13687487969204,97.96524658889714,96.93914638832717
40,97.52176917671392,97.19438735436046,98.00833300411205,96.97044633530716
