Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,28.835722055615737,28.79501844142788
1,29.472380112571113,29.438107996710183
2,29.772860835913672,29.875917076280594
3,30.076170619351107,30.02475144212944
4,30.40966027236591,30.198431617371245
5,30.744313945733193,30.39880100124006
6,31.207405668833825,30.832603194123674
7,31.58430066411862,31.398255681091065
8,32.03583632140362,31.889336264095185
9,32.27859912434125,32.525768291148886
10,32.71246821653392,33.08816167940781
11,33.01382799214558,33.766711955820426
12,33.4812848766412,34.47303340052245
13,33.883186137087826,35.112674795523
14,34.22045787418005,35.809765379562045
15,34.672008187149814,36.526101989746756
16,35.060176592994296,37.394968497157954
17,35.428142469297185,38.214999975202055
18,35.944519727306286,39.19706032927539
19,36.19329368257042,40.25425728319311
20,36.58988696514906,41.039457604851066
21,37.03785557498458,41.75020460463743
22,37.46242117863785,42.825768762797
23,37.7957909987031,43.7237170291874
24,38.28713611074988,44.856818867804215
25,38.74275244881056,45.95281379166877
26,39.19409369350769,46.803696044429735
27,39.608236730271834,47.664187142054445
28,40.194079869167766,48.72713872530654
29,40.59559739563205,49.63250650496508
30,41.021732660780735,50.678559828374034
31,41.524893169887605,51.55711068932711
32,42.05948924751431,52.69322811984536
33,42.539010093498696,53.46043527410021
34,43.1055953302103,54.54375886076163
35,43.58795081107535,55.237800449173236
36,44.1042511272781,55.975349283684274
37,44.526860050946546,56.804754134692594
38,44.9802930111906,57.75851903904161
39,45.5860338120023,58.4876030815935
40,46.34104588812137,59.16342925667989
41,46.7669889794785,60.04498426353258
42,47.43279843434573,60.55216365969369
43,47.90375947628551,61.284807172526065
44,48.31143073541184,61.87625253968814
45,48.735383182283144,62.41832973970284
46,49.31499403431782,63.00850972049186
47,49.665517006422995,63.57139177914847
48,50.32371346045561,64.02685508682542
49,50.685999240416855,64.53176930290756
50,51.11397342682212,64.9812829332817
51,51.536161116643285,65.29270069934879
52,52.08243264344185,65.69667339957245
53,52.39868936357591,66.09023398514837
54,52.868296695486386,66.5219784066573
55,53.08270301512017,66.85414220064895
56,53.54939817778794,67.22413084619268
57,54.01726953935636,67.58548305537678
58,54.378398904086126,67.87413166468026
59,54.71196983924928,68.21171175628308
60,55.11603104174454,68.59188439780011
61,55.38838609215426,68.89187876700201
62,55.74371198692657,69.12399832911375
63,56.07774971364402,69.30748203327605
64,56.52394678642019,69.70828540504759
65,56.836044736708416,69.94221015481054
66,57.14020999870595,70.12258993382741
67,57.378972668811514,70.33186711411813
68,57.618060603079805,70.54744833198116
69,57.884469587870555,70.7822481309197
70,58.14720993314043,70.9747902482352
71,58.33312663282818,71.15725971620255
72,58.57563264722094,71.31646408951123
73,58.79844478301981,71.63125062663758
74,59.08365302353339,71.75261200997736
75,59.26971384263863,71.88555358619841
76,59.417375299629285,72.03065376243369
77,59.622539631764994,72.16973860936368
78,59.816287276202964,72.2608423910002
79,60.017332195027784,72.37417012814352
80,60.244110351807954,72.52428355539561
81,60.41474542700945,72.67194570570896
82,60.54051731181642,72.76289455894593
83,60.70519494825747,72.86241716747111
84,60.93972553182546,73.0079220659096
85,61.09757043162573,73.11430495671554
86,61.302444489040234,73.20909551670323
87,61.44709755337028,73.34656236934116
88,61.549218509239545,73.42728843629902
89,61.67651127042614,73.52379681282372
90,61.862562758752446,73.62548764715389
91,61.970650935084684,73.70411597531607
92,62.082509747459305,73.74353590783532
93,62.21255248677306,73.83818030212183
94,62.28864884040534,73.92206791125193
95,62.42528124350656,74.03984764050199
96,62.56294181040808,74.1011118528118
97,62.66471317460549,74.1853672284512
98,62.78011303893418,74.25668290878451
99,62.90078420410219,74.3039741830133
100,63.00588572763497,74.38822142561756
101,63.10214380327201,74.4462415898209
102,63.22181362216536,74.50617888612105
103,63.28976159016856,74.55945076045762
104,63.45072773753934,74.61158238382916
105,63.52529138268041,74.72736667925138
106,63.634213127976615,74.77184629187913
107,63.71515901206281,74.78805810213532
108,63.85656652053574,74.80965972447684
109,63.94956143727577,74.83934481757123
110,64.01780729155722,74.87157379429223
111,64.13193296175265,74.89642048112377
112,64.25176032703948,74.94160317867028
113,64.31089640098297,74.9836464463918
114,64.44596510201403,75.01323683557385
115,64.50337597625196,75.06193448552482
116,64.59361407426731,75.09050100760257
117,64.6801614580264,75.12167571752347
118,64.8066419621912,75.16880655635961
119,64.85136057677039,75.19623604523254
120,64.93302741238465,75.21189408211367
121,65.00790902514629,75.22453180594208
122,65.09351704896821,75.25065568813771
123,65.1359456562993,75.27398516171453
124,65.19000769759369,75.30772865644894
125,65.25082505227617,75.3219006164423
126,65.34975963300568,75.33715423593529
127,65.3894902668957,75.34492060734856
128,65.50523943561636,75.35390172741243
129,65.59080536058993,75.37806475518892
130,65.66146675698901,75.39055958221797
131,65.7216037478733,75.40685572292158
132,65.80042455203504,75.41703019990032
133,65.88781573099726,75.4396952925994
134,65.96027487966889,75.44875856811788
135,66.05727784367795,75.46997075712882
136,66.12547025036012,75.47999995310408
137,66.21334747001549,75.4971886298692
138,66.27832275580636,75.50973927484131
139,66.30970501817657,75.52923454849974
140,66.37095541364042,75.53560495383475
141,66.42011196647213,75.54601856946648
142,66.45412622283011,75.55909322991124
143,66.59121226995613,75.56196147975442
144,66.68221238872843,75.57205043716183
145,66.73811475898641,75.58776928133302
146,66.78184188507666,75.61345982820107
