Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,30.683638724990935,30.32081113673782,29.881800995398095,37.487695059150155,31.009670114834485,30.40776983795559,31.375640930652942
1,30.683638724990935,30.32081113673782,29.881800995398095,37.487695059150155,31.009670114834485,30.40776983795559,31.375640930652942
2,30.683638724990935,34.29018438867413,33.28336921285476,37.487695059150155,34.18477664060785,33.82876827298868,34.493196891166896
3,30.683638724990935,34.29018438867413,33.28336921285476,37.487695059150155,34.18477664060785,33.82876827298868,34.493196891166896
4,34.065605117338045,38.205812352405104,36.45876226456382,37.487695059150155,37.58844938445768,37.9013941764415,39.269699904256385
5,34.065605117338045,38.205812352405104,36.45876226456382,37.3535653210616,37.58844938445768,37.9013941764415,39.269699904256385
6,37.667848139485635,41.230175204661634,38.71890226097611,35.59920020505166,40.42993321734462,41.026857647866315,43.295460959870255
7,37.667848139485635,41.230175204661634,38.71890226097611,33.44430992772554,40.42993321734462,41.026857647866315,43.295460959870255
8,40.86501685897378,44.249782490501815,41.2038861736555,33.286188564275335,42.82954184202402,44.296058665584326,46.02802360416756
9,40.86501685897378,44.249782490501815,41.2038861736555,33.37461577573875,42.82954184202402,44.296058665584326,46.02802360416756
10,43.48027063758279,46.67983852979649,43.33088883940549,34.760541522805255,45.10000942891092,47.33602569867298,48.51673934613032
11,43.48027063758279,46.67983852979649,43.33088883940549,36.49360395956782,45.10000942891092,47.33602569867298,48.51673934613032
12,45.83359328491636,48.76183328088698,45.07480382385183,37.95746953205673,46.72302354860202,49.67599268704324,50.776446134595844
13,45.83359328491636,48.76183328088698,45.07480382385183,38.76137988667156,46.72302354860202,49.67599268704324,50.776446134595844
14,48.22385558793782,50.53398673965916,46.78123950493494,40.476383168696174,48.437940623592766,51.32437206937613,52.61126477808153
15,48.22385558793782,50.53398673965916,46.78123950493494,42.15805130943167,48.437940623592766,51.32437206937613,52.61126477808153
16,49.95652695246759,52.059975805897075,48.59162980094374,43.48800492773564,50.06094177431179,52.904758547357225,54.012819647508756
17,49.95652695246759,52.059975805897075,48.59162980094374,44.910117778810765,50.06094177431179,52.904758547357225,54.012819647508756
18,51.57719701954973,53.527647055645424,50.002794519346615,46.20643595851301,51.40600619812157,54.233953992268944,55.17356670650601
19,51.57719701954973,53.527647055645424,50.002794519346615,47.57965059051059,51.40600619812157,54.233953992268944,55.17356670650601
20,53.07335607957483,54.772099939073094,51.04574555779564,48.56913890331984,52.69152770501947,55.265642586480354,56.212060662594396
21,53.07335607957483,54.772099939073094,51.04574555779564,49.343242030299564,52.69152770501947,55.265642586480354,56.212060662594396
22,54.31013397667353,55.72051705273097,52.00777976778021,50.27364229316296,53.8382455352832,56.05116093910944,57.24135590689644
23,54.31013397667353,55.72051705273097,52.00777976778021,51.01036632644642,53.8382455352832,56.05116093910944,57.24135590689644
24,55.40629604998419,56.77654247054872,53.071601236602504,51.915204482713364,54.7284118377939,56.842055266256445,58.061393835212485
25,55.40629604998419,56.77654247054872,53.071601236602504,52.90347571257564,54.7284118377939,56.842055266256445,58.061393835212485
26,56.31488111717088,57.53564627692527,53.86988480041599,53.80827492878526,55.54014154840936,57.54553819983489,58.697921367449645
27,56.31488111717088,57.53564627692527,53.86988480041599,54.44629741215461,55.54014154840936,57.54553819983489,58.697921367449645
28,57.115276672852524,58.21933328525365,54.58828777679648,55.06998477118099,56.253801803227056,58.229032355772745,59.21854802797576
29,57.115276672852524,58.21933328525365,54.58828777679648,55.63146575645862,56.253801803227056,58.229032355772745,59.21854802797576
30,57.759148578721856,58.85703601082872,55.15818306044067,56.30505566716213,56.91425705703901,58.77872755243082,59.71886887994504
31,57.759148578721856,58.85703601082872,55.15818306044067,56.8852901970464,56.91425705703901,58.77872755243082,59.71886887994504
32,58.342770690869216,59.43937223597211,55.75655605040705,57.37317733392581,57.46349789959938,59.23419821464185,60.14513145795426
33,58.342770690869216,59.43937223597211,55.75655605040705,57.92638139465024,57.46349789959938,59.23419821464185,60.14513145795426
34,58.93392930685234,60.043860072392086,56.29327979346128,58.418040039914786,57.97665141612585,59.76405081355497,60.57057943071006
35,58.93392930685234,60.043860072392086,56.29327979346128,58.88775202832558,57.97665141612585,59.76405081355497,60.57057943071006
36,59.51586321337928,60.56284319613708,56.74072747469325,59.38409951696825,58.489559308612435,60.24438468555853,60.94667393064901
37,59.51586321337928,60.56284319613708,56.74072747469325,59.860837272151024,58.489559308612435,60.24438468555853,60.94667393064901
38,60.0576161623166,60.93903788053902,57.208110527980324,60.28131554959795,58.92435596866661,60.61433114414603,61.27708314533016
39,60.0576161623166,60.93903788053902,57.208110527980324,60.713005745412296,58.92435596866661,60.61433114414603,61.27708314533016
40,60.55360445697405,61.40732206567887,57.636178412395026,61.12813813527892,59.34551929232161,60.94008047319242,61.59672365568704
41,60.55360445697405,61.40732206567887,57.636178412395026,61.5193872149679,59.34551929232161,60.94008047319242,61.59672365568704
42,60.943337537530276,61.83501304443676,58.049448905579716,61.83243053886521,59.722470401662086,61.21747897723399,61.91089961905906
43,60.943337537530276,61.83501304443676,58.049448905579716,62.160235269859584,59.722470401662086,61.21747897723399,61.91089961905906
44,61.293427395430946,62.236007999858245,58.42732327817786,62.390299389716084,60.112306527527224,61.49399035231444,62.197455280353665
45,61.293427395430946,62.236007999858245,58.42732327817786,62.70894285832571,60.112306527527224,61.49399035231444,62.197455280353665
46,61.61652517229281,62.59136506121574,58.7534504547191,63.01211117506956,60.45806461149164,61.80115704818762,62.48352441955577
47,61.61652517229281,62.59136506121574,58.7534504547191,63.261097699552124,60.45806461149164,61.80115704818762,62.48352441955577
48,61.903596697358196,62.9550777422844,59.05254836690867,63.55842323936359,60.748117573300256,62.07675483062992,62.6983369232298
49,61.903596697358196,62.9550777422844,59.05254836690867,63.78996724173264,60.748117573300256,62.07675483062992,62.6983369232298
50,62.253105587613746,63.2808061794854,59.316470801937896,64.04594416555996,61.05523912565406,62.320626449650675,62.917916674172744
51,62.253105587613746,63.2808061794854,59.316470801937896,64.25830172784795,61.05523912565406,62.320626449650675,62.917916674172744
52,62.50725880704495,63.58336777315002,59.556176992669094,64.51605791980977,61.40643029343501,62.518201181613044,63.10784992605266
53,62.50725880704495,63.58336777315002,59.556176992669094,64.70646385149301,61.40643029343501,62.518201181613044,63.10784992605266
54,62.800280703632396,63.96998194494995,59.79305091914103,64.8676462182306,61.635197297471336,62.79251786474417,63.30500800371429
55,62.800280703632396,63.96998194494995,59.79305091914103,65.0470681807566,61.635197297471336,62.79251786474417,63.30500800371429
56,63.02309845907288,64.28799887688032,60.00141637613281,65.24208638088743,61.896851541648005,62.9602428951927,63.448139438126624
57,63.02309845907288,64.28799887688032,60.00141637613281,65.43706770113769,61.896851541648005,62.9602428951927,63.448139438126624
58,63.245842554992024,64.55191014206125,60.213950828451566,65.6510023194644,62.12260188487069,63.140920760929866,63.62945370702471
59,63.245842554992024,64.55191014206125,60.213950828451566,65.7990170382968,62.12260188487069,63.140920760929866,63.62945370702471
60,63.447789684452346,64.9050801098784,60.434274326071645,65.9586063022455,62.35470825855584,63.29536693469806,63.77497499043074
61,63.447789684452346,64.9050801098784,60.434274326071645,66.10826699614853,62.35470825855584,63.29536693469806,63.77497499043074
62,63.68006626277061,65.18463028758421,60.65081477806575,66.26705316146293,62.54603346022163,63.46822624059551,63.91500532007625
63,63.68006626277061,65.18463028758421,60.65081477806575,66.46488827583357,62.54603346022163,63.46822624059551,63.91500532007625
64,63.914393672113754,65.47701648931772,60.81534804131623,66.62900619363633,62.77882528021953,63.66011616001035,64.06522992925038
65,63.914393672113754,65.47701648931772,60.81534804131623,66.75914598166231,62.77882528021953,63.66011616001035,64.06522992925038
66,64.0942868031963,65.69410532052736,61.0025708132509,66.88489122498117,62.98361810932038,63.804156383805854,64.20198845400871
67,64.0942868031963,65.69410532052736,61.0025708132509,67.04513569275214,62.98361810932038,63.804156383805854,64.20198845400871
68,64.23581120881684,66.01197822461735,61.18429988659349,67.22404741993381,63.16032751347491,63.951948014465124,64.34180114559064
69,64.23581120881684,66.01197822461735,61.18429988659349,67.38173598717255,63.16032751347491,63.951948014465124,64.34180114559064
70,64.41144865485856,66.25747090567924,61.326249692832654,67.5254469203895,63.31342584582617,64.05773122425163,64.45184100287395
71,64.41144865485856,66.25747090567924,61.326249692832654,67.67733658275861,63.31342584582617,64.05773122425163,64.45184100287395
72,64.56881709292246,66.54936369602584,61.45194355245053,67.7842190715534,63.48866352299436,64.17052059853518,64.6007879230432
73,64.56881709292246,66.54936369602584,61.45194355245053,67.93752164139786,63.48866352299436,64.17052059853518,64.6007879230432
74,64.69746101701087,66.79507231292605,61.56836499045386,68.04089337100359,63.66177424986056,64.33249318049721,64.68724562779549
75,64.69746101701087,66.79507231292605,61.56836499045386,68.15718623282233,63.66177424986056,64.33249318049721,64.68724562779549
76,64.83070297576683,67.07046566580757,61.70543700385592,68.30511276790786,63.811663731106236,64.4532629680785,64.79244083709135
77,64.83070297576683,67.07046566580757,61.70543700385592,68.41491220763174,63.811663731106236,64.4532629680785,64.79244083709135
78,65.0612262860923,67.23218133478967,61.82757305424873,68.59592714550844,63.999520164301885,64.58038552379486,64.88224294818866
79,65.0612262860923,67.23218133478967,61.82757305424873,68.69455580448971,63.999520164301885,64.58038552379486,64.88224294818866
80,65.19669625993707,67.43331703881377,61.96429698978713,68.75613181749087,64.13300972366615,64.68769230581292,65.04351559854747
81,65.19669625993707,67.43331703881377,61.96429698978713,68.85629766384343,64.13300972366615,64.68769230581292,65.04351559854747
82,65.30782459592926,67.62236362457244,62.10941832495098,68.93851806790863,64.25211736724954,64.81455727678474,65.12626919795194
83,65.30782459592926,67.62236362457244,62.10941832495098,69.0116023394818,64.25211736724954,64.81455727678474,65.12626919795194
84,65.42178741808803,67.92523726188924,62.2666279361028,69.065656388886,64.36010885767153,64.93119530785492,65.21131295891634
