Comparison stage no.,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize100//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize300//,data//output//runtimePerformance//DECMO2//SolutionSetSize400//,data//output//runtimePerformance//DECMO2//SolutionSetSize500//
0,0.2087897340091175,0.0,0.012610595415269777,0.0540766237223029,0.2665221553672213,0.43640439887712545
1,0.6378679621649322,0.008254635512777064,0.012610595415269777,0.0540766237223029,0.2665221553672213,0.43640439887712545
2,3.1155891078062417,0.6140045275341091,0.19692497331608833,0.0540766237223029,0.2665221553672213,0.43640439887712545
3,11.056923049731324,1.3304632603150965,0.19692497331608833,0.37774526980865486,0.2665221553672213,0.43640439887712545
4,24.80117583321189,3.8335567376329016,0.7966621081009089,0.37774526980865486,0.2891370440069818,0.43640439887712545
5,38.07364885312083,8.726496734611073,0.7966621081009089,0.37774526980865486,0.2891370440069818,0.6859486414303381
6,51.018699107220286,14.974872403694683,2.740518553066851,1.1931669148619672,0.2891370440069818,0.6859486414303381
7,61.79186953267053,24.06789779850524,2.740518553066851,1.1931669148619672,0.2891370440069818,0.6859486414303381
8,70.05315835899525,33.72397571768337,8.1310878613664,1.1931669148619672,1.7280246248330924,0.6859486414303381
9,76.36313920991816,41.4218763640329,8.1310878613664,5.11141540336514,1.7280246248330924,0.6859486414303381
10,81.04408403834891,50.60661289791254,17.346123864018587,5.11141540336514,1.7280246248330924,2.3284643300147208
11,84.88847040447087,58.27526669678256,17.346123864018587,5.11141540336514,1.7280246248330924,2.3284643300147208
12,88.06079290817469,65.13924146853977,27.40911381925677,12.856348463959124,5.952711973294654,2.3284643300147208
13,90.36923089277361,70.57983434351273,27.40911381925677,12.856348463959124,5.952711973294654,2.3284643300147208
14,92.38028894541543,75.15342769690976,38.018648277542525,12.856348463959124,5.952711973294654,2.3284643300147208
15,93.82653450575783,79.30155579591276,38.018648277542525,23.70741107715947,5.952711973294654,8.642088109020076
16,94.94264591807938,82.7619236115207,47.17136712700321,23.70741107715947,15.549394784850445,8.642088109020076
17,95.83637848812448,85.64485638170937,47.17136712700321,23.70741107715947,15.549394784850445,8.642088109020076
18,96.58961917548984,87.96760903569287,56.18001297216693,34.310372630032454,15.549394784850445,8.642088109020076
19,97.106966522102,90.0158369651616,56.18001297216693,34.310372630032454,15.549394784850445,8.642088109020076
20,97.52637754179008,91.61088584854582,64.65469531982271,34.310372630032454,27.647123972727485,17.938986616994065
21,97.85135403624322,92.9911521018712,64.65469531982271,45.69747411685337,27.647123972727485,17.938986616994065
22,98.1157016542179,94.06707627723318,71.63284283073381,45.69747411685337,27.647123972727485,17.938986616994065
23,98.32944270418575,94.89133720370182,71.63284283073381,45.69747411685337,27.647123972727485,17.938986616994065
24,98.48903714625361,95.65023561496122,77.63417140301766,55.943826155308116,39.59111414871893,17.938986616994065
25,98.55437989783542,96.23516452273842,77.63417140301766,55.943826155308116,39.59111414871893,30.836039723091506
26,98.66611940267919,96.72168253733899,82.59033187407223,55.943826155308116,39.59111414871893,30.836039723091506
27,98.74388704743647,97.11902263650184,82.59033187407223,64.431191529422,39.59111414871893,30.836039723091506
28,98.82820375304928,97.4952142535966,86.72299663810925,64.431191529422,50.628164959359935,30.836039723091506
29,98.89185445608426,97.77604364185909,86.72299663810925,64.431191529422,50.628164959359935,30.836039723091506
30,98.92606961872387,98.00237712318658,89.78806608244895,71.5644048756722,50.628164959359935,42.2246218962166
31,98.96663379004838,98.22541466902386,89.78806608244895,71.5644048756722,50.628164959359935,42.2246218962166
32,99.00719566175275,98.39009060831265,92.07527721144685,71.5644048756722,60.98745596413613,42.2246218962166
33,99.02788015682741,98.55211406199948,92.07527721144685,78.40664702203192,60.98745596413613,42.2246218962166
34,99.04673825667402,98.68098510842725,94.03554911727129,78.40664702203192,60.98745596413613,42.2246218962166
35,99.0661528982344,98.79459598963048,94.03554911727129,78.40664702203192,60.98745596413613,52.85186216874301
36,99.08072940800491,98.89187945625586,95.35520994184267,83.35371460148453,69.38255178881147,52.85186216874301
37,99.09099204286224,98.96205534923159,95.35520994184267,83.35371460148453,69.38255178881147,52.85186216874301
38,99.10813101148946,99.03009987859129,96.35526886103162,83.35371460148453,69.38255178881147,52.85186216874301
39,99.12146377073434,99.0862031469967,96.35526886103162,87.2959583460291,69.38255178881147,52.85186216874301
40,99.1214049836912,99.13666346580838,97.0807824364126,87.2959583460291,76.39006862479266,62.78124808452594
41,99.13122911772146,99.18298509086269,97.0807824364126,87.2959583460291,76.39006862479266,62.78124808452594
42,99.13756222814499,99.22918157189721,97.72168570132098,90.32957385686323,76.39006862479266,62.78124808452594
43,99.13836775838125,99.27508625860054,97.72168570132098,90.32957385686323,76.39006862479266,62.78124808452594
44,99.14556894809715,99.30967602030127,98.15513913355497,90.32957385686323,82.26764257387657,62.78124808452594
45,99.15103741249645,99.34222252174663,98.15513913355497,92.68520518986169,82.26764257387657,71.42499435015107
46,99.15429705240923,99.36985163355759,98.4931887796287,92.68520518986169,82.26764257387657,71.42499435015107
47,99.15730689184359,99.38981845007632,98.4931887796287,92.68520518986169,82.26764257387657,71.42499435015107
48,99.15820984132186,99.4200624787589,98.73764079552619,94.61620027355957,86.8321809091887,71.42499435015107
49,99.15986458695379,99.44297821728104,98.73764079552619,94.61620027355957,86.8321809091887,71.42499435015107
50,99.1614989914477,99.45697286810281,98.94914411365926,94.61620027355957,86.8321809091887,78.50341241350232
51,99.16023026628606,99.48063606590529,98.94914411365926,95.92167176903276,86.8321809091887,78.50341241350232
52,99.15094507744432,99.49467925927425,99.09909729879365,95.92167176903276,89.88562047652569,78.50341241350232
53,99.15267806937464,99.50905818964704,99.09909729879365,95.92167176903276,89.88562047652569,78.50341241350232
54,99.15817908882795,99.51769275998106,99.22165525276326,96.85292526462425,89.88562047652569,78.50341241350232
55,99.15999108175333,99.53063444433273,99.22165525276326,96.85292526462425,89.88562047652569,83.88582896233787
56,99.16334391888125,99.54082399821071,99.32791746552685,96.85292526462425,92.25661759163926,83.88582896233787
57,99.16667337528129,99.55403391839836,99.32791746552685,97.5939357368533,92.25661759163926,83.88582896233787
58,99.16806326886038,99.56250924476171,99.40774976231657,97.5939357368533,92.25661759163926,83.88582896233787
59,99.16889394848833,99.57269292168226,99.40774976231657,97.5939357368533,92.25661759163926,83.88582896233787
60,99.16527594407204,99.58400068692879,99.47428362614372,98.13264063599259,94.23068477932719,87.91008610664863
61,99.1662480622176,99.59519900939384,99.47428362614372,98.13264063599259,94.23068477932719,87.91008610664863
62,99.16857425385308,99.60192499447976,99.53410729413908,98.13264063599259,94.23068477932719,87.91008610664863
63,99.16566729307837,99.61077800912437,99.53410729413908,98.51749749737255,94.23068477932719,87.91008610664863
64,99.16159372160222,99.61834878232182,99.58438854506494,98.51749749737255,95.7498300364478,87.91008610664863
65,99.1664611678559,99.62582023959075,99.58438854506494,98.51749749737255,95.7498300364478,91.11013925729412
66,99.16619947577313,99.63159654815124,99.61688329132674,98.82364956414258,95.7498300364478,91.11013925729412
67,99.16813556073808,99.63826159386848,99.61688329132674,98.82364956414258,95.7498300364478,91.11013925729412
68,99.16690589840526,99.64542073745271,99.64609152113988,98.82364956414258,96.81181841908483,91.11013925729412
69,99.16703146564194,99.64914244930085,99.64609152113988,99.07257582642418,96.81181841908483,91.11013925729412
70,99.16608769241238,99.6536717407239,99.67526534480893,99.07257582642418,96.81181841908483,93.32115724900706
71,99.16618722555484,99.65718089008327,99.67526534480893,99.07257582642418,96.81181841908483,93.32115724900706
72,99.1612803113873,99.6597360242372,99.70013108106299,99.250392872397,97.55650213832368,93.32115724900706
73,99.1615132490058,99.66327465544677,99.70013108106299,99.250392872397,97.55650213832368,93.32115724900706
74,99.16244569428986,99.66779930543134,99.72003148966897,99.250392872397,97.55650213832368,93.32115724900706
75,99.15879304709648,99.67181879181439,99.72003148966897,99.39488352267782,97.55650213832368,95.02090658797152
76,99.16055237624272,99.67382354046767,99.73708002084462,99.39488352267782,98.1432418507932,95.02090658797152
77,99.16268265416028,99.67521898254016,99.73708002084462,99.39488352267782,98.1432418507932,95.02090658797152
78,99.15875180199625,99.67784650782839,99.75234337245224,99.5013356615718,98.1432418507932,95.02090658797152
79,99.1618242114789,99.67962719032276,99.75234337245224,99.5013356615718,98.1432418507932,95.02090658797152
80,99.15812449965176,99.68135379831256,99.76735575981678,99.5013356615718,98.58444015029917,96.29563433974668
