Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,35.50280757629337,35.09269119331471,35.69863925293512,35.20370632195724
1,37.52321258976427,37.33216168597188,37.842226117912,37.17201035212134
2,38.939103331717064,38.38354213499859,38.7374314280162,38.22457241220557
3,39.573923733120004,39.032706133092056,39.71051031221601,38.91401101848184
4,43.0799660400308,40.755879995225136,41.839259446520444,39.55366524650455
5,44.44136100455209,40.9368267524192,43.46722576003768,40.59185179000762
6,48.464741211723805,43.23970205916342,45.959130837700414,41.70794415823642
7,49.665515127995114,43.78408015682996,47.05525192164416,43.468654183293026
8,53.6876057538629,46.186746000180996,49.79399095492067,45.18331020993064
9,54.79977416437427,46.616840173514866,51.551543910096534,47.06469037686418
10,58.48776632130866,49.22193395703499,54.01166480735091,48.97093194739893
11,59.657162913946806,49.651625597120024,55.70755822545914,50.770847174974584
12,63.0142408271112,51.955122057597805,57.984886424086945,52.3545925146947
13,64.19451219767849,52.42773194279415,59.812815335872536,54.094522928199055
14,66.9796000269995,54.945518771639854,62.329822583750925,55.51363578039492
15,67.94799316834222,55.58874439649174,63.8298568649861,56.7357413182647
16,70.16651792693142,57.9398169204442,65.7099633927361,57.72512949756411
17,70.99567678749285,58.327259706858115,67.15924235364484,58.96723197879757
18,72.97149882458064,60.7131215686039,68.95589461269702,60.024498161529436
19,73.65413882754514,61.12451089553912,70.08083370312866,61.243006618772334
20,75.14370923531447,63.40360856795797,71.85887662879604,62.14814226826708
21,75.79176780317245,63.86612070468487,72.82084083101014,63.03310173354253
22,77.28756845327526,66.1304127957839,74.10608614652563,63.96228127942685
23,77.84494846971668,66.54526312607963,75.06742336040891,64.86456445602593
24,79.17306145933966,68.51237354272945,76.21910223768072,65.70864850356715
25,79.66594694042814,68.82024164775036,77.13735163810492,66.49201814494177
26,80.83134593789212,70.34148173979185,78.37700514528561,67.20118009809659
27,81.26094135076869,70.7393042988401,79.1960536177858,67.97565660566165
28,82.16219683897678,72.40431744337016,80.25783124585662,68.66979070783732
29,82.68681316469946,72.77468953528204,81.02834476617141,69.3240784191145
30,83.57261416657761,74.19086695451756,82.06791727905727,69.94176457002506
31,83.99990437153905,74.54384960085481,82.69066178944576,70.53026605558364
32,84.7840229110886,75.75096531694837,83.51913668847692,71.17731872284156
33,85.29136257372883,75.98684712483929,84.15603539648032,71.76359921841996
34,86.08282403635394,77.14842900430267,84.9859032127289,72.3632758264919
35,86.48688936646799,77.5239135101566,85.51708750686365,72.94223080273935
36,87.21878245170824,78.5542081282961,86.26182105590033,73.54220632288944
37,87.59958404520707,78.91454532098406,86.74484315277967,74.03866651628715
38,88.21350595133868,79.8562867787997,87.34415320009055,74.57138496370725
39,88.50658035502506,80.17870801745721,87.73831496265039,75.15602505770475
40,89.05290058699475,81.06006717840273,88.26795517338097,75.61947941678194
41,89.35197910836499,81.45086464544231,88.62873533596468,76.10707644922665
42,89.83483595467892,82.31297798015744,89.14514328228466,76.61068254073082
43,90.14824896186393,82.66570461870994,89.47051443886592,77.05186086210252
44,90.64619178381331,83.33337175401131,89.92999740915715,77.44905514224533
45,90.97871719755456,83.65441839567224,90.26857271883895,77.86079307669141
46,91.33077468895178,84.39991204678266,90.68897019114196,78.28988715900093
47,91.5397070083996,84.67942338511072,91.01562648931441,78.71528788702808
48,91.88453905755264,85.21621553056784,91.35970653963696,79.12669832516985
49,92.0951624168436,85.43531280130401,91.59469265178959,79.53461581667258
50,92.36599899735388,86.03655358761212,91.93370540754708,79.95095387373598
51,92.53655429387426,86.33303076579001,92.16352676581562,80.33632011976111
52,92.77853081193196,86.81905974851166,92.43498953970462,80.71018820270639
53,92.96527352483545,87.10263738826451,92.6596843088507,81.06212912939856
54,93.20240667668529,87.53128403023783,92.93780992234738,81.37447161265737
55,93.3779917051064,87.77526096047069,93.10385608510921,81.76982250934724
56,93.56720276297175,88.27019392320868,93.34021187753298,82.13289711827784
57,93.762555354577,88.52844821621315,93.53513117007407,82.47382093281472
58,93.93778634464142,88.90755705285835,93.74190483685027,82.82950146843078
59,94.10235225466477,89.14205884605188,93.88362690990625,83.15353858768783
60,94.28632526588987,89.4828880151235,94.05622347569661,83.46467554832049
61,94.3968835730869,89.74691999059102,94.23658108672436,83.82204999855884
62,94.54490513413336,90.05453824769374,94.40906081410556,84.13205386720206
63,94.6280276236123,90.28017550964964,94.53332149500736,84.41096832960417
64,94.77230466032876,90.5171991869624,94.68123442023418,84.70004216644065
65,94.88505483380084,90.70258127210533,94.79072708705316,84.95055371580536
66,94.9913282988846,90.93380171581802,94.9260715152074,85.21807651005032
67,95.06561750685097,91.16452750004538,95.03179672528836,85.49307819888304
68,95.18861674904046,91.4197464467282,95.162994381903,85.7367311603684
69,95.26376472289657,91.62435473717296,95.25759037939197,86.00677493836685
70,95.3523380110688,91.84184171784169,95.36877648040395,86.29985502399114
71,95.4415864512237,92.03331605761227,95.46867478201001,86.58209080646279
72,95.52677643838992,92.28353896505966,95.57143271473781,86.82293287273029
73,95.61463849912687,92.48691293281355,95.65943226378754,87.02799297227
74,95.70733255819769,92.64476676710365,95.74050703350629,87.23855509778089
75,95.76020554080309,92.80862951603864,95.80926895048636,87.45838441981905
76,95.84475200877198,93.01905661325128,95.89273195281258,87.70603646823537
77,95.90353764362877,93.1220694580718,95.95794441969437,87.938463698345
78,95.96811142543892,93.34378563076497,96.02657468235552,88.14223739262653
79,96.01876795119122,93.39591742912157,96.08403461152334,88.33893610429872
80,96.08556167331935,93.63943621741991,96.14518460002306,88.53244193879698
81,96.13350394788492,93.68433334328175,96.19459477929071,88.72455326867926
82,96.19240434961277,93.8990712721376,96.2619658000842,88.94726123729325
