0.000000 0.000000 1.000000 
0.000000 0.024390 0.975610 
0.000000 0.048780 0.951220 
0.000000 0.073171 0.926829 
0.000000 0.097561 0.902439 
0.000000 0.121951 0.878049 
0.000000 0.146341 0.853659 
0.000000 0.170732 0.829268 
0.000000 0.195122 0.804878 
0.000000 0.219512 0.780488 
0.000000 0.243902 0.756098 
0.000000 0.268293 0.731707 
0.000000 0.292683 0.707317 
0.000000 0.317073 0.682927 
0.000000 0.341463 0.658537 
0.000000 0.365854 0.634146 
0.000000 0.390244 0.609756 
0.000000 0.414634 0.585366 
0.000000 0.439024 0.560976 
0.000000 0.463415 0.536585 
0.000000 0.487805 0.512195 
0.000000 0.512195 0.487805 
0.000000 0.536585 0.463415 
0.000000 0.560976 0.439024 
0.000000 0.585366 0.414634 
0.000000 0.609756 0.390244 
0.000000 0.634146 0.365854 
0.000000 0.658537 0.341463 
0.000000 0.682927 0.317073 
0.000000 0.707317 0.292683 
0.000000 0.731707 0.268293 
0.000000 0.756098 0.243902 
0.000000 0.780488 0.219512 
0.000000 0.804878 0.195122 
0.000000 0.829268 0.170732 
0.000000 0.853659 0.146341 
0.000000 0.878049 0.121951 
0.000000 0.902439 0.097561 
0.000000 0.926829 0.073171 
0.000000 0.951220 0.048780 
0.000000 0.975610 0.024390 
0.000000 1.000000 0.000000 
0.024390 0.000000 0.975610 
0.024390 0.024390 0.951220 
0.024390 0.048780 0.926829 
0.024390 0.073171 0.902439 
0.024390 0.097561 0.878049 
0.024390 0.121951 0.853659 
0.024390 0.146341 0.829268 
0.024390 0.170732 0.804878 
0.024390 0.195122 0.780488 
0.024390 0.219512 0.756098 
0.024390 0.243902 0.731707 
0.024390 0.268293 0.707317 
0.024390 0.292683 0.682927 
0.024390 0.317073 0.658537 
0.024390 0.341463 0.634146 
0.024390 0.365854 0.609756 
0.024390 0.390244 0.585366 
0.024390 0.414634 0.560976 
0.024390 0.439024 0.536585 
0.024390 0.463415 0.512195 
0.024390 0.487805 0.487805 
0.024390 0.512195 0.463415 
0.024390 0.536585 0.439024 
0.024390 0.560976 0.414634 
0.024390 0.585366 0.390244 
0.024390 0.609756 0.365854 
0.024390 0.634146 0.341463 
0.024390 0.658537 0.317073 
0.024390 0.682927 0.292683 
0.024390 0.707317 0.268293 
0.024390 0.731707 0.243902 
0.024390 0.756098 0.219512 
0.024390 0.780488 0.195122 
0.024390 0.804878 0.170732 
0.024390 0.829268 0.146341 
0.024390 0.853659 0.121951 
0.024390 0.878049 0.097561 
0.024390 0.902439 0.073171 
0.024390 0.926829 0.048780 
0.024390 0.951220 0.024390 
0.024390 0.975610 0.000000 
0.048780 0.000000 0.951220 
0.048780 0.024390 0.926829 
0.048780 0.048780 0.902439 
0.048780 0.073171 0.878049 
0.048780 0.097561 0.853659 
0.048780 0.121951 0.829268 
0.048780 0.146341 0.804878 
0.048780 0.170732 0.780488 
0.048780 0.195122 0.756098 
0.048780 0.219512 0.731707 
0.048780 0.243902 0.707317 
0.048780 0.268293 0.682927 
0.048780 0.292683 0.658537 
0.048780 0.317073 0.634146 
