0.000000 1.000000 
0.001429 0.998571 
0.002857 0.997143 
0.004286 0.995714 
0.005714 0.994286 
0.007143 0.992857 
0.008571 0.991429 
0.010000 0.990000 
0.011429 0.988571 
0.012857 0.987143 
0.014286 0.985714 
0.015714 0.984286 
0.017143 0.982857 
0.018571 0.981429 
0.020000 0.980000 
0.021429 0.978571 
0.022857 0.977143 
0.024286 0.975714 
0.025714 0.974286 
0.027143 0.972857 
0.028571 0.971429 
0.030000 0.970000 
0.031429 0.968571 
0.032857 0.967143 
0.034286 0.965714 
0.035714 0.964286 
0.037143 0.962857 
0.038571 0.961429 
0.040000 0.960000 
0.041429 0.958571 
0.042857 0.957143 
0.044286 0.955714 
0.045714 0.954286 
0.047143 0.952857 
0.048571 0.951429 
0.050000 0.950000 
0.051429 0.948571 
0.052857 0.947143 
0.054286 0.945714 
0.055714 0.944286 
0.057143 0.942857 
0.058571 0.941429 
0.060000 0.940000 
0.061429 0.938571 
0.062857 0.937143 
0.064286 0.935714 
0.065714 0.934286 
0.067143 0.932857 
0.068571 0.931429 
0.070000 0.930000 
0.071429 0.928571 
0.072857 0.927143 
0.074286 0.925714 
0.075714 0.924286 
0.077143 0.922857 
0.078571 0.921429 
0.080000 0.920000 
0.081429 0.918571 
0.082857 0.917143 
0.084286 0.915714 
0.085714 0.914286 
0.087143 0.912857 
0.088571 0.911429 
0.090000 0.910000 
0.091429 0.908571 
0.092857 0.907143 
0.094286 0.905714 
0.095714 0.904286 
0.097143 0.902857 
0.098571 0.901429 
0.100000 0.900000 
0.101429 0.898571 
0.102857 0.897143 
0.104286 0.895714 
0.105714 0.894286 
0.107143 0.892857 
0.108571 0.891429 
0.110000 0.890000 
0.111429 0.888571 
0.112857 0.887143 
0.114286 0.885714 
0.115714 0.884286 
0.117143 0.882857 
0.118571 0.881429 
0.120000 0.880000 
0.121429 0.878571 
0.122857 0.877143 
0.124286 0.875714 
0.125714 0.874286 
0.127143 0.872857 
0.128571 0.871429 
0.130000 0.870000 
0.131429 0.868571 
0.132857 0.867143 
0.134286 0.865714 
0.135714 0.864286 
0.137143 0.862857 
0.138571 0.861429 
0.140000 0.860000 
0.141429 0.858571 
0.142857 0.857143 
0.144286 0.855714 
0.145714 0.854286 
0.147143 0.852857 
0.148571 0.851429 
0.150000 0.850000 
0.151429 0.848571 
0.152857 0.847143 
0.154286 0.845714 
0.155714 0.844286 
0.157143 0.842857 
