0.000000 0.000000 1.000000 
0.000000 0.025641 0.974359 
0.000000 0.051282 0.948718 
0.000000 0.076923 0.923077 
0.000000 0.102564 0.897436 
0.000000 0.128205 0.871795 
0.000000 0.153846 0.846154 
0.000000 0.179487 0.820513 
0.000000 0.205128 0.794872 
0.000000 0.230769 0.769231 
0.000000 0.282051 0.717949 
0.000000 0.307692 0.692308 
0.000000 0.333333 0.666667 
0.000000 0.358974 0.641026 
0.000000 0.384615 0.615385 
0.000000 0.410256 0.589744 
0.000000 0.435897 0.564103 
0.000000 0.461538 0.538462 
0.000000 0.487179 0.512821 
0.000000 0.512821 0.487179 
0.000000 0.538462 0.461538 
0.000000 0.564103 0.435897 
0.000000 0.589744 0.410256 
0.000000 0.615385 0.384615 
0.000000 0.641026 0.358974 
0.000000 0.666667 0.333333 
0.000000 0.692308 0.307692 
0.000000 0.717949 0.282051 
0.000000 0.743590 0.256410 
0.000000 0.769231 0.230769 
0.000000 0.794872 0.205128 
0.000000 0.820513 0.179487 
0.000000 0.846154 0.153846 
0.000000 0.871795 0.128205 
0.000000 0.897436 0.102564 
0.000000 0.923077 0.076923 
0.000000 0.948718 0.051282 
0.000000 0.974359 0.025641 
0.000000 1.000000 0.000000 
0.025641 0.000000 0.974359 
0.025641 0.025641 0.948718 
0.025641 0.051282 0.923077 
0.025641 0.076923 0.897436 
0.025641 0.102564 0.871795 
0.025641 0.128205 0.846154 
0.025641 0.153846 0.820513 
0.025641 0.179487 0.794872 
0.025641 0.205128 0.769231 
0.025641 0.230769 0.743590 
0.025641 0.256410 0.717949 
0.025641 0.282051 0.692308 
0.025641 0.307692 0.666667 
0.025641 0.333333 0.641026 
0.025641 0.358974 0.615385 
0.025641 0.384615 0.589744 
0.025641 0.410256 0.564103 
0.025641 0.435897 0.538462 
0.025641 0.461538 0.512821 
0.025641 0.487179 0.487179 
0.025641 0.512821 0.461538 
0.025641 0.538462 0.435897 
0.025641 0.564103 0.410256 
0.025641 0.589744 0.384615 
0.025641 0.615385 0.358974 
0.025641 0.641026 0.333333 
0.025641 0.666667 0.307692 
0.025641 0.692308 0.282051 
0.025641 0.717949 0.256410 
0.025641 0.743590 0.230769 
0.025641 0.769231 0.205128 
0.025641 0.794872 0.179487 
0.025641 0.820513 0.153846 
0.025641 0.846154 0.128205 
0.025641 0.871795 0.102564 
0.025641 0.897436 0.076923 
0.025641 0.923077 0.051282 
0.025641 0.948718 0.025641 
0.051282 0.025641 0.923077 
0.051282 0.051282 0.897436 
0.051282 0.076923 0.871795 
0.051282 0.102564 0.846154 
0.051282 0.128205 0.820513 
0.051282 0.153846 0.794872 
0.051282 0.179487 0.769231 
0.051282 0.205128 0.743590 
0.051282 0.230769 0.717949 
0.051282 0.256410 0.692308 
0.051282 0.282051 0.666667 
0.051282 0.307692 0.641026 
0.051282 0.333333 0.615385 
0.051282 0.358974 0.589744 
0.051282 0.384615 0.564103 
0.051282 0.410256 0.538462 
0.051282 0.435897 0.512821 
0.051282 0.461538 0.487179 
0.051282 0.487179 0.461538 
0.051282 0.512821 0.435897 
0.051282 0.538462 0.410256 
0.051282 0.564103 0.384615 
0.051282 0.589744 0.358974 
0.051282 0.615385 0.333333 
0.051282 0.641026 0.307692 
0.051282 0.666667 0.282051 
0.051282 0.692308 0.256410 
0.051282 0.717949 0.230769 
0.051282 0.743590 0.205128 
0.051282 0.769231 0.179487 
0.051282 0.794872 0.153846 
0.051282 0.820513 0.128205 
