Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,48.75026226021746,48.69107640807149,48.82059448042199,47.722729829378295
1,51.193420920685504,51.01265049728205,51.462148329525135,50.75872463091293
2,53.08494231911794,53.02302812399247,53.099928342300984,52.178388555601884
3,54.22057686065239,54.17435650376306,54.10674030523638,53.022445110279115
4,57.77987829017556,56.65425543960574,56.64927621292916,54.185194037558546
5,59.48767753150287,57.24120531718662,57.809101277232664,55.671594757049206
6,62.660464125380386,59.1095061674489,59.17313354639651,57.770259795681476
7,63.97663017248906,59.456437945549055,60.53306093526878,59.75950408830927
8,66.87272427820513,61.030882312650256,62.667465635278795,62.00574725288451
9,68.07762120410763,61.52901516479721,64.44086334633685,63.969946033799054
10,70.82026145233085,63.42135872629389,66.31537076540344,66.23094188579243
11,71.83124422825637,63.796154775923,67.43494876583556,68.13071424490903
12,74.1458077436132,65.13242824947265,69.16305222425208,69.9075810380384
13,74.78404855141629,65.41377574083893,70.27047216667503,71.44539032985203
14,76.45080249746391,67.02742469615316,71.63548727371182,72.70440435970417
15,77.13088432684931,67.32427916338234,72.88435994260685,73.88598138357742
16,78.53139383217858,68.64883648300085,74.3865215065676,75.1902818893302
17,79.12306007405037,68.96422433890444,75.53711510316644,76.27266059210638
18,80.04615917375952,70.77214919690948,76.71383511155531,77.27578398770834
19,80.54171472892683,70.984287785412,77.57511680852912,78.13181506259701
20,81.28397305231864,72.27927775667987,78.78607532761444,79.04853526105086
21,81.62691573919243,72.60639253527495,79.53694442748552,79.76280247891539
22,82.3412138250444,74.1187016868757,80.40153820255175,80.38036257819108
23,82.67367918480868,74.657238050958,81.14213710144567,80.93647333213099
24,83.12993974531199,75.84991705987673,81.93958903294988,81.44524975727715
25,83.40725939108776,76.22235084455916,82.6054133589726,81.91130955308566
26,83.7984484874722,77.16740567167716,83.19349972492512,82.38948842094862
27,84.03328807931084,77.54682134520827,83.70839021974281,82.8498485811083
28,84.35623632626722,78.60448666045458,84.49134522201345,83.3978689168727
29,84.56780048193977,78.82460167212516,84.84166394520263,83.82438326661851
30,84.93998851687797,79.6112430739758,85.41081543561133,84.15787262205329
31,85.09169409044583,79.92169086152104,85.80820560322614,84.52535836076278
32,85.42545272351153,80.6437442320852,86.2368425980957,84.87132540163825
33,85.62117421409691,80.87869207882409,86.56554771652364,85.19281367557312
34,85.91219804306333,81.67491589106507,86.9482785594655,85.47250104014435
35,86.19014410907238,81.95110007776853,87.26003359651168,85.76401609398053
36,86.3992921730346,82.55075312846544,87.62706753609287,86.06661418575538
37,86.54053718132606,82.78082093905175,87.8484766564227,86.32175908915633
38,86.72118935411976,83.4497074979733,88.14583595206668,86.60181323169918
39,86.85341641225388,83.64675950945885,88.403686869479,86.7948586939701
40,87.0613995968185,84.19708383884551,88.72976447692668,86.989575137822
41,87.22633484126631,84.32322849262223,88.92098008709272,87.20354302672654
42,87.43840718850963,84.78072581504397,89.14843574114396,87.39251025698489
43,87.54432284607257,84.94189181646047,89.33560152222728,87.56010611432202
44,87.70938726969926,85.34733128944868,89.58978637329919,87.81705654405748
45,87.84753131720463,85.4983286659336,89.80189179769754,88.01220590169049
46,87.9880141930613,85.89342551057297,90.02911156343772,88.21329180908855
47,88.06976708085301,86.00668281670033,90.24054379920342,88.39884202119711
48,88.2203763157661,86.38294389614346,90.42001828229436,88.54841278907698
49,88.3548077640379,86.48885501446614,90.57240413697767,88.69115705099082
50,88.50858557377865,86.74117068071934,90.72336066367055,88.83980130717595
51,88.59660849011892,86.85748138946249,90.85785419362428,89.01245303856614
52,88.71072001275706,87.10043121679537,90.99730664171621,89.15389185429065
53,88.8188939076729,87.21803158980181,91.10969857593936,89.29549164812781
54,88.95262549177217,87.42294748373666,91.22741477629631,89.41948846901295
55,89.0618940472468,87.50317304614059,91.3174505624435,89.55086830229911
56,89.14771646137578,87.66426291956246,91.43024966841314,89.67519066907658
57,89.2301784517254,87.7587318383814,91.51433687786502,89.79232619126789
58,89.33488598823622,87.97202341484308,91.63095728695245,89.9099616578814
59,89.3912779474451,88.04359607052231,91.71162709398462,90.01511715703249
60,89.48588502150714,88.20974956361263,91.80899431111128,90.12296348000194
61,89.55834691874183,88.28580668850965,91.8903043287584,90.23413553013529
62,89.65661610101327,88.4180897082978,91.99901985133567,90.32430614051654
63,89.71631169008792,88.48300812264672,92.08048314174354,90.4067295060545
64,89.78766080216899,88.63146505237589,92.16118543644826,90.50835923698443
65,89.85056468222392,88.72086292724097,92.22358696099606,90.60091550244127
66,89.9522211384973,88.81706955163496,92.30550359825857,90.69914829022112
67,89.9837148692137,88.88504664813311,92.3690465702572,90.79180658077321
68,90.05248426358993,88.95506957542597,92.43169261711873,90.88075577072959
69,90.09223575478033,89.03627898376745,92.48278359149796,90.95667383477132
70,90.19856750975133,89.1335831494774,92.54727829711359,91.04489370743967
71,90.27044294831487,89.18626528868738,92.60310298207226,91.14065901464511
72,90.33153537025355,89.27733821725731,92.68422267236734,91.22012226630771
73,90.37718297003583,89.32988008833692,92.73601424151097,91.29582621661952
74,90.44630364932881,89.39804366514836,92.79040405405726,91.38907848491273
75,90.49813574480928,89.48659641321352,92.84614810576844,91.47936444529417
76,90.55301411685795,89.54326885024663,92.89485177911547,91.5781275168267
77,90.58021952372894,89.59765785776624,92.94917488096281,91.65398354169307
78,90.63028112587804,89.67296726243914,92.99708235873759,91.71995476165435
79,90.68641724116047,89.72505784710914,93.03881471454592,91.79504029939785
80,90.74574017072676,89.78420927535785,93.08922999161689,91.87226049264335
81,90.78285397871147,89.83064631415341,93.13710263860844,91.93443038990871
82,90.85191758105215,89.87705529308336,93.17961067775606,91.99175811726856
83,90.89366137487539,89.91221175836156,93.21500928119652,92.05844059105439
84,90.95799488329581,89.96774420827252,93.25213874546213,92.11114887954608
85,91.00300267955323,90.00491770982674,93.29805995712132,92.1709033167736
86,91.04672838059994,90.0505600827553,93.33201634765094,92.22862084299803
