Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,0.9783650753494362,1.0755473079804727,1.946492877382583,2.6581538562491467,3.0277504287826567,3.6589759316309123
1,2.0267888912906806,1.8470687901231246,1.946492877382583,2.6581538562491467,3.0277504287826567,3.6589759316309123
2,4.631946506620196,2.983630720466899,2.9529926480742046,2.6581538562491467,3.0277504287826567,3.6589759316309123
3,9.617191048325253,4.686603561728801,2.9529926480742046,4.223797893076904,3.0277504287826567,3.6589759316309123
4,15.2178971437497,7.308086256560073,4.9159418001148385,4.223797893076904,4.996388937576818,3.6589759316309123
5,22.059360784817855,10.754563985274894,4.9159418001148385,4.223797893076904,4.996388937576818,5.592078631076823
6,28.00460210560668,14.07395364775715,8.274760654241941,6.851458436517566,4.996388937576818,5.592078631076823
7,33.76678103074136,17.863804203548593,8.274760654241941,6.851458436517566,4.996388937576818,5.592078631076823
8,38.47412383605028,22.034724821348945,12.21510410688681,6.851458436517566,8.365129784667348,5.592078631076823
9,42.13360105297027,26.203671630032833,12.21510410688681,11.22219251606756,8.365129784667348,5.592078631076823
10,45.40452805014024,30.427781273883188,17.64511862088656,11.22219251606756,8.365129784667348,9.43631310979664
11,47.80383726346,34.74495560159461,17.64511862088656,11.22219251606756,8.365129784667348,9.43631310979664
12,50.299372142827515,39.00279325912421,23.037843572931397,16.185130164332694,12.989626286930358,9.43631310979664
13,52.23339893414693,42.69863325806737,23.037843572931397,16.185130164332694,12.989626286930358,9.43631310979664
14,54.001219808752445,46.209342847885786,28.469703566904336,16.185130164332694,12.989626286930358,9.43631310979664
15,55.78967615490905,49.230863407993525,28.469703566904336,22.071037858726584,12.989626286930358,14.722694304286039
16,57.00141209008929,51.639390484579486,33.72736820423707,22.071037858726584,19.379539956842137,14.722694304286039
17,58.41165474824941,54.10944318085428,33.72736820423707,22.071037858726584,19.379539956842137,14.722694304286039
18,59.63775853122086,56.08425636040031,38.95467908536861,28.414531232191575,19.379539956842137,14.722694304286039
19,60.13427193938233,57.67264040330651,38.95467908536861,28.414531232191575,19.379539956842137,14.722694304286039
20,61.208978398022865,59.33581973704577,43.571624825071744,28.414531232191575,25.803038364002077,21.268780925377275
21,62.2522040349364,60.64724392983719,43.571624825071744,34.32970555859742,25.803038364002077,21.268780925377275
22,62.845946116927244,61.904746856860726,47.886971182256744,34.32970555859742,25.803038364002077,21.268780925377275
23,63.7440639157945,63.17491431106884,47.886971182256744,34.32970555859742,25.803038364002077,21.268780925377275
24,64.42196366709013,64.08794536529604,52.05251446847529,40.39024046133169,32.26218739331412,21.268780925377275
25,64.70970260454939,64.88721564859519,52.05251446847529,40.39024046133169,32.26218739331412,27.801432301171637
26,65.27353642255112,65.64452767950047,56.021049791065614,40.39024046133169,32.26218739331412,27.801432301171637
27,65.35344502087628,66.37235317652203,56.021049791065614,45.851651043944514,32.26218739331412,27.801432301171637
28,65.97668924730507,67.14736445766879,59.40876565215301,45.851651043944514,38.345606267273304,27.801432301171637
29,66.26651612364674,67.72419211989856,59.40876565215301,45.851651043944514,38.345606267273304,27.801432301171637
30,66.76605445820483,68.51618556409755,62.53052408999961,50.64068270731579,38.345606267273304,34.814116060572466
31,67.03853350079326,69.3305299144731,62.53052408999961,50.64068270731579,38.345606267273304,34.814116060572466
32,67.30702938465325,69.89279806628815,65.2910116625636,50.64068270731579,44.15886865136335,34.814116060572466
33,67.87074105299091,70.4196064879863,65.2910116625636,55.06250547327672,44.15886865136335,34.814116060572466
34,67.92819765757754,70.95917022339759,67.42611292634258,55.06250547327672,44.15886865136335,34.814116060572466
