Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.02713690450017414
27,0.0,0.02713690450017414
28,0.0,0.14022987871610143
29,0.0,0.14022987871610143
30,0.00676688809013778,0.45386800405073774
31,0.00676688809013778,0.45386800405073774
32,0.017101258552086378,0.9196436778519784
33,0.017101258552086378,0.9196436778519784
34,0.12932347804286515,1.7354996380231538
35,0.12932347804286515,1.7354996380231538
36,0.2320260838374362,3.308574300556924
37,0.2320260838374362,3.308574300556924
38,0.7033057804119901,5.627313241968603
39,0.7033057804119901,5.627313241968603
40,1.1489081570683675,7.738414797425058
41,1.1489081570683675,7.738414797425058
42,2.373212363620554,10.753951569159055
43,2.373212363620554,10.753951569159055
44,3.436707829184793,14.056512563471077
45,3.436707829184793,14.056512563471077
46,4.720360630908568,17.646168205944537
47,4.720360630908568,17.646168205944537
48,6.4855734920034935,21.118393673887862
49,6.4855734920034935,21.118393673887862
50,8.258021425584442,24.675816748003104
51,8.258021425584442,24.675816748003104
52,10.493601017236141,27.796391896158678
53,10.493601017236141,27.796391896158678
54,12.688140666578205,30.65915997860537
55,12.688140666578205,30.65915997860537
56,14.497336250471369,33.53228425700335
57,14.497336250471369,33.53228425700335
58,16.60411718117825,36.162390347528884
59,16.60411718117825,36.162390347528884
60,18.748639691418713,38.55828900008441
61,18.748639691418713,38.55828900008441
62,21.048513726424734,40.564492864788356
63,21.048513726424734,40.564492864788356
64,23.087722782812374,42.47282021485961
65,23.087722782812374,42.47282021485961
66,24.686638991528582,44.30182829310985
67,24.686638991528582,44.30182829310985
68,26.296894956808053,45.84094771384798
69,26.296894956808053,45.84094771384798
70,27.92012192593974,47.29627078802579
71,27.92012192593974,47.29627078802579
72,29.60709459613647,48.457465037467834
73,29.60709459613647,48.457465037467834
74,31.026809137171025,49.69763703039296
75,31.026809137171025,49.69763703039296
76,32.33318871003202,50.79403155015999
77,32.33318871003202,50.79403155015999
78,33.610808936062746,51.868098552562046
79,33.610808936062746,51.868098552562046
80,34.674548161829385,52.8733700079013
81,34.674548161829385,52.8733700079013
82,35.77856030922656,53.74914228184816
83,35.77856030922656,53.74914228184816
84,36.78316225167385,54.5675699701386
85,36.78316225167385,54.5675699701386
86,37.67473390496143,55.3853893218423
87,37.67473390496143,55.3853893218423
88,38.67744938434144,56.01099658258747
89,38.67744938434144,56.01099658258747
90,39.52933737739236,56.63243263961127
91,39.52933737739236,56.63243263961127
92,40.26637674122881,57.19624616883103
93,40.26637674122881,57.19624616883103
94,40.977887987771794,57.664111864272336
95,40.977887987771794,57.664111864272336
96,41.672077865512215,58.15051722312259
97,41.672077865512215,58.15051722312259
98,42.25374848362549,58.58489902409557
99,42.25374848362549,58.58489902409557
100,42.82756359332102,58.932365769119286
101,42.82756359332102,58.932365769119286
102,43.396201183112886,59.28633371839438
103,43.396201183112886,59.28633371839438
104,44.01032438635576,59.61396802892357
105,44.01032438635576,59.61396802892357
106,44.50166785827388,59.95825603057412
107,44.50166785827388,59.95825603057412
108,44.98540252082187,60.20176446608435
109,44.98540252082187,60.20176446608435
110,45.42412244825784,60.49018181279885
111,45.42412244825784,60.49018181279885
112,45.811435315901626,60.74586391146363
113,45.811435315901626,60.74586391146363
114,46.181759546137364,60.99516427963644
115,46.181759546137364,60.99516427963644
116,46.52528841649133,61.22495532058997
117,46.52528841649133,61.22495532058997
118,46.860748041842896,61.40945088221032
119,46.860748041842896,61.40945088221032
120,47.150395652355236,61.61701797909548
121,47.150395652355236,61.61701797909548
122,47.428163495107334,61.793889567375345
123,47.428163495107334,61.793889567375345
124,47.73636114207836,61.957478564592684
125,47.73636114207836,61.957478564592684
126,48.0305945897802,62.12793076107079
127,48.0305945897802,62.12793076107079
128,48.29290470717908,62.28505064049625
129,48.29290470717908,62.28505064049625
130,48.540682371963776,62.419737860737946
131,48.540682371963776,62.419737860737946
132,48.75954538573313,62.570591487531104
133,48.75954538573313,62.570591487531104
134,48.96187540227002,62.6814367026938
135,48.96187540227002,62.6814367026938
136,49.14635959239766,62.8083300826065
137,49.14635959239766,62.8083300826065
138,49.349256612991006,62.922445067885576
139,49.349256612991006,62.922445067885576
140,49.554107482412256,63.015703343594886
141,49.554107482412256,63.015703343594886
142,49.74541329299278,63.10460710567574
143,49.74541329299278,63.10460710567574
144,49.91575003971517,63.21172915275635
145,49.91575003971517,63.21172915275635
146,50.08419796918368,63.28821499856163
147,50.08419796918368,63.28821499856163
148,50.22310252823865,63.389641672931596
149,50.22310252823865,63.389641672931596
150,50.39351135369884,63.46401657659394
151,50.39351135369884,63.46401657659394
152,50.521330699127596,63.53188953038532
153,50.521330699127596,63.53188953038532
154,50.651068705447,63.59263852811019
155,50.651068705447,63.59263852811019
156,50.77422302453202,63.66637511964608
157,50.77422302453202,63.66637511964608
158,50.892281307792345,63.73147196813835
159,50.892281307792345,63.73147196813835
160,51.0205251574168,63.788528207309845
161,51.0205251574168,63.788528207309845
162,51.11762608437992,63.84330273296488
163,51.11762608437992,63.84330273296488
164,51.21822180104305,63.90717200614232
165,51.21822180104305,63.90717200614232
166,51.321063683702064,63.96681029641454
167,51.321063683702064,63.96681029641454
168,51.42753433788519,64.01855806945849
169,51.42753433788519,64.01855806945849
170,51.54282021134991,64.06418959255102
171,51.54282021134991,64.06418959255102
172,51.64136819503188,64.11619756151904
173,51.64136819503188,64.11619756151904
174,51.77331425376607,64.16175290346756
175,51.77331425376607,64.16175290346756
176,51.857902219815266,64.21653665644628
177,51.857902219815266,64.21653665644628
178,51.947301541519344,64.26012153648907
179,51.947301541519344,64.26012153648907
180,52.053661643519234,64.30021401088145
181,52.053661643519234,64.30021401088145
182,52.13033912987572,64.35134215735145
183,52.13033912987572,64.35134215735145
184,52.22443005588311,64.39362528434776
185,52.22443005588311,64.39362528434776
186,52.29374613329073,64.4345587334451
187,52.29374613329073,64.4345587334451
188,52.3787854490957,64.47295705981051
189,52.3787854490957,64.47295705981051
190,52.456455827404234,64.50812955547339
191,52.456455827404234,64.50812955547339
192,52.51214675172859,64.54415464181896
193,52.51214675172859,64.54415464181896
194,52.58006632292811,64.57474609207789
195,52.58006632292811,64.57474609207789
196,52.65590720801605,64.60828683283212
197,52.65590720801605,64.60828683283212
198,52.71248915760835,64.64301835848397
199,52.71248915760835,64.64301835848397
200,52.792187166322776,64.67372031844059
201,52.792187166322776,64.67372031844059
202,52.85828147310294,64.71713680653012
203,52.85828147310294,64.71713680653012
204,52.90683811653185,64.74042941347392
205,52.90683811653185,64.74042941347392
206,52.966628633290526,64.77055327456046
207,52.966628633290526,64.77055327456046
208,53.0327127829638,64.80483634741753
209,53.0327127829638,64.80483634741753
210,53.08171592655777,64.84613638731089
211,53.08171592655777,64.84613638731089
212,53.12848572801931,64.87441026035012
213,53.12848572801931,64.87441026035012
214,53.17754039200449,64.9145407226728
215,53.17754039200449,64.9145407226728
216,53.22919083168232,64.9393138061512
217,53.22919083168232,64.9393138061512
218,53.28506063149504,64.97115395963537
219,53.28506063149504,64.97115395963537
220,53.326199061084225,65.0000646608905
221,53.326199061084225,65.0000646608905
222,53.375501054580674,65.02898009192002
223,53.375501054580674,65.02898009192002
224,53.41745449325017,65.0534190368511
225,53.41745449325017,65.0534190368511
226,53.57840685455064,65.08348689451226
227,53.57840685455064,65.08348689451226
228,53.62357704843088,65.10861540018487
229,53.62357704843088,65.10861540018487
230,53.70968357427618,65.13715763171567
231,53.70968357427618,65.13715763171567
232,53.79038048618483,65.16520993439427
233,53.79038048618483,65.16520993439427
234,53.83386232425031,65.18806017525381
235,53.83386232425031,65.18806017525381
236,53.869677046972996,65.21099594991774
237,53.869677046972996,65.21099594991774
238,53.907536850546435,65.24291174576845
239,53.907536850546435,65.24291174576845
240,53.94797084113458,65.26809070926991
241,53.94797084113458,65.26809070926991
242,54.236345367717846,65.29786551971061
243,54.236345367717846,65.29786551971061
244,54.27588770147518,65.32888288056256
