Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize50//,data//output//runtimePerformance//DECMO//SolutionSetSize100//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO//SolutionSetSize300//,data//output//runtimePerformance//DECMO//SolutionSetSize400//,data//output//runtimePerformance//DECMO//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,6.883849562987632E-4,0.0,0.0,0.0,0.0,0.0
6,0.015292519844098094,0.0,0.0,0.0,0.0,0.0
7,0.152669756656228,0.0,0.0,0.0,0.0,0.0
8,0.49555140155225375,0.0,0.0,0.0,0.0,0.0
9,1.1525696617487773,0.0,0.0,0.0,0.0,0.0
10,2.3133954873307547,0.0,0.0,0.0,0.0,0.0
11,4.6259638869440955,0.05791985999977849,0.0,0.0,0.0,0.0
12,7.494868960350004,0.0880550655632765,0.0,0.0,0.0,0.0
13,10.84244289733006,0.10670856286893676,0.0,0.0,0.0,0.0
14,14.522551468381451,0.32423312177997343,0.0,0.0,0.0,0.0
15,18.769174399546777,0.5673579886156481,0.0,0.0,0.0,0.0
16,23.424465674339306,1.3018971677343172,0.0,0.0,0.0,0.0
17,28.396170592311453,2.165599303460007,0.0,0.0,0.0,0.0
18,32.72174386347868,3.2076898154277695,0.0,0.0,0.0,0.0
19,36.421927450815645,4.645626899240649,0.0,0.0,0.0,0.0
20,40.69326893785099,6.0059434057731576,0.007046977477995737,0.0,0.0,0.0
21,44.2680087517421,8.660856314494831,0.007046977477995737,0.0,0.0,0.0
22,47.32082735218688,10.879544852659064,0.10485564871025188,0.0,0.0,0.0
23,50.171494151477944,13.156967865396046,0.10485564871025188,0.0,0.0,0.0
24,52.883148520134945,15.949630630442499,0.21700668967920958,0.0,0.0,0.0
25,55.14533882001733,18.998922815910234,0.21700668967920958,0.0,0.0,0.0
26,57.36915740716779,21.616974718531313,0.4783162749681492,0.0,0.0,0.0
27,59.36071609593886,24.687833102385472,0.4783162749681492,0.01624500665469108,0.0,0.0
28,61.17005403881039,27.320240647413556,1.0696867180182703,0.01624500665469108,0.0,0.0
29,62.82978989830122,29.90758268582901,1.0696867180182703,0.01624500665469108,0.0,0.0
30,64.15392246426492,32.446382897059586,2.284578867539308,0.055714336959346245,0.0,0.0
31,65.24346247234698,35.447206167150235,2.284578867539308,0.055714336959346245,0.0,0.0
32,66.32503558666765,38.19674681862579,3.688892327037055,0.055714336959346245,0.026941292819641416,0.0
33,67.23607677300207,40.6357063754262,3.688892327037055,0.11273203275243607,0.026941292819641416,0.0
34,68.06181723178076,42.739092418772394,5.658851005527651,0.11273203275243607,0.026941292819641416,0.0
35,68.73714591124772,44.845920807417095,5.658851005527651,0.11273203275243607,0.026941292819641416,0.0
36,69.39904800120917,47.04705453748604,8.117107092205911,0.35385652055174727,0.0347782535177551,0.0
37,70.05891681524145,48.95042248686095,8.117107092205911,0.35385652055174727,0.0347782535177551,0.0
38,70.57172497870152,50.8459635077059,10.582796650814702,0.35385652055174727,0.0347782535177551,0.0
39,71.04563482446231,52.622962377123294,10.582796650814702,0.8159855708535955,0.0347782535177551,0.0
40,71.51603256081917,54.26593564138105,13.611514648644697,0.8159855708535955,0.04461887342142129,0.0
41,71.94721073963018,55.8722004966839,13.611514648644697,0.8159855708535955,0.04461887342142129,0.0
42,72.35514122219828,57.136346451023215,16.69529755061028,1.5573684539412336,0.04461887342142129,0.0
43,72.6982618364998,58.52536133594115,16.69529755061028,1.5573684539412336,0.04461887342142129,0.0
44,72.97347738313135,59.8521845305837,19.940184158385375,1.5573684539412336,0.21207018515075887,0.0
45,73.25626889703872,61.04341249875317,19.940184158385375,2.942547736819651,0.21207018515075887,0.004066367104967855
46,73.50593501631495,62.3501522242401,23.247975336254438,2.942547736819651,0.21207018515075887,0.004066367104967855
47,73.7128932615933,63.39104488117263,23.247975336254438,2.942547736819651,0.21207018515075887,0.004066367104967855
48,73.89982797220095,64.45213195119625,26.439438099952113,5.1053626703154675,0.4198571034856627,0.004066367104967855
49,74.05587490976147,65.38360661904517,26.439438099952113,5.1053626703154675,0.4198571034856627,0.004066367104967855
50,74.21963058867011,66.260155314597,29.323860920182387,5.1053626703154675,0.4198571034856627,0.06232082763846982
51,74.36958439440782,67.20373811065981,29.323860920182387,7.809215031897794,0.4198571034856627,0.06232082763846982
52,74.48976678805829,68.06366692016721,32.43367137207002,7.809215031897794,0.9907739152320371,0.06232082763846982
53,74.61134236995409,68.8532590894779,32.43367137207002,7.809215031897794,0.9907739152320371,0.06232082763846982
54,74.72465841698181,69.43207820885604,35.218345835541996,10.760663571647303,0.9907739152320371,0.06232082763846982
55,74.83104510664208,70.04521043325559,35.218345835541996,10.760663571647303,0.9907739152320371,0.25500012657187227
