Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//
0,1.946492877382583,1.9166413622733345
1,1.946492877382583,1.9166413622733345
2,2.9529926480742046,2.7217176681649016
3,2.9529926480742046,2.7217176681649016
4,4.9159418001148385,4.881043306630032
5,4.9159418001148385,4.881043306630032
6,8.274760654241941,8.70128326472223
7,8.274760654241941,8.70128326472223
8,12.21510410688681,13.705674081667285
9,12.21510410688681,13.705674081667285
10,17.64511862088656,19.188538319526543
11,17.64511862088656,19.188538319526543
12,23.037843572931397,25.67429542818518
13,23.037843572931397,25.67429542818518
14,28.469703566904336,32.44705486424271
15,28.469703566904336,32.44705486424271
16,33.72736820423707,39.47688792374695
17,33.72736820423707,39.47688792374695
18,38.95467908536861,45.676464820642906
19,38.95467908536861,45.676464820642906
20,43.571624825071744,51.446343008406906
21,43.571624825071744,51.446343008406906
22,47.886971182256744,56.484996024373345
23,47.886971182256744,56.484996024373345
24,52.05251446847529,60.735272216566386
25,52.05251446847529,60.735272216566386
26,56.021049791065614,64.2674132807299
27,56.021049791065614,64.2674132807299
28,59.40876565215301,67.22588995337603
29,59.40876565215301,67.22588995337603
30,62.53052408999961,69.74515033102018
31,62.53052408999961,69.74515033102018
32,65.2910116625636,71.9006299644466
33,65.2910116625636,71.9006299644466
34,67.42611292634258,73.66562481324085
35,67.42611292634258,73.66562481324085
36,69.092574225331,75.0740082826913
37,69.092574225331,75.0740082826913
38,70.64126202877794,76.4019342232648
39,70.64126202877794,76.4019342232648
40,71.89243806501446,77.5554357375548
41,71.89243806501446,77.5554357375548
42,72.96836604750007,78.64141323840698
43,72.96836604750007,78.64141323840698
44,74.02203504547418,79.56238232026536
45,74.02203504547418,79.56238232026536
46,74.85357438535064,80.41990401293208
47,74.85357438535064,80.41990401293208
48,75.55317994932714,81.1046195707183
49,75.55317994932714,81.1046195707183
50,76.17964417218391,81.75116053010325
51,76.17964417218391,81.75116053010325
52,76.81453295680546,82.37488828121352
53,76.81453295680546,82.37488828121352
54,77.27262244823525,82.97322263637159
55,77.27262244823525,82.97322263637159
56,77.80485901283367,83.51878919615733
57,77.80485901283367,83.51878919615733
58,78.29714374310622,84.0401692887285
59,78.29714374310622,84.0401692887285
60,78.80127199775328,84.46526502654707
61,78.80127199775328,84.46526502654707
62,79.11896786165022,84.89117510555826
63,79.11896786165022,84.89117510555826
64,79.53460344626502,85.26608483200579
65,79.53460344626502,85.26608483200579
