Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.8518260283047684
15,0.0,0.0,0.0,0.0,0.0,0.0,0.8518260283047684
16,0.0,0.0,0.0,0.0,0.0,0.0,1.7420752687352719
17,0.0,0.0,0.0,0.0,0.0,0.0,1.7420752687352719
18,0.0,0.0,0.0,0.0,0.0,0.713422082367739,2.251169179104654
19,0.0,0.0,0.0,0.0,0.0,0.713422082367739,2.251169179104654
20,0.0,0.0,0.0,0.0,0.0,0.713422082367739,2.610976594276058
21,0.0,0.0,0.0,0.0,0.0,0.713422082367739,2.610976594276058
22,0.0,0.0,0.0,0.0,0.0,0.7165767947099911,2.610976594276058
23,0.0,0.0,0.0,0.0,0.0,0.7165767947099911,2.610976594276058
24,0.0,0.0,0.0,0.0,0.0,1.1381862890511778,3.7264302481925573
25,0.0,0.0,0.0,0.0,0.0,1.1381862890511778,3.7264302481925573
26,0.0,0.0,0.0,0.0,0.0,1.3810204285383574,3.886847228948811
27,0.0,0.0,0.0,0.0,0.0,1.3810204285383574,3.886847228948811
