Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize100//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize300//,data//output//runtimePerformance//DECMO2++//SolutionSetSize400//,data//output//runtimePerformance//DECMO2++//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.02369967644561152,0.0,0.0,0.0,0.0,0.0
5,0.4168115387070775,0.0,0.0,0.0,0.0,0.0
6,1.2541459057462845,0.0,0.0,0.0,0.0,0.0
7,3.63311480233451,0.2209384900016067,0.0,0.0,0.0,0.0
8,7.349373743084168,0.260634238872109,0.0,0.0,0.0,0.0
9,12.740888920790827,0.42788248391221206,0.0,0.0,0.0,0.0
10,18.126825762350258,1.0232289649730268,0.0,0.0,0.0,0.0
11,24.265998271534496,2.0097565601837792,0.0,0.0,0.0,0.0
12,29.400193094009065,3.837237614992876,0.008284878775375225,0.0,0.0,0.0
13,34.02205334956482,6.445021667097885,0.008284878775375225,0.0,0.0,0.0
14,38.03156549632753,9.602746358855352,0.07879430619654113,0.0,0.0,0.0
15,41.543012920189476,13.427184133628153,0.07879430619654113,0.025454414526153685,0.0,0.0
16,44.732893657679824,17.72255959898059,0.5555578752989513,0.025454414526153685,0.0,0.0
17,47.80112403967348,21.881608374152922,0.5555578752989513,0.025454414526153685,0.0,0.0
18,50.239067429296334,25.923573008336533,1.374812017991349,0.20217718273636678,0.0,0.0
19,52.58135573301519,30.082617827326487,1.374812017991349,0.20217718273636678,0.0,0.0
20,54.781221799756686,33.651545166961824,3.1060058083996527,0.20217718273636678,0.0022931645702630463,0.0
21,56.67224658035842,37.0027535740247,3.1060058083996527,0.35248160340817597,0.0022931645702630463,0.0
22,58.33708012084128,40.14217487595392,6.752173152886311,0.35248160340817597,0.0022931645702630463,0.0
23,59.8390208009835,43.29985926234751,6.752173152886311,0.35248160340817597,0.0022931645702630463,0.0
24,61.2033632393445,46.08361169368309,10.728478260492519,1.1344721314113093,0.004096271508176154,0.0
25,62.34679019082313,48.47991724339698,10.728478260492519,1.1344721314113093,0.004096271508176154,0.0
26,63.71526685854697,50.96549523581062,15.509710196447884,1.1344721314113093,0.004096271508176154,0.0
27,64.71690114762715,53.03486617448156,15.509710196447884,3.5080155159173296,0.004096271508176154,0.0
28,65.68594533349096,54.88483910266311,20.356406492424426,3.5080155159173296,0.20725008981715265,0.0
29,66.53769116594535,56.66910468795094,20.356406492424426,3.5080155159173296,0.20725008981715265,0.0
30,67.37874796183254,58.32761456949017,25.565580577858306,6.51765104050156,0.20725008981715265,0.11596246606746695
31,68.11430035134318,60.01317419007183,25.565580577858306,6.51765104050156,0.20725008981715265,0.11596246606746695
32,68.80372553495594,61.41456519309221,30.879459131694915,6.51765104050156,1.4594417551835248,0.11596246606746695
33,69.3725651849694,62.67618506111332,30.879459131694915,11.25202474894115,1.4594417551835248,0.11596246606746695
34,69.92998329285707,63.86220299882312,35.47375666637072,11.25202474894115,1.4594417551835248,0.11596246606746695
35,70.41365052548021,65.12382793525822,35.47375666637072,11.25202474894115,1.4594417551835248,0.4589291456214372
36,70.8953380957883,66.15443034681239,39.915837947870244,17.09994119638691,4.264906766386012,0.4589291456214372
37,71.38388772001244,67.11901318953146,39.915837947870244,17.09994119638691,4.264906766386012,0.4589291456214372
38,71.85149085697834,68.02276088729998,43.54338494153682,17.09994119638691,4.264906766386012,0.4589291456214372
39,72.30382183228622,68.828647268328,43.54338494153682,22.500050457856535,4.264906766386012,0.4589291456214372
40,72.67150360305907,69.58976365204128,46.98425874621393,22.500050457856535,8.613099770603512,2.254255005587753
41,73.06388376341694,70.30410509725534,46.98425874621393,22.500050457856535,8.613099770603512,2.254255005587753
42,73.44432993269852,71.02434005546544,50.29678293206826,28.63025142592816,8.613099770603512,2.254255005587753
43,73.78995513991532,71.6797693909197,50.29678293206826,28.63025142592816,8.613099770603512,2.254255005587753
44,74.10139037421379,72.2892285286793,53.32241478682271,28.63025142592816,13.73561980448138,2.254255005587753
45,74.37222599631605,72.80679235998466,53.32241478682271,34.06529717688174,13.73561980448138,6.3285295532881785
46,74.7278810701522,73.30942326202893,56.00371921372101,34.06529717688174,13.73561980448138,6.3285295532881785
47,74.99752451356882,73.78908369679431,56.00371921372101,34.06529717688174,13.73561980448138,6.3285295532881785
48,75.25203565209274,74.29451254647647,58.52090059220154,39.333812268111046,20.32124352577804,6.3285295532881785
49,75.50803606695656,74.76061169999728,58.52090059220154,39.333812268111046,20.32124352577804,6.3285295532881785
50,75.76602493524335,75.17998319904252,60.67953629706958,39.333812268111046,20.32124352577804,11.135209857637397
51,75.98883610908884,75.55334826647662,60.67953629706958,43.91258018943623,20.32124352577804,11.135209857637397
