Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//
0,0.047955023215140474,0.005332164857552361
1,0.047955023215140474,0.005332164857552361
2,0.08522239093843822,0.005332164857552361
3,0.08522239093843822,0.005332164857552361
4,0.13332211266840643,0.05301061070218641
5,0.13332211266840643,0.05301061070218641
6,0.6358731730480273,0.3792472893611638
7,0.6358731730480273,0.3792472893611638
8,1.5745383417555108,1.4038984410054
9,1.5745383417555108,1.4038984410054
10,3.244560438718281,4.135891133678433
11,3.244560438718281,4.135891133678433
12,6.767097876565094,7.852091258353484
13,6.767097876565094,7.852091258353484
14,10.750785902787285,14.43092012577505
15,10.750785902787285,14.43092012577505
16,15.69527931643598,21.237935967540054
17,15.69527931643598,21.237935967540054
18,21.4804000712245,29.660658185738363
19,21.4804000712245,29.660658185738363
20,27.919338028005363,37.56146876867856
21,27.919338028005363,37.56146876867856
22,34.4218637346788,45.50969200706357
23,34.4218637346788,45.50969200706357
24,40.63761115367097,52.81421238210744
25,40.63761115367097,52.81421238210744
26,46.64653326944783,59.21202521428756
27,46.64653326944783,59.21202521428756
28,52.233084516757586,64.59971121179386
29,52.233084516757586,64.59971121179386
30,57.30447790768529,69.20409417332927
31,57.30447790768529,69.20409417332927
32,61.92869145618967,73.03244939607417
33,61.92869145618967,73.03244939607417
34,66.2395301366703,76.08463633655293
35,66.2395301366703,76.08463633655293
36,70.1014352966739,78.68175885308499
37,70.1014352966739,78.68175885308499
38,73.41354525235758,80.85210697302887
39,73.41354525235758,80.85210697302887
40,75.9304265643388,82.59351318166745
41,75.9304265643388,82.59351318166745
42,77.80568480816733,84.01007567923499
43,77.80568480816733,84.01007567923499
44,79.54363031494961,85.24462752042197
45,79.54363031494961,85.24462752042197
46,80.80018904416967,86.27530643287237
47,80.80018904416967,86.27530643287237
48,82.02403619024047,87.16475483007925
49,82.02403619024047,87.16475483007925
50,83.08550272945969,87.99610960606468
51,83.08550272945969,87.99610960606468
52,83.94372814962067,88.73356167861859
53,83.94372814962067,88.73356167861859
54,84.69293115973866,89.35806815941186
55,84.69293115973866,89.35806815941186
56,85.43086852674685,89.98804822469945
57,85.43086852674685,89.98804822469945
58,86.01658089190002,90.6401157766202
59,86.01658089190002,90.6401157766202
60,86.51207537278292,91.1671045779754
61,86.51207537278292,91.1671045779754
62,87.00174277319438,91.62021017127448
63,87.00174277319438,91.62021017127448
64,87.53283454629039,92.11529701537268
65,87.53283454629039,92.11529701537268
66,87.94553595356395,92.61174855082436
