Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0020074468542453042,0.0,0.0,0.0,0.0,0.0
37,0.008105709281695036,0.0,0.0,0.0,0.0,0.0
38,0.022839804485791843,0.0,0.0,0.0,0.0,0.0
39,0.06602682199952488,0.0,0.0,0.0,0.0,0.0
40,0.1435113197992326,0.0,0.0,0.0,0.0,0.0
41,0.2630737824043368,0.0,0.0,0.0,0.0,0.0
42,0.5533611998359863,0.0,0.0,0.0,0.0,0.0
43,1.052482410339185,0.0,0.0,0.0,0.0,0.0
44,1.6311911716421594,0.0,0.0,0.0,0.0,0.0
45,2.4882957938147814,0.0,0.0,0.0,0.0,0.0
46,3.5648907973755333,0.0,0.0,0.0,0.0,0.0
47,4.746064697593777,0.0,0.0,0.0,0.0,0.0
48,6.159576491204465,0.0,0.0,0.0,0.0,0.0
49,7.910358284747838,0.0,0.0,0.0,0.0,0.0
50,9.980104300510183,0.0,0.0,0.0,0.0,0.0
51,12.046880093404743,0.0,0.0,0.0,0.0,0.0
52,14.212813963960746,0.0,0.0,0.0,0.0,0.0
53,16.57768505248549,0.0,0.0,0.0,0.0,0.0
54,18.882751853333613,0.0,0.0,0.0,0.0,0.0
55,21.247619111235473,0.0,0.0,0.0,0.0,0.0
56,23.836535092295794,0.0,0.0,0.0,0.0,0.0
57,26.294330746788997,0.0,0.0,0.0,0.0,0.0
58,28.88058800783658,0.0,0.0,0.0,0.0,0.0
59,31.246200846002235,0.0,0.0,0.0,0.0,0.0
60,33.64220668981313,3.6374441811622824E-5,0.0,0.0,0.0,0.0
61,35.89178043849128,3.6374441811622824E-5,0.0,0.0,0.0,0.0
62,38.20371294952411,3.6374441811622824E-5,0.0,0.0,0.0,0.0
63,40.52887410399099,7.594159026136462E-5,0.0,0.0,0.0,0.0
64,42.73229867917561,0.0010176828057548454,0.0,0.0,0.0,0.0
65,44.99807408625228,0.00194538554824833,0.0,0.0,0.0,0.0
66,47.11895436532148,0.006637522588984672,0.0,0.0,0.0,0.0
67,49.25276781133422,0.020642648785825453,0.0,0.0,0.0,0.0
68,51.189108252634874,0.04502181257397435,0.0,0.0,0.0,0.0
69,53.19056905219013,0.08132901581520292,0.0,0.0,0.0,0.0
70,55.0659861789779,0.14247159553492547,0.0,0.0,0.0,0.0
71,56.6876880900505,0.27448208891742987,0.0,0.0,0.0,0.0
72,58.419792963597885,0.3741945739509047,0.0,0.0,0.0,0.0
73,60.13671169164475,0.5778504231451856,0.0,0.0,0.0,0.0
74,61.77236677452357,0.8781624141139042,0.0,0.0,0.0,0.0
75,63.35440399390826,1.2851316709497738,0.0,0.0,0.0,0.0
76,64.7003307837972,1.7345812035572303,0.0,0.0,0.0,0.0
77,66.04282725096974,2.270630015469653,0.0,0.0,0.0,0.0
