Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,35.31847915052358,35.85668860195392
1,36.855762349739535,37.31273989807586
2,37.67390311059109,37.98863378875171
3,38.1916402229415,38.386014821836724
4,39.558179790161354,38.832929905610754
5,40.48528318316139,39.44270711505455
6,42.461359826733286,40.34930613097132
7,43.46894337748507,41.40181430278592
8,45.48106256090492,42.781947086998336
9,46.54526732251622,44.19863285182715
10,48.74545706104351,45.60839700999953
11,49.69345062305177,47.04515860753788
12,51.48588860470461,48.10783415207101
13,52.908005389881566,49.13904099303142
14,54.77461976623758,50.28672694998062
15,55.90637509782586,51.718550384812225
16,57.65346186404939,52.796679959655805
17,58.86883572078885,53.726460529426525
18,60.59879981851232,54.74472541831321
19,61.73112607483529,55.67817997497001
20,63.26266516426728,56.33866401557764
21,64.26315411232464,57.11380154369562
22,65.78435996873169,57.949873227715706
23,66.7449306215303,58.79674079537489
24,68.14991825424886,59.52737441977474
25,68.95299225421256,60.06638962994876
26,70.13607095775025,60.6411362805473
27,70.79464947553313,61.29713684357352
28,71.81206035077601,62.042015343409176
29,72.58500265376475,62.55865564000822
30,73.51606695609271,63.24726621477513
31,74.12470267352462,63.941232049755584
32,74.98575842231043,64.50261111199251
33,75.4618718833458,65.09380214019879
34,76.1929190721342,65.77406501633396
35,76.70852954648942,66.27905820004932
36,77.40691714027925,66.88376771246138
37,78.01343144551335,67.40278540389184
38,78.58742838409549,67.93289066596061
39,79.07666162788875,68.4625911055369
40,79.67171912667716,69.06401773895635
41,80.04460190654488,69.48850754479272
42,80.76597473024859,69.97481835624528
43,81.10894416559094,70.45643062943175
44,81.61231207965854,70.91703551436453
45,81.92903793947698,71.45864702190548
46,82.41737292969144,71.9531153418706
47,82.71721754824317,72.4698706123574
48,83.04322849023211,72.96387165373594
49,83.38350220338847,73.5184616884692
50,83.71813374041962,73.84041121241587
51,83.97235008798515,74.21730289363425
52,84.24490166079231,74.69049195679891
53,84.50021894688834,75.18732769723646
54,84.70297409570226,75.6381499092318
55,84.95908138726773,76.01452999815518
56,85.21707805466724,76.37340793372331
57,85.40961786848075,76.76242988050208
