Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,39.620428440190636,39.56735845481367
1,40.87843876744792,40.718322773244104
2,41.42442888735677,41.416616052962915
3,41.76327672096549,41.71892038953634
4,42.82063796274982,42.024980600855095
5,43.44438169395919,42.340785643024454
6,44.52946306536859,42.975955458537214
7,45.126781100361434,43.69289346674538
8,45.917197864242425,44.596077011471245
9,46.69398310701408,45.71719589060111
10,47.72167402163782,46.82957286194842
11,48.38466651832354,47.72200367922821
12,49.08433883891899,48.5583698621738
13,49.665498828156025,49.49817557449226
14,50.42184514357329,50.2439858330203
15,51.159805695866,51.069712049719975
16,51.9050663517434,51.89491202870573
17,52.381191009050376,52.72824901480029
18,53.22065144775955,53.38552357040691
19,53.90706395720497,54.25005540919173
20,54.58596598225618,54.87279383431405
21,55.22519257664784,55.6170724686927
22,55.825952316571744,56.26108432366122
23,56.306300515593755,56.976981981691935
24,57.060600338254844,57.698177971832884
25,57.58863561111552,58.38480808078847
26,58.18820407780218,58.90592970589281
27,58.73720586070923,59.45341944106386
28,59.262671696953184,59.98004753828647
29,59.79815079958164,60.57894197217124
30,60.467237025489375,61.1797133538108
31,60.90704461895734,61.68373354131798
32,61.29722273425238,62.213949160927285
33,61.72016589105424,62.79756857043811
34,62.31922566753403,63.35618428401569
35,62.687665499805476,63.89780055499779
36,63.1750196230213,64.3223164609245
37,63.61732917989198,64.82723530765011
38,64.09430755602845,65.35234247245567
39,64.53442032536066,65.8874033315448
40,65.10053300375029,66.33728022472093
41,65.46546573675717,66.79332746750487
42,65.88673467206443,67.37586070771185
43,66.09056855275787,67.78910275967587
44,66.45838729857016,68.19283809221038
45,66.73993156007863,68.74645030549799
46,67.16410922252435,69.243442597602
47,67.49146447715832,69.74636100455966
48,67.79614047832538,70.23318024299711
49,68.03083188698976,70.62014492436019
50,68.55808335522663,71.08437203776899
51,68.79875970021706,71.49633080979575
52,69.11014181235714,71.90763728386376
53,69.36949031468767,72.29411684230871
54,69.64034776961239,72.73115649735131
55,69.93155723418099,73.17395377316069
56,70.24284789873101,73.47360875347393
57,70.48572310094357,73.87327300745201
58,70.83745423712084,74.28342238187136
59,71.00825122154176,74.69175086246526
60,71.22805126227894,75.0934341326383
