Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,29.138031170637934,28.653595758697612,34.18570906212753,37.42253858234738,38.83009167852121,40.28889052917437
1,39.87949674682194,33.31785353506386,34.18570906212753,37.42253858234738,38.83009167852121,40.28889052917437
2,49.84831817976229,38.84665264577197,38.77986859915276,37.42253858234738,38.83009167852121,40.28889052917437
3,57.51983384811281,44.54301229974101,38.77986859915276,41.87783773858153,38.83009167852121,40.28889052917437
4,63.310182766441756,50.0707512545972,44.45434182927904,41.87783773858153,43.31499525619128,40.28889052917437
5,68.02318621279508,55.02893690420865,44.45434182927904,41.87783773858153,43.31499525619128,44.97447530314706
6,71.44644353594985,59.25619698335245,50.53402746165217,47.96859097948549,43.31499525619128,44.97447530314706
7,73.74418636508197,62.860923979789426,50.53402746165217,47.96859097948549,43.31499525619128,44.97447530314706
8,75.26243755819472,65.88449434939743,56.037768641298456,47.96859097948549,49.32636428252474,44.97447530314706
9,76.46718567503886,68.5057686954422,56.037768641298456,53.93952591168284,49.32636428252474,44.97447530314706
10,77.2273326254032,70.79329658536523,60.5532448195146,53.93952591168284,49.32636428252474,50.80582083710842
11,77.77780130258742,72.60787304624475,60.5532448195146,53.93952591168284,49.32636428252474,50.80582083710842
12,78.32821231140026,74.14424863560475,64.33314493208823,59.17256842525448,55.54537664925315,50.80582083710842
13,78.72853273790066,75.43179702320415,64.33314493208823,59.17256842525448,55.54537664925315,50.80582083710842
14,79.01069882243361,76.57750002606643,67.54164763648095,59.17256842525448,55.54537664925315,50.80582083710842
15,79.2748721977753,77.55600179794357,67.54164763648095,63.54020114760305,55.54537664925315,56.732759638743204
16,79.400347659364,78.42594143348218,70.28334398832783,63.54020114760305,60.52162174077665,56.732759638743204
17,79.56933522995676,79.11127524832655,70.28334398832783,63.54020114760305,60.52162174077665,56.732759638743204
18,79.74145863712741,79.64314714875889,72.50974673462301,67.0528693590736,60.52162174077665,56.732759638743204
19,79.82532988920771,80.10815918891664,72.50974673462301,67.0528693590736,60.52162174077665,56.732759638743204
20,79.92823577140099,80.49489276357545,74.30117181745597,67.0528693590736,64.88756694670244,61.87898537630361
21,80.05083884478988,80.788311690846,74.30117181745597,70.08605186107536,64.88756694670244,61.87898537630361
22,80.12976045592417,81.05104679397678,75.89009412233085,70.08605186107536,64.88756694670244,61.87898537630361
23,80.21614314540537,81.25251985286577,75.89009412233085,70.08605186107536,64.88756694670244,61.87898537630361
24,80.29357908928304,81.4356214698347,77.24130370496204,72.56900456588322,68.43329881649926,61.87898537630361
25,80.28258252744722,81.58672496802421,77.24130370496204,72.56900456588322,68.43329881649926,66.00864500237938
26,80.35444341588403,81.72341713916141,78.33731585090183,72.56900456588322,68.43329881649926,66.00864500237938
27,80.38134112544786,81.84051968146446,78.33731585090183,74.62072263229932,68.43329881649926,66.00864500237938
28,80.45942967004653,81.95261181718995,79.2217406698923,74.62072263229932,71.2301879625267,66.00864500237938
29,80.54147937347469,82.06691022840921,79.2217406698923,74.62072263229932,71.2301879625267,66.00864500237938
30,80.48980698041841,82.13680987728108,79.99163383412727,76.27963303333547,71.2301879625267,69.32941341788172
31,80.55144916129046,82.21496144083947,79.99163383412727,76.27963303333547,71.2301879625267,69.32941341788172
32,80.62491475253515,82.28713682928706,80.6435654369238,76.27963303333547,73.59532308328158,69.32941341788172
33,80.66293694991646,82.34745902459589,80.6435654369238,77.60943666424096,73.59532308328158,69.32941341788172
34,80.62040790283191,82.40715791228956,81.20418757054671,77.60943666424096,73.59532308328158,69.32941341788172
35,80.7133507018277,82.45477824034425,81.20418757054671,77.60943666424096,73.59532308328158,72.10286065954763
36,80.68133300215202,82.48564848009484,81.69342194658056,78.73241109342156,75.48584841965105,72.10286065954763
37,80.69839961049614,82.54206649931767,81.69342194658056,78.73241109342156,75.48584841965105,72.10286065954763
38,80.71822016898948,82.5872423111716,82.10529685907044,78.73241109342156,75.48584841965105,72.10286065954763
39,80.71964704207073,82.62648498054061,82.10529685907044,79.6810620394091,75.48584841965105,72.10286065954763
40,80.74429280404652,82.64554520357,82.43824660531635,79.6810620394091,77.02864012033933,74.36541907702687
41,80.71739458565732,82.67761661511034,82.43824660531635,79.6810620394091,77.02864012033933,74.36541907702687
42,80.80229598785411,82.72417682659697,82.71031188176481,80.44407347036496,77.02864012033933,74.36541907702687
43,80.69694057064878,82.75657620677467,82.71031188176481,80.44407347036496,77.02864012033933,74.36541907702687
44,80.76652346751568,82.77465725766737,82.91773283089218,80.44407347036496,78.32946196804198,74.36541907702687
45,80.89323740578806,82.7843143110443,82.91773283089218,81.08011263382782,78.32946196804198,76.20693563748698
46,80.81515078471875,82.78660565040691,83.07762867478887,81.08011263382782,78.32946196804198,76.20693563748698
47,80.89857948280876,82.82195998581847,83.07762867478887,81.08011263382782,78.32946196804198,76.20693563748698
48,80.86088054158421,82.85201487118273,83.2143195746662,81.6117159818949,79.40420985026078,76.20693563748698
49,80.8769287333166,82.882582387852,83.2143195746662,81.6117159818949,79.40420985026078,76.20693563748698
50,80.89796387948296,82.8836199685552,83.32794578582256,81.6117159818949,79.40420985026078,77.66336353970024
51,80.89429809165016,82.9208535932796,83.32794578582256,82.06440156421432,79.40420985026078,77.66336353970024
52,80.85391813934648,82.9378042676689,83.41931045608045,82.06440156421432,80.25398429099535,77.66336353970024
