Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,41.24892908355184,40.787238694944676,40.85493485577501,48.46028930281233,39.92741292424441,40.161206759153785,39.91756956234489
1,41.24892908355184,40.787238694944676,40.85493485577501,48.46028930281233,39.92741292424441,40.161206759153785,39.91756956234489
2,41.24892908355184,45.942373763817486,46.01238283731404,48.46028930281233,44.4748709592826,45.41825915036883,44.78021892356725
3,41.24892908355184,45.942373763817486,46.01238283731404,48.46028930281233,44.4748709592826,45.41825915036883,44.78021892356725
4,46.05521942584507,51.87226671194713,51.038847456218384,48.46028930281233,50.636041413367835,53.434440743296044,54.74754607568719
5,46.05521942584507,51.87226671194713,51.038847456218384,48.41248014025747,50.636041413367835,53.434440743296044,54.74754607568719
6,51.736540531324735,58.18046236438177,56.32458693266471,47.03651636824124,56.31424298332344,60.59760163013146,63.344705337801486
7,51.736540531324735,58.18046236438177,56.32458693266471,45.5573663879164,56.31424298332344,60.59760163013146,63.344705337801486
8,57.55554891502438,65.04163280521081,61.38837997631019,44.150975983839274,61.931412498642544,66.94467065181102,69.7936502384503
9,57.55554891502438,65.04163280521081,61.38837997631019,44.53049975757814,61.931412498642544,66.94467065181102,69.7936502384503
10,63.32643065303289,70.2876524599587,65.84313878019998,46.02816043518221,66.5368515404595,72.0305134267723,75.33739430889669
11,63.32643065303289,70.2876524599587,65.84313878019998,48.26536317836571,66.5368515404595,72.0305134267723,75.33739430889669
12,68.01421357692237,74.95307912055323,69.8370100227909,50.73653656980536,71.00523856582127,76.43227933002444,79.64657703835003
13,68.01421357692237,74.95307912055323,69.8370100227909,53.19832216153978,71.00523856582127,76.43227933002444,79.64657703835003
14,72.07604564772289,78.47098975014734,73.43825701416687,55.09407629636941,74.29072603134746,80.38018756282887,83.13164823571887
15,72.07604564772289,78.47098975014734,73.43825701416687,57.855782130745666,74.29072603134746,80.38018756282887,83.13164823571887
16,75.5514449940334,81.67972684803307,76.75517505141929,60.75981337833936,77.34917389023441,83.5391002833563,86.00964442691996
17,75.5514449940334,81.67972684803307,76.75517505141929,62.849445073521395,77.34917389023441,83.5391002833563,86.00964442691996
18,78.59119131804471,84.17204219773636,79.68883997391653,65.03910772518884,80.13885261200576,86.00675041727496,88.31801612896543
19,78.59119131804471,84.17204219773636,79.68883997391653,66.91781715335347,80.13885261200576,86.00675041727496,88.31801612896543
20,81.31065863588984,86.25565595240093,82.23698710152908,68.45410949657503,82.49902325185147,88.05479750917334,90.10382610653355
21,81.31065863588984,86.25565595240093,82.23698710152908,70.30459573146376,82.49902325185147,88.05479750917334,90.10382610653355
22,83.65439324896543,88.07587401233711,84.50470840595472,72.02820820445777,84.90737299876602,89.79175881426197,91.40884847296233
23,83.65439324896543,88.07587401233711,84.50470840595472,73.39763027957844,84.90737299876602,89.79175881426197,91.40884847296233
24,85.60747533093794,89.61471401155244,86.4680107837885,74.77053964054073,86.85569723507103,91.1745724838292,92.43289575904517
25,85.60747533093794,89.61471401155244,86.4680107837885,76.00418589218883,86.85569723507103,91.1745724838292,92.43289575904517
26,87.31647233231742,90.85175913177993,88.26330051179161,77.33013371359311,88.46800775591227,92.20989115179187,93.21300901701905
27,87.31647233231742,90.85175913177993,88.26330051179161,78.43490607818207,88.46800775591227,92.20989115179187,93.21300901701905
28,88.78322207176191,91.88331148317401,89.74866009858077,79.54608323942516,89.83097670847907,93.13704649847813,93.91091878966873
29,88.78322207176191,91.88331148317401,89.74866009858077,80.63777660520407,89.83097670847907,93.13704649847813,93.91091878966873
30,90.02460394830186,92.79030983354477,91.07981932078151,81.66392038558132,90.98384903673792,93.8184236123996,94.45883625465216
31,90.02460394830186,92.79030983354477,91.07981932078151,82.61342274695309,90.98384903673792,93.8184236123996,94.45883625465216
32,91.11779853236447,93.54557601411834,92.18950537608583,83.45264141561769,91.91508332468199,94.39177742520869,94.8965404593035
33,91.11779853236447,93.54557601411834,92.18950537608583,84.20834053498749,91.91508332468199,94.39177742520869,94.8965404593035
34,92.05776799697543,94.21435261494234,93.11907102373391,85.00382158259455,92.72584123612172,94.86326131764628,95.30382480038791
35,92.05776799697543,94.21435261494234,93.11907102373391,85.72748706889806,92.72584123612172,94.86326131764628,95.30382480038791
36,92.80995000558778,94.82120434858241,93.97119632168025,86.43528373918798,93.412547722094,95.27902650261966,95.64444489752121
37,92.80995000558778,94.82120434858241,93.97119632168025,87.11090949349143,93.412547722094,95.27902650261966,95.64444489752121
38,93.49792838236561,95.32147000506745,94.71617420364306,87.66028805840142,93.97127200175152,95.62824275069198,95.91996496019142
39,93.49792838236561,95.32147000506745,94.71617420364306,88.1979839280222,93.97127200175152,95.62824275069198,95.91996496019142
40,94.12317406759173,95.76216094312066,95.34480518772718,88.78019461445444,94.44634006092348,95.92921259469566,96.1793844003882
41,94.12317406759173,95.76216094312066,95.34480518772718,89.28658756863749,94.44634006092348,95.92921259469566,96.1793844003882
42,94.66756179698078,96.11066216621512,95.87878822671752,89.76249250510287,94.86806278131488,96.18787905017554,96.39469017396608
43,94.66756179698078,96.11066216621512,95.87878822671752,90.21312490686216,94.86806278131488,96.18787905017554,96.39469017396608
44,95.12725090761978,96.40520223666603,96.31200122945975,90.61621816215069,95.25526469860262,96.42316013449116,96.57892470006276
45,95.12725090761978,96.40520223666603,96.31200122945975,91.03475577270848,95.25526469860262,96.42316013449116,96.57892470006276
46,95.52305079935003,96.66029698353844,96.65661426311836,91.41635736483448,95.58454814322828,96.63028444168044,96.75535833403895
47,95.52305079935003,96.66029698353844,96.65661426311836,91.79646158352024,95.58454814322828,96.63028444168044,96.75535833403895
48,95.89717105674342,96.87889355103164,96.9437081306272,92.13566366324982,95.84879039671934,96.79757819987809,96.91035372416081
49,95.89717105674342,96.87889355103164,96.9437081306272,92.43649222058819,95.84879039671934,96.79757819987809,96.91035372416081
50,96.20441763442547,97.06951374772854,97.19334856918957,92.74555176025804,96.08272180374426,96.94994023244385,97.0413471192734
51,96.20441763442547,97.06951374772854,97.19334856918957,93.0478943223052,96.08272180374426,96.94994023244385,97.0413471192734
52,96.45820322320729,97.2380688630755,97.40019832626832,93.30651998018607,96.28595354421883,97.1020428543519,97.18900974198421
53,96.45820322320729,97.2380688630755,97.40019832626832,93.57268974332516,96.28595354421883,97.1020428543519,97.18900974198421
54,96.68118121722625,97.3687502396986,97.57529513102371,93.82139130293575,96.47083502886449,97.20983252108009,97.29937224878918
55,96.68118121722625,97.3687502396986,97.57529513102371,94.05381934770845,96.47083502886449,97.20983252108009,97.29937224878918
56,96.88388746033576,97.48372959503769,97.72490716867095,94.27184229090558,96.63319387268866,97.31854312797445,97.41085088752115
57,96.88388746033576,97.48372959503769,97.72490716867095,94.47484789688286,96.63319387268866,97.31854312797445,97.41085088752115
58,97.05575207169656,97.59006948525919,97.8542108916767,94.65472541074014,96.78562670557069,97.41862633687906,97.51322971270673
59,97.05575207169656,97.59006948525919,97.8542108916767,94.84221954341811,96.78562670557069,97.41862633687906,97.51322971270673
60,97.20079847894094,97.68689131121465,97.97233477046596,95.02181444804066,96.90183992174913,97.52356149916324,97.59740178645865
61,97.20079847894094,97.68689131121465,97.97233477046596,95.18594424673711,96.90183992174913,97.52356149916324,97.59740178645865
62,97.33253672752328,97.76881075394115,98.07455594159852,95.35024424042611,97.03455121595582,97.61725233646851,97.67065090987178
63,97.33253672752328,97.76881075394115,98.07455594159852,95.48958431175865,97.03455121595582,97.61725233646851,97.67065090987178
64,97.44178869197512,97.82849741054106,98.16757955942644,95.63180889702144,97.14050555976586,97.70172102761039,97.72655920874803
65,97.44178869197512,97.82849741054106,98.16757955942644,95.76439803172902,97.14050555976586,97.70172102761039,97.72655920874803
66,97.5488417848235,97.9010557578214,98.24973081784472,95.89153829678213,97.24415885670719,97.7562243565299,97.78876777253208
67,97.5488417848235,97.9010557578214,98.24973081784472,96.01798166317629,97.24415885670719,97.7562243565299,97.78876777253208
68,97.65012665475493,97.95151401208194,98.31784358953468,96.14033307125945,97.33261862907908,97.81041823594262,97.86203136471727
69,97.65012665475493,97.95151401208194,98.31784358953468,96.24620957480582,97.33261862907908,97.81041823594262,97.86203136471727
70,97.74266125221206,98.00525184681779,98.37939893035934,96.3544312844339,97.41880082756394,97.8783459834067,97.90978218802834
71,97.74266125221206,98.00525184681779,98.37939893035934,96.45470710149277,97.41880082756394,97.8783459834067,97.90978218802834
72,97.82185032822096,98.05327786239576,98.43491542032272,96.55710431845363,97.49977100375261,97.92768214106552,97.95844385157218
73,97.82185032822096,98.05327786239576,98.43491542032272,96.6462766613185,97.49977100375261,97.92768214106552,97.95844385157218
74,97.90310690464612,98.10358924038215,98.48397503663888,96.74345088382528,97.57806553238788,97.99244715177852,98.00389769163375
75,97.90310690464612,98.10358924038215,98.48397503663888,96.82321890120481,97.57806553238788,97.99244715177852,98.00389769163375
76,97.96661072976728,98.15042491301213,98.53073652922394,96.898009638477,97.64494334886486,98.03484162576186,98.0357629384636
77,97.96661072976728,98.15042491301213,98.53073652922394,96.97810594587882,97.64494334886486,98.03484162576186,98.0357629384636
78,98.03372053244983,98.18363892331818,98.57001780854148,97.05079102579371,97.70421066074769,98.07875848371674,98.09564428860574
79,98.03372053244983,98.18363892331818,98.57001780854148,97.12055913602883,97.70421066074769,98.07875848371674,98.09564428860574
80,98.083289401096,98.22938472380325,98.61036744226644,97.19451427745034,97.74009334726159,98.11820127415874,98.14112977428609
81,98.083289401096,98.22938472380325,98.61036744226644,97.26620187415479,97.74009334726159,98.11820127415874,98.14112977428609
82,98.13811989130784,98.25415645594066,98.64750374378904,97.33415243485797,97.80382516371718,98.1587030040851,98.18298123876434
83,98.13811989130784,98.25415645594066,98.64750374378904,97.39409763417142,97.80382516371718,98.1587030040851,98.18298123876434
84,98.19047779505398,98.27962012828229,98.6789953439493,97.45315535976155,97.85962623396051,98.20043675266596,98.22704910065215
85,98.19047779505398,98.27962012828229,98.6789953439493,97.51110916296813,97.85962623396051,98.20043675266596,98.22704910065215
86,98.23926596009173,98.3130254411204,98.70952764270397,97.55987415547183,97.90185219287685,98.23607403359898,98.26910848634702
87,98.23926596009173,98.3130254411204,98.70952764270397,97.61366047789474,97.90185219287685,98.23607403359898,98.26910848634702
88,98.28145656892046,98.33137712028606,98.73838722623817,97.66250118208977,97.95782553881284,98.27230837323432,98.3034706307764
89,98.28145656892046,98.33137712028606,98.73838722623817,97.7100073650321,97.95782553881284,98.27230837323432,98.3034706307764
90,98.32478220943166,98.35832311401587,98.76391219277372,97.7558287574219,97.9901278147304,98.32175204348478,98.33310198397398
91,98.32478220943166,98.35832311401587,98.76391219277372,97.80356343879293,97.9901278147304,98.32175204348478,98.33310198397398
92,98.36223933602051,98.38033297807198,98.78944289380497,97.84345835664972,98.03290749675773,98.34747974165873,98.36955267474443
93,98.36223933602051,98.38033297807198,98.78944289380497,97.8879551753989,98.03290749675773,98.34747974165873,98.36955267474443
94,98.40051854157898,98.40372424407977,98.81160484236518,97.92590213787095,98.068162939114,98.36837384351844,98.3832059525371
95,98.40051854157898,98.40372424407977,98.81160484236518,97.96234841575213,98.068162939114,98.36837384351844,98.3832059525371
96,98.42840662228423,98.43041174073116,98.8327910921086,97.99843339903562,98.09771645309715,98.39892198579696,98.41201002240948
97,98.42840662228423,98.43041174073116,98.8327910921086,98.03539333268368,98.09771645309715,98.39892198579696,98.41201002240948
98,98.45636667912856,98.45118380772436,98.85156183086848,98.0695831188151,98.13398803681763,98.42098823995171,98.43499721777339
99,98.45636667912856,98.45118380772436,98.85156183086848,98.10120522447296,98.13398803681763,98.42098823995171,98.43499721777339
100,98.48158221050012,98.47634156998933,98.87065016276408,98.13384895776981,98.1499085040607,98.43504429371845,98.45052128395899
101,98.48158221050012,98.47634156998933,98.87065016276408,98.16600922637251,98.1499085040607,98.43504429371845,98.45052128395899
102,98.50706740473727,98.49115411148314,98.88643850568829,98.19638319957822,98.18553969049165,98.46705007910192,98.47563983574346
103,98.50706740473727,98.49115411148314,98.88643850568829,98.22652541137799,98.18553969049165,98.46705007910192,98.47563983574346
104,98.5287814098098,98.49327050251523,98.90180148744953,98.25465771542873,98.22027905047284,98.4918810703827,98.49667105934999
105,98.5287814098098,98.49327050251523,98.90180148744953,98.28418391271308,98.22027905047284,98.4918810703827,98.49667105934999
106,98.55412374693009,98.51068688097803,98.91937421523474,98.31111136610429,98.24545107637424,98.49783548262614,98.50704227871329
