Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//
0,3.8478980594205985,1.037355467941138,1.6388286230199829,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319
1,3.8478980594205985,4.917162687297309,1.6388286230199829,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319
2,3.8478980594205985,6.196377333579938,3.9919148186220275,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319
3,3.8478980594205985,7.303605766876717,5.679353723715778,3.6337977510895327,3.4683423380325595,3.7809511849895934,4.507351900111319
4,3.8478980594205985,8.71947136682821,6.841401145085949,4.403035056737318,3.976871370923928,3.7809511849895934,4.507351900111319
5,3.8321389065318097,10.684635235708459,7.8320645773384285,5.768277562496002,4.654095675236408,4.184590560890684,4.6027720405973644
6,3.9153469646823127,13.41892906072782,9.869667843675195,7.477005416992742,5.53811444126341,4.476831610028449,4.179746788894304
7,4.766582134056693,16.913908519746467,12.490284169287172,9.605072217762876,7.212131405892776,5.001461016522277,4.6003653450647635
8,5.708004518236139,20.006447273509195,15.37295178477543,12.78568852688092,9.215696061601486,6.232850929446018,5.071609215791294
9,6.494544002756833,22.52360346130068,19.185990947810584,15.845845693383756,12.008922550552025,8.554610622828525,5.900544551422087
10,7.710578688838843,26.01809976376927,22.88178995460356,19.576998825805596,14.851733085900912,11.134135953823906,7.503363411441384
11,9.285617518812533,28.907217360257505,26.74067193930091,23.23482966678041,18.47599255000272,14.000346770502995,9.31433151887089
12,11.211969487742573,31.864581733062668,30.49416696621165,27.18137394825954,22.319044000759842,17.746731363969857,11.30860530648626
13,14.111868358401756,35.09109614975188,34.282938466832874,30.584405129918874,26.389268457821625,21.916870431475793,13.827132777564092
14,16.90584158943887,37.88100239587839,37.652972006078805,34.35848070661732,29.89687427345553,25.773460138006726,16.440442058355234
15,19.77894028742537,40.50338204914767,40.90577917081142,38.08435300055443,33.78817752889692,29.901500407274657,19.406938520213387
16,23.193818943423597,43.07506117203859,44.01717393257525,41.48750560064177,37.68718026588664,33.83895428544977,23.028970391619502
17,26.582232538033455,45.354466367257785,47.167851933478545,44.579887655437716,41.2656159773257,37.52344486484485,26.271829018941084
18,30.01798077286161,47.35691320916651,49.75693556247846,47.766533835254904,44.487236523917446,41.2255578492335,29.88266400232381
19,33.43966501454606,49.580042914554824,52.31916771150274,50.64047669196239,47.56377285183796,44.89921282590615,33.54034758804929
20,36.68497008385,51.56021028787271,54.561090673546886,53.334991766093175,50.42958339667197,48.14768121134759,36.6016823176091
21,40.12355867532898,53.191733694747526,56.47944791647952,56.05655156808598,53.05670136852949,51.318710818252356,39.842890293685464
22,43.10884448118222,54.657803860432665,58.167924364828124,58.12729656125653,55.58415262622947,54.247624388937176,42.89568689492123
23,45.77183944963828,55.85953971954179,59.81800847422083,60.12256414737395,58.06137465667156,56.85557065876733,45.88549729771697
24,48.536792516890735,57.13496842847836,61.265120076333325,61.986049313138295,60.20562330487469,59.390219836325606,48.94907125432911
25,51.199463863326464,58.31679474028986,62.704004281317324,63.73017516684202,62.18573633752453,61.76020672088023,51.65862935463396
26,53.560987472194675,59.508216453382445,64.19870626383553,65.36469734780727,64.08023100167536,63.78659664957049,54.101507465524854
27,55.967973222884595,60.569057008052,65.53673243500266,66.85752877631644,65.72436625301559,65.50921581816657,56.51771676997207
28,58.22917124112518,61.51814812625872,66.84036198636507,68.2068125139308,67.32584099857569,67.12616416792224,58.850235313873824
29,60.24275437039533,62.27204429187163,68.09328540002771,69.53876668425401,68.82331066575904,68.67329118898469,60.851842144738825
30,62.15284957082079,63.05605143606987,69.05057334839887,70.63485540113027,70.13974663605563,70.18846501469798,62.850033954557205
31,64.16594015134112,63.8222378533442,70.13395946481471,71.74907198911848,71.41366679351906,71.53664725414623,64.71959873045007
32,65.90497004647484,64.37999694645366,71.13725410895644,72.69889975212745,72.48348191415448,72.67590448137297,66.36470472156145
33,67.43915579390624,65.04040366106703,71.92376744959466,73.5162006971788,73.47870763896434,73.80389700901044,67.82722899426328
34,68.81766362432344,65.65527502069246,72.64111411837365,74.40158775363273,74.44141716965956,74.89892733783633,69.26935921420119
35,70.17702212490725,66.20055126223063,73.31274654819141,75.1705200664165,75.30796695978522,75.84500407442269,70.68016945260445
36,71.40146356122192,66.71993759943685,73.95662384462906,75.8670038848977,76.1092493787275,76.72520270669193,71.98960058559004
37,72.58436098779431,67.20409801973469,74.52012661784356,76.51225226562502,76.87315797132398,77.53514140586041,73.15780231604116
38,73.65148351994077,67.6697529856319,75.12932425964819,77.17406128082672,77.60324630500386,78.2910106296353,74.1794296151345
39,74.62972503537921,68.13874361114127,75.65746933516263,77.82698514808261,78.25124258592494,78.98136716269816,75.1946358962164
40,75.54195954425126,68.54013675674989,76.15004363018859,78.39507574903554,78.83482710619592,79.65959146851338,76.15488659489463
41,76.43197438671803,68.84037464916838,76.60977634514946,78.96116873578481,79.36915970037293,80.22150205248155,77.03460419270986
42,77.19167869894936,69.17892947892555,77.04165493254358,79.43356995893531,79.86798668438539,80.76809156708018,77.90811586722323
43,77.96947960359928,69.6590967881263,77.45616166539826,79.85651521701713,80.3576304963277,81.28862098812911,78.64651103463362
44,78.68323949339121,69.94305325971735,77.83070976685573,80.26159297058817,80.84373479594315,81.7723522201344,79.33409413268814
45,79.34682741652348,70.2404938104188,78.17023457859378,80.64086147900642,81.28409890467877,82.18962953975107,79.94824051513254
46,79.97481388835301,70.55403199418426,78.48230243445802,81.04456360840157,81.68340443038345,82.60577905697706,80.52490581751087
47,80.51250210311346,70.83545793175236,78.81732704781477,81.39013088585732,82.05592456104475,82.96677959095796,81.07551778504336
48,81.04763381085161,71.09494071624701,79.10679925498782,81.71902456426866,82.39813514226901,83.35091679072434,81.61459687599506
49,81.60178097182276,71.42020096594207,79.37414176338108,82.01271728598189,82.7476713173542,83.699967053751,82.0902070068783
50,82.06251152240822,71.72237633010415,79.62726774131134,82.29127189713547,83.07621386638263,83.99752510473299,82.57003508531946
51,82.52269387777896,71.9580762639199,79.87778892167653,82.52514192667549,83.36671362235779,84.30085427176523,82.97866306740086
52,82.978281128213,72.2573437108447,80.13023888267566,82.78448971141414,83.70196850109166,84.5919819953126,83.4079503846063
53,83.37345429329659,72.47004842439593,80.33113771808863,83.02923196321967,84.03285585804969,84.86227035748763,83.75534952994289
54,83.75115787585295,72.68011102961893,80.50183582065999,83.26005516931811,84.30742520788363,85.10972899435579,84.07497990055245
55,84.08108346178813,72.90818947525699,80.70325466763492,83.4706143663487,84.60099594393257,85.36387338915794,84.41568164550134
56,84.40200252602624,73.13794169404746,80.85338471919587,83.69012232747535,84.83373518209032,85.58588425173284,84.7427515902715
57,84.71124236982092,73.40172510176947,81.03777862112656,83.889635106954,85.05524983682169,85.78314736426212,85.04029513365943
58,84.98109265778731,73.58463607399254,81.18172673332307,84.05279901413701,85.27560453953109,85.98556043372324,85.31137399105957
59,85.26389343984178,73.76595569542162,81.37225107305132,84.24313919868314,85.4439038149293,86.18562562647234,85.58741217668793
