Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize700//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize800//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize900//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize1000//
0,3.8478980594205985,1.037355467941138,1.6388286230199829,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
1,3.8478980594205985,4.917162687297309,1.6388286230199829,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
2,3.8478980594205985,6.196377333579938,3.9919148186220275,2.4269719514168275,3.4683423380325595,3.7809511849895934,4.507351900111319,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
3,3.8478980594205985,7.303605766876717,5.679353723715778,3.6337977510895327,3.4683423380325595,3.7809511849895934,4.507351900111319,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
4,3.8478980594205985,8.71947136682821,6.841401145085949,4.403035056737318,3.976871370923928,3.7809511849895934,4.507351900111319,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
5,3.8321389065318097,10.684635235708459,7.8320645773384285,5.768277562496002,4.654095675236408,4.184590560890684,4.6027720405973644,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
6,3.9153469646823127,13.41892906072782,9.869667843675195,7.477005416992742,5.53811444126341,4.476831610028449,4.179746788894304,4.881921473206934,4.853299309828614,6.258999377391981,6.459592375737796
7,4.766582134056693,16.913908519746467,12.490284169287172,9.605072217762876,7.212131405892776,5.001461016522277,4.6003653450647635,4.092351193562625,4.853299309828614,6.258999377391981,6.459592375737796
8,5.708004518236139,20.006447273509195,15.37295178477543,12.78568852688092,9.215696061601486,6.232850929446018,5.071609215791294,4.33442542943808,4.265160474427572,6.258999377391981,6.459592375737796
9,6.494544002756833,22.52360346130068,19.185990947810584,15.845845693383756,12.008922550552025,8.554610622828525,5.900544551422087,4.870096906103231,4.541889485870489,5.339285608596679,6.459592375737796
