Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize50//,data//output//runtimePerformance//DECMO//SolutionSetSize100//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO//SolutionSetSize300//,data//output//runtimePerformance//DECMO//SolutionSetSize400//,data//output//runtimePerformance//DECMO//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.003373623026204496,0.0,0.0,0.0,0.0,0.0
13,0.05690780262399004,0.0,0.0,0.0,0.0,0.0
14,0.11517826040953923,0.0,0.0,0.0,0.0,0.0
15,0.49339092037104704,0.0,0.0,0.0,0.0,0.0
16,1.4370082523887793,0.0,0.0,0.0,0.0,0.0
17,2.4850378567323728,0.0,0.0,0.0,0.0,0.0
18,4.318482972018018,0.0,0.0,0.0,0.0,0.0
19,6.643126118362554,0.0,0.0,0.0,0.0,0.0
20,9.7161390887216,0.0,0.0,0.0,0.0,0.0
21,12.620817665956347,0.0,0.0,0.0,0.0,0.0
22,16.204049365349967,0.0,0.0,0.0,0.0,0.0
23,19.8145322335388,0.0,0.0,0.0,0.0,0.0
24,23.68757526728413,0.021064925292164496,0.0,0.0,0.0,0.0
25,27.150650883945893,0.029690669594839472,0.0,0.0,0.0,0.0
26,30.73782766108945,0.06475862286241969,0.0,0.0,0.0,0.0
27,33.93535742141309,0.09020754148076136,0.0,0.0,0.0,0.0
28,37.10361053395867,0.21697891292827817,0.0,0.0,0.0,0.0
29,40.01212618912923,0.4640149823517957,0.0,0.0,0.0,0.0
30,43.024079991118604,0.8020115473417108,0.0,0.0,0.0,0.0
31,45.941923227882015,1.538043676672613,0.0,0.0,0.0,0.0
32,48.63198732119676,2.473261816044456,0.0,0.0,0.0,0.0
33,51.37481119057035,3.5899209939754844,0.0,0.0,0.0,0.0
34,53.69550940543402,5.061762085806681,0.0,0.0,0.0,0.0
35,55.836615838802715,7.000212438015742,0.0,0.0,0.0,0.0
36,57.99634260696537,9.55649248877242,0.0,0.0,0.0,0.0
37,59.99737207291983,11.887369864504109,0.0,0.0,0.0,0.0
38,62.09150208855891,14.67578627459993,0.0,0.0,0.0,0.0
39,64.14621298287315,17.31167969052106,0.0,0.0,0.0,0.0
40,66.06940847503452,19.92443243598151,0.0,0.0,0.0,0.0
41,67.91686703876942,23.03569209395049,0.0,0.0,0.0,0.0
42,69.78832043051244,26.16684508265284,0.0,0.0,0.0,0.0
43,71.87775984029585,29.22522851360767,0.0,0.0,0.0,0.0
44,73.52995470176222,32.0601302467265,0.0,0.0,0.0,0.0
45,74.6252769341775,34.519017880708574,0.0,0.0,0.0,0.0
46,76.11402033900615,37.39376933809317,0.0,0.0,0.0,0.0
47,77.3357681697317,40.322333159374324,0.0,0.0,0.0,0.0
48,78.70788891785872,42.98038562991449,0.0,0.0,0.0,0.0
49,79.75737695907542,45.43064364209732,0.0,0.0,0.0,0.0
50,80.59489817130053,47.6227084959656,0.003516699243424102,0.0,0.0,0.0
51,81.43581322009753,50.28340016191678,0.003516699243424102,0.0,0.0,0.0
52,82.8256108289837,52.62010410306939,0.00629248030865576,0.0,0.0,0.0
53,83.57693410913308,54.76675737380775,0.00629248030865576,0.0,0.0,0.0
54,84.71726588586543,57.057683473493896,0.1581027092695997,0.0,0.0,0.0
55,85.42213100912738,59.15409263364073,0.1581027092695997,0.0,0.0,0.0
56,86.50715075644959,61.37093852071096,0.29261221352501215,0.0,0.0,0.0
57,87.29820347081761,63.307048404774605,0.29261221352501215,0.0,0.0,0.0
58,87.96949297972795,65.1118570195983,0.5956774819811474,0.0,0.0,0.0
59,88.51907647715117,66.88157113590856,0.5956774819811474,0.0,0.0,0.0
60,88.89804458629075,68.42724728459442,1.0843153748422933,0.0,0.0,0.0
61,89.45541892117228,70.09890050566061,1.0843153748422933,0.0,0.0,0.0
62,90.22814171948404,71.54062880558327,2.089070792338304,0.0,0.0,0.0
63,90.63244992055124,72.94721324570416,2.089070792338304,0.0,0.0,0.0
64,91.07119003768089,74.28525435412219,3.4110404380332056,0.0,0.0,0.0
65,91.90402599647251,75.49903024297171,3.4110404380332056,0.0,0.0,0.0
66,92.53781705141768,76.64159078236808,4.963558508546408,0.0,0.0,0.0
67,92.9207124069658,77.78841892089342,4.963558508546408,0.0,0.0,0.0
68,93.27580464166385,79.04310087229926,7.018107151916533,0.0,0.0,0.0
