Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,35.47323231931827,35.54669857859345,35.559820827313295,35.54590445148318
1,35.89527908907132,35.87566925112617,35.9019453319563,35.90226068525508
2,36.099132415591335,36.08898780725383,36.10879093124307,36.10236995773193
3,36.22364138979147,36.23735207438909,36.235471421702286,36.181790226013085
4,36.688112103594996,36.53339116031555,36.55076956131412,36.257100051426065
5,36.8737055821951,36.60236360493583,36.73068443815366,36.34211881010999
6,37.3112524868449,36.89598677955239,37.01960522944133,36.48391484201347
7,37.46886854697401,36.976421772592246,37.24669078200545,36.67396852848503
8,37.807178885393874,37.22900543626885,37.524434622877465,36.87057632078965
9,37.915309245859476,37.27006087237965,37.69342701310744,37.130179330430806
10,38.18025191103195,37.56346155218897,37.94352086737504,37.39866227682261
11,38.29018475962855,37.61345086650349,38.06251196149475,37.61153362259478
12,38.52892063811044,37.82049838595419,38.30597391927414,37.79570334068215
13,38.620965832035665,37.87598212622127,38.44276489260501,38.01590929546768
14,38.84062065767776,38.08057177107513,38.6334961646881,38.20901350849882
15,38.92855984596951,38.142950903557676,38.7916549997343,38.36641435516065
16,39.103119436799815,38.287655091963295,38.99257940051741,38.51123623982341
17,39.196139095273715,38.35493932928923,39.14556486192485,38.64496527277119
18,39.33852244665933,38.51133628983745,39.333122100314014,38.76970831199585
19,39.41100583215752,38.574967249857366,39.46926595908284,38.88435953041371
20,39.56793176425501,38.715525912994686,39.63101747147767,39.000290464187565
21,39.63177533341598,38.7726072406419,39.75727343261175,39.10559280833104
22,39.73855821986939,38.89156344119189,39.90790202479595,39.213411583062644
23,39.802655151598486,38.957874007426916,40.0183310117931,39.31522535510391
24,39.91912375672663,39.096514128190584,40.14690153961805,39.41377428028702
25,39.97005653493235,39.14526197615476,40.21421009657935,39.52786920124456
26,40.084649686280585,39.27259680996406,40.330337150266736,39.62576303954778
27,40.16277590944569,39.33321102940743,40.428135649850375,39.734727775194926
28,40.28961416654411,39.41854419785276,40.51417437583487,39.82852410386461
29,40.3484678775315,39.453925811104874,40.6318704537386,39.900403543119296
30,40.469404274027774,39.562451341826225,40.71758573718801,39.98594273553025
31,40.50751263036014,39.60362832538693,40.82166403615077,40.05173114653173
32,40.61132697366566,39.673384992664126,40.91783291416786,40.124706721813666
33,40.672160052437256,39.692227750581594,41.0037614241906,40.20197712387063
34,40.73658089102429,39.76622532419024,41.083501490178236,40.28898650728989
35,40.7794131322669,39.798613557907075,41.153114962495685,40.38684889328806
36,40.86163137854162,39.86983925194954,41.22741942615189,40.481084976979446
37,40.90114054729845,39.89819568286098,41.29457599268268,40.566145383589266
38,40.96221363344593,39.999272795414186,41.43744754378256,40.636869423567745
39,41.00819330574324,40.05544444400873,41.48020367137488,40.7141374107543
40,41.05813049499538,40.117432600416464,41.58858941817214,40.804626698340975
