Comparison stage no.,data//output//runtimePerformance//GDE3//SolutionSetSize50//,data//output//runtimePerformance//GDE3//SolutionSetSize100//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize300//,data//output//runtimePerformance//GDE3//SolutionSetSize400//,data//output//runtimePerformance//GDE3//SolutionSetSize500//
0,10.096787584419475,10.188131901934645,11.722385060687394,12.642116011953226,13.180981765560789,13.67310859967378
1,12.851167346078546,11.816800693699433,11.722385060687394,12.642116011953226,13.180981765560789,13.67310859967378
2,15.35018542024319,13.207864374961689,13.388102841166774,12.642116011953226,13.180981765560789,13.67310859967378
3,17.58657014221707,14.562403074841484,13.388102841166774,14.275130807007669,13.180981765560789,13.67310859967378
4,19.845728444645562,15.807212495514616,14.781634575162014,14.275130807007669,14.829482250915747,13.67310859967378
5,22.152191905031586,17.014962050318303,14.781634575162014,14.275130807007669,14.829482250915747,15.310742932319943
6,24.284062870781405,18.235385098823603,16.122139982926893,15.703721156334817,14.829482250915747,15.310742932319943
7,26.29312748262784,19.439950892065745,16.122139982926893,15.703721156334817,14.829482250915747,15.310742932319943
8,28.042034732578223,20.68262381745949,17.408301091504843,15.703721156334817,16.23281505334695,15.310742932319943
9,29.602439984039716,21.90994984110091,17.408301091504843,17.012596855209235,16.23281505334695,15.310742932319943
10,31.308057874970395,23.19309756309499,18.696246118945588,17.012596855209235,16.23281505334695,16.70803568326449
11,33.0199467915207,24.419428674335787,18.696246118945588,17.012596855209235,16.23281505334695,16.70803568326449
12,34.973578223143946,25.523412805112972,19.963112712904895,18.32377395544373,17.561775116728537,16.70803568326449
13,37.17580525905741,26.62325821294845,19.963112712904895,18.32377395544373,17.561775116728537,16.70803568326449
14,39.41676894973717,27.681197046899502,21.263467008297106,18.32377395544373,17.561775116728537,16.70803568326449
15,41.550786908180136,28.706429234047686,21.263467008297106,19.6011960242621,17.561775116728537,18.01520510454423
16,43.58841036392209,29.640116630053637,22.551351740188043,19.6011960242621,18.87800940374782,18.01520510454423
17,45.556030280758335,30.519017693303223,22.551351740188043,19.6011960242621,18.87800940374782,18.01520510454423
18,47.47657796067059,31.415291328955202,23.850911102349315,20.897086652221976,18.87800940374782,18.01520510454423
19,49.309344095013664,32.34852100011911,23.850911102349315,20.897086652221976,18.87800940374782,18.01520510454423
20,51.01875623856282,33.268730089035515,25.025871665336695,20.897086652221976,20.18203613939793,19.363935148149675
21,52.672626332057604,34.24266182322394,25.025871665336695,22.23756715711111,20.18203613939793,19.363935148149675
22,54.13983570320087,35.396919536492625,26.235024920599148,22.23756715711111,20.18203613939793,19.363935148149675
23,55.51833065503128,36.67155358007716,26.235024920599148,22.23756715711111,20.18203613939793,19.363935148149675
24,56.76391969565569,37.876450487828784,27.3820493997506,23.590174620792006,21.57937499123664,19.363935148149675
25,57.97776147557897,39.18131012378138,27.3820493997506,23.590174620792006,21.57937499123664,20.75006302397713
26,59.0410476244733,40.35074006365367,28.45722807523526,23.590174620792006,21.57937499123664,20.75006302397713
27,60.116899760514336,41.4664857741654,28.45722807523526,24.829443287151587,21.57937499123664,20.75006302397713
28,61.07032933926451,42.51835174512586,29.5050552930189,24.829443287151587,22.91026312953961,20.75006302397713
29,62.017632913100755,43.54765748222498,29.5050552930189,24.829443287151587,22.91026312953961,20.75006302397713
30,62.94341907145832,44.530667103193394,30.521827192787256,26.05784040281251,22.91026312953961,22.088838607482703
31,63.83395711536541,45.57365757985907,30.521827192787256,26.05784040281251,22.91026312953961,22.088838607482703
32,64.66963456454623,46.58607935471313,31.510593575046098,26.05784040281251,24.24149713557285,22.088838607482703
33,65.4673845155811,47.52572636424222,31.510593575046098,27.231474536913574,24.24149713557285,22.088838607482703
34,66.20295891319432,48.478706304268314,32.46496149029818,27.231474536913574,24.24149713557285,22.088838607482703
35,66.91301974713184,49.435308572332076,32.46496149029818,27.231474536913574,24.24149713557285,23.41879028784203
36,67.58118187739598,50.418937564890804,33.5067630618857,28.3659419080098,25.5104039818412,23.41879028784203
37,68.19755724395142,51.358819416594116,33.5067630618857,28.3659419080098,25.5104039818412,23.41879028784203
38,68.77379309387075,52.243268075623625,34.544744335717894,28.3659419080098,25.5104039818412,23.41879028784203
39,69.30856973012409,53.0749476448689,34.544744335717894,29.437821845607147,25.5104039818412,23.41879028784203
40,69.78546827646245,53.89604091070072,35.67258468828463,29.437821845607147,26.745361788990085,24.752221915940755
41,70.23322369889112,54.68352350342427,35.67258468828463,29.437821845607147,26.745361788990085,24.752221915940755
42,70.65325956029413,55.4389359444997,36.9014166597354,30.440301828618065,26.745361788990085,24.752221915940755
43,71.03104164434814,56.147494808180085,36.9014166597354,30.440301828618065,26.745361788990085,24.752221915940755
44,71.35572240142963,56.83519728163098,38.18370818988493,30.440301828618065,27.922480375283392,24.752221915940755
45,71.64916963453477,57.50799784152628,38.18370818988493,31.43072691684384,27.922480375283392,26.01494608927661
46,71.92989827013292,58.13348937157089,39.51971033142811,31.43072691684384,27.922480375283392,26.01494608927661
47,72.18977649228347,58.784290878631246,39.51971033142811,31.43072691684384,27.922480375283392,26.01494608927661
48,72.44521991592106,59.387895300664916,40.79256663597,32.444338793932566,29.01737538449477,26.01494608927661
49,72.68547537681894,59.987791365953186,40.79256663597,32.444338793932566,29.01737538449477,26.01494608927661
50,72.90860150699618,60.55062817504696,41.90715162485084,32.444338793932566,29.01737538449477,27.29905805260926
51,73.1195282200009,61.11967785014539,41.90715162485084,33.475773670601725,29.01737538449477,27.29905805260926
52,73.31509444364532,61.67566476816501,42.99923726947004,33.475773670601725,30.111296249289076,27.29905805260926
53,73.52501484784487,62.198451500023204,42.99923726947004,33.475773670601725,30.111296249289076,27.29905805260926
54,73.70925914744927,62.70713543827946,44.03144840050353,34.571977452111824,30.111296249289076,27.29905805260926
55,73.90736323966536,63.18932708339188,44.03144840050353,34.571977452111824,30.111296249289076,28.46085257764235
56,74.06858872894455,63.662608013004125,45.03221070671335,34.571977452111824,31.15086939452711,28.46085257764235
57,74.23221627624923,64.13068874678339,45.03221070671335,35.80702270006008,31.15086939452711,28.46085257764235
58,74.38838158415449,64.58196534635354,46.08319368690554,35.80702270006008,31.15086939452711,28.46085257764235
59,74.54297047922032,65.02396870658765,46.08319368690554,35.80702270006008,31.15086939452711,28.46085257764235
60,74.68057789298746,65.44509726308935,47.16587865406997,37.12350523006767,32.20943828608542,29.594544293712264
61,74.81279355020791,65.89305482562304,47.16587865406997,37.12350523006767,32.20943828608542,29.594544293712264
62,74.92128201063927,66.29593426262936,48.255041309974345,37.12350523006767,32.20943828608542,29.594544293712264
63,75.05765369584458,66.68032176225253,48.255041309974345,38.46659381590826,32.20943828608542,29.594544293712264
64,75.17159660428335,67.1000831883518,49.333493775504,38.46659381590826,33.24621968411993,29.594544293712264
65,75.27406244301933,67.56110401156104,49.333493775504,38.46659381590826,33.24621968411993,30.656367944150677
66,75.38828789764196,67.98489529048165,50.336514864193674,39.713121846845716,33.24621968411993,30.656367944150677
67,75.47201916133506,68.4303117153141,50.336514864193674,39.713121846845716,33.24621968411993,30.656367944150677
68,75.59180240440519,68.86200955245096,51.35800820337268,39.713121846845716,34.376379034321005,30.656367944150677
69,75.68775514981122,69.32247606527764,51.35800820337268,40.94634727875788,34.376379034321005,30.656367944150677
70,75.77658537107618,69.74844788395427,52.329142979653426,40.94634727875788,34.376379034321005,31.660514597028644
71,75.85738161917688,70.19643184255602,52.329142979653426,40.94634727875788,34.376379034321005,31.660514597028644
72,75.92743450261553,70.62004765895871,53.22251834421177,42.14426793232028,35.53147632079604,31.660514597028644
73,76.0073489109986,71.00723437178642,53.22251834421177,42.14426793232028,35.53147632079604,31.660514597028644
74,76.09412723957628,71.38922595093192,54.071392380722806,42.14426793232028,35.53147632079604,31.660514597028644
75,76.15367250155634,71.75876773765326,54.071392380722806,43.302258977159035,35.53147632079604,32.63057645287809
76,76.22964747051034,72.09581782413416,54.90023973651987,43.302258977159035,36.74087291058696,32.63057645287809
77,76.31502068006851,72.42096716035427,54.90023973651987,43.302258977159035,36.74087291058696,32.63057645287809
78,76.37906607027428,72.72370997008477,55.71386358241354,44.40342313173191,36.74087291058696,32.63057645287809
79,76.46141550233041,73.00773728214816,55.71386358241354,44.40342313173191,36.74087291058696,32.63057645287809
80,76.52520464064409,73.25350922355764,56.49047157281704,44.40342313173191,38.1013321341918,33.68967248554523
81,76.61085664885383,73.47645685003998,56.49047157281704,45.45683614204276,38.1013321341918,33.68967248554523
82,76.70133425741545,73.70220570028624,57.21991747036967,45.45683614204276,38.1013321341918,33.68967248554523
83,76.77593939646003,73.92978116364807,57.21991747036967,45.45683614204276,38.1013321341918,33.68967248554523
84,76.86474652520941,74.12422657332385,57.914665071680126,46.57503944590871,39.436952973594764,33.68967248554523
85,76.96759610191025,74.31436033317756,57.914665071680126,46.57503944590871,39.436952973594764,34.791265437884825
86,77.05686941968581,74.51013177597159,58.61229873493366,46.57503944590871,39.436952973594764,34.791265437884825
87,77.15914634568101,74.69314840789399,58.61229873493366,47.57899023300416,39.436952973594764,34.791265437884825
88,77.2503096606386,74.84132366206488,59.28069019919311,47.57899023300416,40.76334242805076,34.791265437884825
89,77.35466564803426,75.00602435093523,59.28069019919311,47.57899023300416,40.76334242805076,34.791265437884825
90,77.45401755059657,75.14604539001861,59.911425633647205,48.61238350204983,40.76334242805076,36.084112160834046
91,77.58905201787836,75.29454130011436,59.911425633647205,48.61238350204983,40.76334242805076,36.084112160834046
92,77.71924453964012,75.44848353017758,60.577417135656816,48.61238350204983,41.996943878439794,36.084112160834046
93,77.84510458319437,75.59493477991057,60.577417135656816,49.625742273788944,41.996943878439794,36.084112160834046
94,77.97200229816504,75.73575521403028,61.200468529815915,49.625742273788944,41.996943878439794,36.084112160834046
95,78.12703597719909,75.8641025009481,61.200468529815915,49.625742273788944,41.996943878439794,37.49503176125708
96,78.29113192448753,75.97117402896639,61.78836157022443,50.678078434246835,43.154561009625944,37.49503176125708
97,78.41446605677815,76.08423289887489,61.78836157022443,50.678078434246835,43.154561009625944,37.49503176125708
98,78.59258582067642,76.2145813825574,62.37136363607591,50.678078434246835,43.154561009625944,37.49503176125708
99,78.75764795183002,76.33031736077203,62.37136363607591,51.7100385615744,43.154561009625944,37.49503176125708
