Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,34.898640330031284,35.487521102316684,35.3722573023873,35.24361880260369
1,36.59362458463103,37.157156767786034,37.12336540481673,37.3660892709875
2,38.066159105022635,38.23846574639985,38.31908415161317,38.62909453066899
3,38.782506908114065,38.91988699198572,39.06871248213046,39.13910114320678
4,42.186640210620894,40.94664382995124,40.7359202932587,39.575439782930644
5,43.44183220482402,41.13664714313286,42.21871303808209,40.56978931224872
6,46.69828873621668,43.302834864066504,44.05784568219992,41.8395721524126
7,47.727540733950676,43.56475327371665,45.335048348824486,43.54678039541149
8,50.99251787450768,45.48650717596276,47.52426463450443,45.476838408385404
9,52.511402217799954,45.91435459133887,48.926399186571764,47.47153754489583
10,55.229007222747065,48.22564612558696,51.18923316902516,49.091931437909324
11,56.65832373144636,48.71418431584156,52.66396373360065,50.810785018358914
12,59.81047797310781,50.96293460966053,54.811539650224006,52.315916078817246
13,60.80039765295252,51.40645652235889,56.46172731827927,54.09645337782426
14,63.21203814984824,53.59767581519941,58.30803211103355,55.48527264037181
15,64.08573797192831,53.9409332800593,59.53044977542364,56.74599773310705
16,66.19990914762099,56.26063970808038,61.592624033348066,58.073025044538596
17,67.06502418215149,56.86671420812199,63.058690652024666,59.18823445290856
18,68.96674407696469,58.716122559308936,65.06758278857421,60.20995721828136
19,69.60676805328235,58.94179417027722,66.40266984856625,61.17214606878652
20,71.29718013210609,60.748004720577434,68.18699653549444,61.980888232862895
21,71.986256154071,61.19160029806948,69.16187842048184,62.839380712151694
22,73.30141530977211,63.293347597231964,70.65564132184122,63.694236962658366
23,73.85048517481786,63.69074986173244,71.5620936925892,64.45490282473641
24,75.15764592328959,65.5301671276032,72.9386069894751,65.14133198518633
25,75.78988816181545,65.91331713816139,73.82855350049887,65.92488161516832
26,76.92423429004903,67.85476882224515,74.99468037805497,66.7409261273861
27,77.35750735173606,68.11248244793228,75.85102422404579,67.45877048942336
