Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,71.15029616345888,69.97609307559627
1,77.53318004448697,75.89186126729864
2,79.97150167296851,79.41706939083915
3,81.73222492772408,81.86501622548927
4,83.55870297000372,83.67237018828513
5,85.15907309002645,85.23507151966433
6,86.7574380483766,86.76192344096958
7,87.94397045428427,87.74596447935016
8,89.08286473374598,88.82831716909836
9,90.04887411268872,89.51383638061772
10,91.01877531940004,90.02369777382295
11,91.60170185971664,90.45409084764668
12,92.20395034073266,90.97710064509249
13,92.78949381297933,91.4560375267907
14,93.40248036657731,91.82945575301933
15,93.79247359557893,92.12312161506976
16,94.24178749886123,92.3840588938044
17,94.57312536987453,92.64043061718883
18,94.90139370988484,92.87464690646229
19,95.16114550595438,93.06967134499715
20,95.45218067388458,93.23218286107654
21,95.64379037867525,93.38447366550737
22,95.86850705426849,93.50989321224483
23,96.04108037783186,93.65276866356662
24,96.21328132304903,93.7498819848483
25,96.37057383542935,93.90700515666931
26,96.5057944211383,93.99118560755402
27,96.6029307043441,94.07944795047462
28,96.72430539981006,94.1628393194424
29,96.80729372637387,94.2598568174269
30,96.88528370185058,94.32029209352449
31,96.97303262654057,94.38990278590904
32,97.05809851123759,94.45115467524782
33,97.11638770595302,94.50023367232814
34,97.20465275635124,94.56318000037729
35,97.27207064068013,94.63328134026315
36,97.33793296962862,94.69108048876916
37,97.38378010975411,94.72764556194367
38,97.44553042985224,94.77810845766093
39,97.47996202673565,94.8338269545522
40,97.52526819959128,94.8984238161037
41,97.55796263265043,94.93665955777891
42,97.59992062572216,94.9801411142496
43,97.63418697572436,95.00834638802863
44,97.66676522744268,95.0384152696387
45,97.69091551371618,95.06823286061847
46,97.72200955267469,95.10185607093229
47,97.7678703635151,95.12656330520258
48,97.80641693398827,95.14578296917892
49,97.83081719637039,95.18264247556394
50,97.86320680947351,95.20389923991495
51,97.88559076838648,95.22028574539512
52,97.90835131964035,95.23686091868055
53,97.92654237830742,95.26381452325694
54,97.95319463629315,95.29852602347482
55,97.97163262995436,95.31330188663233
56,97.9984620107971,95.34458858326961
57,98.01353295692486,95.37075010010999
58,98.02740206026462,95.42913082419057
59,98.03996450671052,95.4538655131686
60,98.05211815703407,95.48904331801612
61,98.06620646651568,95.51494063608821
62,98.0902755497629,95.54157257823236
63,98.10084176022265,95.55532329911527
64,98.11232758195254,95.57415455977925
65,98.12541144228365,95.58447351968294
66,98.13766887513522,95.6180145782844
67,98.14646803067858,95.62913847013397
68,98.15783814191921,95.64456656106006
69,98.16793877900375,95.6534671985775
70,98.17510383150407,95.660331130112
71,98.18187941017457,95.66843386644108
72,98.18865104460717,95.67849169524385
73,98.19552953658032,95.68866602536227
74,98.20661297836887,95.69614694460647
75,98.21498880618786,95.70285735294087
76,98.22062142010127,95.71159313699685
77,98.2267270859604,95.71733397703845
78,98.23432297009121,95.72235965416141
79,98.24243070433955,95.72795745946678
80,98.24722130932653,95.73285861562218
81,98.2581954087109,95.73523228183691
82,98.26309934217488,95.73838281279257
83,98.27346859528463,95.74212350298623
84,98.28004339026933,95.7448697516345
85,98.2855474331161,95.74739159840422
86,98.29186828540026,95.75401215744985
87,98.29720229860929,95.75671770439946
88,98.302067919912,95.76276042461694
89,98.30574274972344,95.76585932678844
90,98.30917656859488,95.7677349437941
91,98.31383884090052,95.76987477096553
