Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,1.4817186217993235,1.9716379227273362,1.528037433538797,4.4630905389906435,1.9320541167866598,2.0213739014504215,1.53444935892148
1,1.4817186217993235,1.9716379227273362,1.528037433538797,4.4630905389906435,1.9320541167866598,2.0213739014504215,1.53444935892148
2,1.4817186217993235,3.0350913107566466,2.635416763138556,4.4630905389906435,2.8409627759798712,2.683093058734914,2.3065959570042414
3,1.4817186217993235,3.0350913107566466,2.635416763138556,4.4630905389906435,2.8409627759798712,2.683093058734914,2.3065959570042414
4,2.7725702760685107,5.161819153800726,3.9751902711006077,4.4630905389906435,4.852568559761537,4.621011339947507,6.110535381743622
5,2.7725702760685107,5.161819153800726,3.9751902711006077,4.53971706179379,4.852568559761537,4.621011339947507,6.110535381743622
6,4.720176693776837,8.204897562328554,6.333599364095225,3.9756298728080584,7.393793527150065,8.319216977783126,11.672398553794261
7,4.720176693776837,8.204897562328554,6.333599364095225,4.479155328355233,7.393793527150065,8.319216977783126,11.672398553794261
8,8.210556625548667,12.502910525956423,9.402135637327627,5.3289768097061145,10.624016498397399,13.578340221676266,18.08638763896692
9,8.210556625548667,12.502910525956423,9.402135637327627,5.91533097647825,10.624016498397399,13.578340221676266,18.08638763896692
10,12.157561250089723,18.06683110767441,13.909990236872321,7.197737031612675,15.21130001657151,19.433923020023318,26.1974832998941
11,12.157561250089723,18.06683110767441,13.909990236872321,8.789593574330961,15.21130001657151,19.433923020023318,26.1974832998941
12,16.310206650536752,23.162110676924197,18.674480071043035,10.904794772896686,20.350710453098355,25.80562449382994,34.29767575482677
13,16.310206650536752,23.162110676924197,18.674480071043035,13.646365356408719,20.350710453098355,25.80562449382994,34.29767575482677
14,21.817405887343938,28.46071752950776,24.228421964508698,16.212548904330003,25.467122094120466,32.02742272531304,41.70663516558717
15,21.817405887343938,28.46071752950776,24.228421964508698,18.85372162350438,25.467122094120466,32.02742272531304,41.70663516558717
16,27.98102448029397,33.63279098688993,29.63598777320119,21.965294532369757,30.96814382648059,39.45476895682023,48.379002750100945
17,27.98102448029397,33.63279098688993,29.63598777320119,25.481528091720136,30.96814382648059,39.45476895682023,48.379002750100945
18,33.86041637728395,38.844128961627455,35.13861895586611,29.377341042780085,36.10955254880881,45.75268764782121,54.224627249432814
19,33.86041637728395,38.844128961627455,35.13861895586611,32.92248180793381,36.10955254880881,45.75268764782121,54.224627249432814
20,39.47916606583032,43.625063491157505,40.185402111370585,36.16248855787459,41.05656334726705,51.685627008056166,59.34417762511235
21,39.47916606583032,43.625063491157505,40.185402111370585,39.545053500692944,41.05656334726705,51.685627008056166,59.34417762511235
22,44.81536010310578,47.89197702899733,45.48542883667201,42.81471345725726,46.3859631682856,56.578357291742954,63.0510358447985
23,44.81536010310578,47.89197702899733,45.48542883667201,45.71451562701451,46.3859631682856,56.578357291742954,63.0510358447985
24,49.98297732224959,51.95085207826256,50.330293231397185,48.70150285905003,51.08433455552676,60.90010497147355,66.1509017297019
25,49.98297732224959,51.95085207826256,50.330293231397185,51.51727766278934,51.08433455552676,60.90010497147355,66.1509017297019
26,54.082201348483686,55.990825928226506,54.545127762478515,53.87836259844033,55.490089374683635,64.4571891662829,68.69612117420809
27,54.082201348483686,55.990825928226506,54.545127762478515,56.26232999579256,55.490089374683635,64.4571891662829,68.69612117420809
28,57.88074544913482,59.33964244833953,58.61748082641191,58.62619777274083,59.10869987717082,67.36824005753644,70.93959852125376
29,57.88074544913482,59.33964244833953,58.61748082641191,60.60075955123598,59.10869987717082,67.36824005753644,70.93959852125376
30,61.395553857597676,62.51435761428288,62.190802256538134,62.499430243778164,62.38725314169948,69.83889032449524,72.6687252047678
31,61.395553857597676,62.51435761428288,62.190802256538134,64.2821219862069,62.38725314169948,69.83889032449524,72.6687252047678
32,64.72889158684107,65.46805130175098,65.50337296835706,65.8911334149652,65.36143379757867,71.98827258996943,74.24040040539775
33,64.72889158684107,65.46805130175098,65.50337296835706,67.38186837752315,65.36143379757867,71.98827258996943,74.24040040539775
34,67.42577407595245,67.66963197274248,68.57137454759302,68.77331393392882,67.85299940804737,73.76878670400133,75.60685454434233
35,67.42577407595245,67.66963197274248,68.57137454759302,70.13673384131762,67.85299940804737,73.76878670400133,75.60685454434233
36,69.75320026057908,69.44175920205802,70.9967267603055,71.46474028416297,69.99814149024029,75.20539006414312,76.74837691266038
37,69.75320026057908,69.44175920205802,70.9967267603055,72.68838895931331,69.99814149024029,75.20539006414312,76.74837691266038
