Comparison stage no.,data//output//runtimePerformance//GDE3//SolutionSetSize50//,data//output//runtimePerformance//GDE3//SolutionSetSize100//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize300//,data//output//runtimePerformance//GDE3//SolutionSetSize400//,data//output//runtimePerformance//GDE3//SolutionSetSize500//
0,0.012704833321067041,0.06177526455891169,0.0,0.07551686683415441,0.046887793956938595,0.030392544647934724
1,0.015442340835229102,0.06177526455891169,0.0,0.07551686683415441,0.046887793956938595,0.030392544647934724
2,0.1386045419038977,0.0651003213481791,0.0,0.07551686683415441,0.046887793956938595,0.030392544647934724
3,0.3871889269000732,0.08461969935136124,0.0,0.07645529255402336,0.046887793956938595,0.030392544647934724
4,0.8906497239147804,0.10469928906419634,0.011547033751961092,0.07645529255402336,0.06437085124063995,0.030392544647934724
5,1.869857286533001,0.27512062919761154,0.011547033751961092,0.07645529255402336,0.06437085124063995,0.030392544647934734
6,4.269774544349547,0.374691306284964,0.041606132686816316,0.11517804867975079,0.06437085124063995,0.030392544647934734
7,8.059319072044989,0.6542966671109545,0.041606132686816316,0.11517804867975079,0.06437085124063995,0.030392544647934734
8,12.84891811782352,1.2371225060215365,0.05459528399176188,0.11517804867975079,0.11004954304440269,0.030392544647934734
9,19.273591906573085,1.7242474795969673,0.05459528399176188,0.14292350173180937,0.11004954304440269,0.030392544647934734
10,26.64247989950681,2.7872562410337154,0.17289944768845777,0.14292350173180937,0.11004954304440269,0.22680915823210637
11,33.49040667194,4.568151824224406,0.17289944768845777,0.14292350173180937,0.11004954304440269,0.22680915823210637
12,39.72277209629234,6.316228178796527,0.38271531859154156,0.36164086330760725,0.2563569344234075,0.22680915823210637
13,46.56982346353652,8.729844615681046,0.38271531859154156,0.36164086330760725,0.2563569344234075,0.22680915823210637
14,53.03972523050462,12.347903834668166,0.7060565729530107,0.36164086330760725,0.2563569344234075,0.22680915823210637
15,58.03351940385397,16.606862132838945,0.7060565729530107,0.6353255164165046,0.2563569344234075,0.30114046644249326
16,61.778964272966974,20.887618130232454,1.3470548330885421,0.6353255164165046,0.42067608352811414,0.30114046644249326
17,64.78730513845777,24.973150713078777,1.3470548330885421,0.6353255164165046,0.42067608352811414,0.30114046644249326
18,67.26208603361167,29.601051970929838,2.648802951790369,0.8134494368245099,0.42067608352811414,0.30114046644249326
