Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,41.794797750977274,41.47480888191243,41.83656999996635,41.74153230538645
1,43.1705433429432,42.98369628050505,42.93489052452,43.185740041081566
2,44.08650101545738,43.83378011073562,43.766587252734276,44.18040493962571
3,44.83782067862287,44.43364832917436,44.29767841546428,44.73201418240318
4,46.45590306609547,45.74362419718172,45.25382472334846,45.24898222488354
5,47.440895129897754,46.282013118433,46.137499422306654,46.07266085335915
6,49.353038675730176,47.353560550106955,47.39751557607759,47.227851152118525
7,50.12462414655072,47.62328161226924,48.294271624939235,48.49853454011263
8,51.74393534163031,48.67532724155665,49.925463351976454,49.94668533449552
9,52.782147265721015,49.20710118636666,51.00738138296204,51.54033090620729
10,54.672202907194226,50.656820900356166,52.32038432090545,52.940056045904626
11,55.37399469042187,51.15549609344598,53.425581214401966,54.43656181667823
12,57.086028105720374,52.295716172446696,54.94537740436456,56.24084326687458
13,57.77453786632155,52.62728864749269,55.992596818947405,57.82734388408796
14,59.8026712338358,54.043557710191024,57.52107620276617,59.31282386501762
15,60.53303260634449,54.28690545126603,58.56864895864287,60.61189702814678
16,61.80052070864529,55.81481721071121,60.33587754286525,62.210158306382034
17,62.34764889640645,56.16762527960707,61.40689376144598,63.41803872643712
18,63.59532205173426,57.72054197400273,63.039798054188225,64.90214660566438
19,64.46248599017838,58.335698410785994,64.00987953111203,66.32510180158002
20,65.57178686482557,59.84757111743658,65.42554479479494,67.4853159839045
21,66.19738499980534,60.3622656041717,66.15745015471599,69.01751510309386
22,67.31871621423313,61.669699689719224,67.43132829085924,70.06710669708218
23,67.8471337077608,61.97615914507556,68.30382994190379,71.19414707163304
24,68.92383782634646,63.09534119207646,69.42648355134081,72.29728660153316
25,69.53472909222727,63.51809722055201,70.34815820108726,73.41596091906547
26,70.29180684146877,64.89185347300042,71.52801704782908,74.31789567167131
27,70.94089388087555,65.28206093097009,72.08607634771319,75.21901786384734
28,71.52983089362401,66.01546458923848,73.06249916361749,75.95396575782483
29,71.94796655245476,66.51847185047902,73.74358752630964,76.70522873928023
30,72.5566128196858,67.49703663899594,74.58978047607808,77.52869485657064
31,72.959444343246,68.06180866357741,75.03418577680715,78.37411068446241
32,73.53901240449764,68.65381758195689,75.79039247282078,79.14385684509666
33,73.99839430023673,68.89760628091977,76.5113525323745,79.77944718017295
34,74.5463208001449,69.65783610436897,77.2182738990082,80.37667009682562
35,74.8603266265436,69.98655103034395,77.90606615880615,80.9357053651242
36,75.24415318396281,70.67284011724661,78.5980907236639,81.40033061351082
37,75.55894091053655,70.89956362343874,78.97001330416211,81.93700850487578
38,75.95133470240626,71.51172905732214,79.57488173911577,82.520839773736
39,76.34154373475312,71.71636528640946,79.95146530593702,82.92014163156747
40,76.63996496535869,72.5044973140521,80.50187580362972,83.34586160522245
