Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.004814366136086612,0.0,0.0
14,0.0,0.0,0.0023409726049967747,0.0,0.004814366136086612,0.0,0.0
15,0.0015077805177541935,0.0,0.004663971794345131,0.0,0.004814366136086612,0.0,0.0
16,0.004284819173440458,0.0,0.09467507680779277,0.0,0.009526696279770262,0.0,0.0
17,0.004284819173440458,0.0,0.14089733939510785,0.0,0.013443219011345946,0.0031498554677215854,0.0072866129691494435
18,0.022465389557974735,0.0,0.21013224945929015,0.01145567501292715,0.06878261095589283,0.0031498554677215854,0.0072866129691494435
19,0.10167537594402193,8.467565586138403E-4,0.23152891312110863,0.019873214759453296,0.11578267097764802,0.027162748135358017,0.0072866129691494435
20,0.16819555707928563,0.012509348319815436,0.24586388153220248,0.04713964808561201,0.14439993172427845,0.04951546120961473,0.0072866129691494435
21,0.23013130151104513,0.018527706712327965,0.3841730994816842,0.08771597151828606,0.22314352789933178,0.10996109102810656,0.0072866129691494435
