Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,29.842341748163953,29.707044065316147
1,30.10457162847414,30.022914716514503
2,30.24661082598653,30.14200381778985
3,30.328568131342728,30.215037983462206
4,30.52778423866604,30.288277037086818
5,30.67085459322699,30.39038383871184
6,30.898287231902817,30.56206816021969
7,31.020834734514935,30.729552620606785
8,31.235110751344884,30.95697452811987
9,31.38542008963875,31.16019005964386
10,31.552509133793404,31.361301181715838
11,31.692725843149034,31.53204927264916
12,31.83792919854192,31.771273389677596
13,31.937282710453278,31.992456858040498
14,32.15467027779646,32.15079546837436
15,32.28472938328726,32.35390827265551
16,32.43496485111504,32.533312651380236
17,32.54305358811168,32.69948905372814
18,32.732733693296986,32.87966506521684
19,32.86573211614408,33.056599220087115
20,33.04757267598509,33.301341520851985
21,33.21401711924967,33.44172264108862
22,33.469689178954624,33.577830673038605
23,33.59762689890979,33.71818306090569
24,33.827430569019704,33.91197496890111
25,33.96555168511241,34.06049985860099
26,34.19966211859057,34.225904086016556
27,34.34751889062355,34.41865918968035
28,34.56334211539359,34.556591634855096
29,34.786451000052345,34.79960645778176
30,34.987517087758114,34.971491027238386
31,35.15925885838338,35.14444651500511
32,35.45931437300042,35.33315661983731
33,35.665279180487616,35.474376791194906
34,35.99349619874258,35.67345220077508
35,36.18907145682031,35.84659279548083
36,36.50875343228867,36.05454453257046
37,36.71463005362846,36.25776192386327
38,36.94262472512494,36.427773744382655
39,37.19492023404869,36.67088593166436
40,37.43472252465472,36.866389791786304
41,37.754512283633304,37.08067447080985
42,38.15772967488529,37.38500507100808
43,38.48275609590997,37.654600592751784
44,38.80594802831675,37.8910641445926
45,39.044677014042556,38.13360763424098
46,39.31832352128733,38.34194867818944
47,39.49560242934703,38.617493132770804
48,39.815293423199165,38.90093225166604
49,40.06411358397144,39.214163807753785
50,40.380574898628105,39.49210984908018
51,40.67802792033979,39.79846367049387
52,41.00710024251314,40.09129339097273
53,41.318244201187376,40.389676333676924
54,41.68269811393247,40.69835635933569
55,41.904148917418404,41.03125508338451
56,42.150055465851445,41.317333323559076
57,42.447426440722204,41.7325535417597
58,42.72219008668098,42.007962049822986
59,42.97012711035725,42.3404014986845
60,43.319829460860554,42.64344996680502
61,43.58193970219876,43.03609352705521
62,43.78165218612212,43.34949824551865
63,44.035076598176296,43.658630828658225
64,44.300632222072615,44.05077364174675
65,44.52210142538527,44.40916476964136
66,44.78411539369883,44.797396561517445
67,45.095290967911744,45.12945478347281
68,45.39639328486881,45.40538233261716
69,45.60846993873072,45.84882694957072
70,45.89374894893912,46.20857034365833
71,46.13044946733107,46.624754157144146
72,46.36790129914465,47.01960793136817
73,46.52994328239064,47.42486735575431
74,46.82179401214946,47.78331736377332
75,47.017594814235544,48.159733634602055
76,47.3014742414449,48.534114011368864
77,47.49329287895096,48.90919652660509
78,47.81355797820019,49.33896518052355
79,48.00670273893886,49.682613244983266
80,48.23926433504678,50.09064653897103
81,48.446212956566015,50.45218362920513
82,48.653143102312995,50.86857688337748
83,48.8411849712065,51.15061609723909
84,49.113456633371776,51.42131477472365
85,49.408216711745034,51.80569741032183
86,49.71434085900867,52.21964958754748
87,49.946830165667365,52.54508022357416
88,50.188640810945486,52.97911456932503
89,50.38697576588497,53.27049659621315
90,50.62830721957701,53.58406688634803
91,50.824769039983344,54.06363488277947
92,51.07700764325269,54.435966658661606
93,51.227069671555505,54.82559069172785
94,51.507827323943815,55.20214740214237
95,51.60953428016117,55.56220200186176
96,51.783147590956055,55.8497042989365
97,51.882674165063534,56.18264425974083
98,52.053574700146335,56.45181732469812
99,52.21116031339338,56.78138655114204
100,52.4339518165726,57.08269067720627
101,52.56546568973334,57.38240503689603
102,52.738207141569795,57.67108271111145
103,52.911718771967344,58.00838232162297
104,53.104212243165186,58.31205952676191
105,53.22136396408792,58.55837410151003
106,53.43052827991438,58.875541197718086
107,53.55174301555618,59.13515712774886
108,53.67792233435539,59.4032445828909
109,53.808881961297786,59.739805182055036
110,54.00998424243697,59.9708432657214
111,54.174846394257095,60.20642366412516
112,54.29006370410192,60.432478218058584
113,54.41550579121325,60.66270010131129
114,54.655529763245845,60.92852832391918
115,54.761156969361934,61.183383499225506
116,54.9362810989314,61.402485942422615
117,55.07778224834596,61.720501134014405
118,55.244446366488596,61.943213211380986
119,55.39620270208716,62.21317572777194
120,55.61074840931565,62.42793168971082
121,55.77120859438961,62.623121866356776
122,55.98074009709225,62.86093634212623
123,56.08405061285618,63.06408902148908
124,56.21983751337668,63.302843275026454
125,56.408909967752344,63.53294362213377
126,56.53274219291702,63.73665805591312
127,56.64140973621179,63.96384395903143
128,56.82588745030114,64.15667676496724
129,56.939299805135434,64.3886003992978
130,57.07615298424143,64.60251918050196
131,57.215599760097334,64.74841721141
132,57.37281797027983,65.00818340873066
133,57.47067540606787,65.2089643256098
134,57.607596276848774,65.3732612102392
135,57.73638955633076,65.57187731685389
136,57.89571828385567,65.73567735921495
137,57.99697138542486,65.9237547959733
138,58.09196431816305,66.1101931719659
139,58.24373777528453,66.28244308392827
140,58.31880437120377,66.40325849058289
141,58.43809905849029,66.58688842773083
142,58.56137594783545,66.75541337784223
143,58.675134398401,66.94162621415332
144,58.81455511972406,67.08171209508725
145,58.9330461401748,67.22889005109234
146,59.04162675417219,67.39203870720526
147,59.1583896056188,67.55509420774366
148,59.33047920424398,67.6619992936281
149,59.43002801206042,67.82853999778187
150,59.542576591292814,67.97367293369727
151,59.660653232415115,68.19535656323619
152,59.83256300096574,68.3756051409511
153,59.94172863081414,68.52748156648038
154,60.09879775995525,68.65377129962667
155,60.20549077996338,68.79574662931037
156,60.31666509257473,68.91713649099181
157,60.392275461778944,69.09993390818772
158,60.45921328050849,69.20489506589493
159,60.543884111532755,69.32491169919038
160,60.67316346203282,69.4539364617816
161,60.773105043548384,69.5704917295495
162,60.87368904030198,69.69195721027751
163,60.97198672710648,69.78360953936777
164,61.0793221721387,69.93595893964533
165,61.1689392453779,70.05647790769984
166,61.27135456354543,70.13655768595365
167,61.381479718973644,70.24249502930411
168,61.56378389384006,70.3652095594781
169,61.688060525378944,70.47987401878548
170,61.7917406524461,70.57577206179299
171,61.85815031473357,70.67738681968987
172,61.93921339585934,70.77029535451315
173,62.017283406603994,70.84155071477231
174,62.083733568879886,70.9402471389416
175,62.18271830536677,71.06386300215186
176,62.257305426742604,71.12502175592701
177,62.33722331312252,71.23729107444426
178,62.46530475550627,71.30652754771418
179,62.575513868334845,71.38369090017896
180,62.6363115857496,71.50499223566145
181,62.69894983143157,71.58510502984112
182,62.81311234684107,71.66119480492065
183,62.90677222953099,71.74020025530496
184,62.99900275198682,71.79091428627703
185,63.07524764309371,71.85452730568312
186,63.11248092722046,71.95926058606064
187,63.208793573349695,72.03595530805471
188,63.288511173468144,72.11170051414084
189,63.41034674740077,72.22334980898104
190,63.492988896692495,72.30806750049791
191,63.6014076562726,72.37130605305735
192,63.72023180622841,72.43237304471344
193,63.84134244110302,72.53281199076608
194,63.917004001314346,72.60746776835879
195,63.99255000812762,72.67586953293755
196,64.04157537348758,72.77074503053018
197,64.07997656802806,72.81397870816899
198,64.18030340455174,72.87710356957736
199,64.28579461619469,72.97691386060197
200,64.33203878012256,73.02358364840629
201,64.43340093124131,73.1210525051238
202,64.56419080042085,73.18449827183197
203,64.67244330090364,73.24727083581064
204,64.73318536913213,73.30045426022221
205,64.77687131380317,73.35863670664851
206,64.84561067474345,73.41110074090703
207,64.93981041069883,73.46710329739305
208,65.00549499744021,73.56215790010906
209,65.14804259605145,73.60491146697598
210,65.21277953676453,73.63767058184949
211,65.24262936507023,73.6981168271288
212,65.29456651492622,73.7573738292859
213,65.35506783504805,73.8136986518002
214,65.39095997137393,73.8688364120291
215,65.43557819961411,73.90718537044638
216,65.50771813371381,73.94352310477075
217,65.5604701280479,73.97271666499715
218,65.65740633673558,74.03046307979933
219,65.71656633472446,74.0846316486285
220,65.7848734314227,74.11155433822478
221,65.84992036225144,74.13487932957611
222,65.91107966739321,74.18190252113928
223,65.98121184439995,74.22048383891115
224,66.04375519689147,74.24114025284305
225,66.11078236811319,74.2810799246984
226,66.20066100406962,74.33700420043657
227,66.28025308373756,74.36612103526288
228,66.35175603158596,74.41179581752847
229,66.40051236801014,74.45991675182692
230,66.45081155959915,74.49854337161237
231,66.49558889854971,74.52041025933269
232,66.56610700068322,74.57061643666843
233,66.61279408719952,74.59205254906259
234,66.66579614632937,74.64408763235625
235,66.75211788545694,74.67175287529018
236,66.82766542524395,74.70138428725394
237,66.87557040979074,74.73730130362975
238,66.91945376744519,74.75526167253257
239,66.96702351224438,74.82089100290179
240,67.04619754966161,74.84981083213914
241,67.10999587664394,74.87482723991025
242,67.15160686089676,74.92493825949092
243,67.23134568988492,74.95691770812982
244,67.28738073020035,74.99558840368559
245,67.32394870805646,75.01300202319806
246,67.38167710175776,75.04896494451252
247,67.42130649470764,75.07887549910231
248,67.4731507874632,75.10545074586817
249,67.54059150905395,75.16329428786504
250,67.60176990401749,75.18477176636148
251,67.65840791717896,75.19870923239168
252,67.72331212156757,75.22369311712355
253,67.76935556296894,75.24786303488003
254,67.82503362006688,75.28792730110274
255,67.87104635207827,75.3266507136241
256,67.92964014613062,75.35468079334636
257,68.00757552747594,75.39727706299769
258,68.09686684933469,75.4265245424766
259,68.15149032159998,75.45571716355263
260,68.23601889876582,75.4737620139351
261,68.3086841982553,75.49547891254305
262,68.37204859848589,75.52326152676999
263,68.4539638695985,75.55666326791138
264,68.52533500574484,75.5740109839882
265,68.5548415580583,75.61065510354155
266,68.58290561803226,75.64621588823697
267,68.61976097590392,75.66777668930158
268,68.6779023236785,75.68200110621582
269,68.69662614847006,75.69620723796692
270,68.73685661557427,75.71854994327224
271,68.77379610258384,75.7340781850408
272,68.83265091369466,75.76776639491528
273,68.85671379464355,75.79375681616176
274,68.887603828891,75.80865480532754
275,68.93931686304181,75.82893476023311
276,68.9962954987885,75.85988085015192
277,69.0626717332794,75.902050544827
278,69.11948161832682,75.91583018625491
279,69.1774809096995,75.93545357122352
280,69.2309633619717,75.94926719952812
281,69.27579624177685,75.97956952413323
282,69.33582933655246,76.00624923980497
283,69.3997071342441,76.01890228308561
284,69.47194483070597,76.04799478209353
285,69.52961962921657,76.09503750765427
286,69.55231666606369,76.11558661561922
287,69.58723839837597,76.13559114887245
288,69.6498091218873,76.16729815802066
289,69.68435297927637,76.19689150717228
290,69.72929446225777,76.20803777459307
291,69.77193402173422,76.2372860709287
292,69.80224890858513,76.25245962055892
293,69.85555176030225,76.2636687321326
294,69.9040640482699,76.28763559180705
295,69.94533245903713,76.30140638665375
296,69.99990006300415,76.31205216350604
297,70.0459396580841,76.32594120939686
298,70.08908903169429,76.34957636370982
299,70.13830219215788,76.35996384008929
300,70.18541091416981,76.37253398354179
301,70.21544937583413,76.38675482348009
302,70.27220858376333,76.39547038040304
303,70.32042598400302,76.41382683572328
304,70.37649388215114,76.43030723428595
305,70.40922427756071,76.43779426580448
306,70.42872090705026,76.44379774678085
307,70.47784711089717,76.45193970299853
308,70.52703417572125,76.47014528473474
309,70.58114883846555,76.47612463112314
310,70.63638301010093,76.48664950687525
311,70.70078563933875,76.49921547489598
312,70.72279377401016,76.51496557285083
313,70.77760591134428,76.52202913807238
314,70.82926281950913,76.5296906022442
315,70.84013851927688,76.54091852853583
316,70.8867051051178,76.55002469040254
317,70.90569305833509,76.56007725745259
318,70.94003775790401,76.57056004386914
319,70.99873147923331,76.58228258448919
320,71.03512098669684,76.59413850506681
321,71.06906605085528,76.60000039487909
322,71.1069663930157,76.60580982547584
323,71.14909789325476,76.6170409048914
