Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,30.609415796046168,30.94903472692713,31.051633169345493,33.983392398910325,31.316948884078027,31.226206755517282,31.48747944278919
1,30.609415796046168,30.94903472692713,31.051633169345493,33.983392398910325,31.316948884078027,31.226206755517282,31.48747944278919
2,30.609415796046168,36.91135622380725,35.62007826089075,33.983392398910325,36.174224960351914,36.04249986969292,36.373285783636426
3,30.609415796046168,36.91135622380725,35.62007826089075,32.00782162982204,36.174224960351914,36.04249986969292,36.373285783636426
4,36.53905092742459,42.21322630941848,39.78874397974653,30.87598680153269,40.732163381975916,42.44552112641988,43.79202700208027
5,36.53905092742459,42.21322630941848,39.78874397974653,30.926117325763368,40.732163381975916,42.44552112641988,43.79202700208027
6,41.57203040214013,47.513539988778966,43.758522826077304,32.88143155766458,44.86771835577004,48.43608998139723,51.02672058418175
7,41.57203040214013,47.513539988778966,43.758522826077304,35.7833373840787,44.86771835577004,48.43608998139723,51.02672058418175
8,45.96762096773569,52.572057329655784,47.58161642842187,38.48376818339619,49.086784406807766,53.60390076417083,56.56220552264606
9,45.96762096773569,52.572057329655784,47.58161642842187,41.451905665546555,49.086784406807766,53.60390076417083,56.56220552264606
10,50.40895980972163,56.95082965235133,50.700554809169205,43.968259183492016,52.58727589603935,58.8141375849377,61.842156376082805
11,50.40895980972163,56.95082965235133,50.700554809169205,47.3199240903557,52.58727589603935,58.8141375849377,61.842156376082805
12,54.688213451543376,61.23660075546225,54.08082962745359,49.96848830839831,56.2217760149839,63.44167159843608,66.35430369391932
13,54.688213451543376,61.23660075546225,54.08082962745359,52.62712010645237,56.2217760149839,63.44167159843608,66.35430369391932
14,58.27735671205873,64.91196890735982,57.12865517337402,55.503147835026354,59.31612751235833,67.30734914243327,70.36058006124435
15,58.27735671205873,64.91196890735982,57.12865517337402,58.10742264299058,59.31612751235833,67.30734914243327,70.36058006124435
16,61.82228991894081,68.23420445328529,60.152194994139684,60.50487558742952,62.20488456226837,70.88155379316535,73.65255008242353
17,61.82228991894081,68.23420445328529,60.152194994139684,62.814866792409354,62.20488456226837,70.88155379316535,73.65255008242353
18,64.81187107462497,70.9871224246667,63.12168027112375,65.07433657275746,64.9750251627282,73.77576765713768,76.52902769546
19,64.81187107462497,70.9871224246667,63.12168027112375,67.0395926091336,64.9750251627282,73.77576765713768,76.52902769546
20,67.55192395718619,73.52299611645768,65.71529564593324,68.9806274793989,67.36658911444877,76.38986534928766,79.09285740472973
21,67.55192395718619,73.52299611645768,65.71529564593324,70.64828014672088,67.36658911444877,76.38986534928766,79.09285740472973
22,70.13075226197546,75.68682787193777,68.15779483179755,72.29190988085455,69.6755357871688,78.66582567027936,81.1326917814386
23,70.13075226197546,75.68682787193777,68.15779483179755,73.81162124113517,69.6755357871688,78.66582567027936,81.1326917814386
24,72.50024363163126,77.65332753375633,70.54686790406146,75.13040241078279,71.90360688298439,80.582363472521,82.91169811350493
25,72.50024363163126,77.65332753375633,70.54686790406146,76.33654719224171,71.90360688298439,80.582363472521,82.91169811350493
26,74.52030316650635,79.3685655580396,72.663594421963,77.56880466928968,74.00883143983606,82.27597546126088,84.42605780873117
27,74.52030316650635,79.3685655580396,72.663594421963,78.55465533665733,74.00883143983606,82.27597546126088,84.42605780873117
28,76.24527301580277,80.82508445120736,74.55609510905389,79.55793804683925,75.90802616965942,83.71080863987865,85.7704765500055
29,76.24527301580277,80.82508445120736,74.55609510905389,80.60972958091126,75.90802616965942,83.71080863987865,85.7704765500055
30,77.72112676922266,82.17389671905528,76.48964139637052,81.55503247401968,77.50645900789833,85.04100221350774,86.9398586696515
31,77.72112676922266,82.17389671905528,76.48964139637052,82.41052832440478,77.50645900789833,85.04100221350774,86.9398586696515
32,79.2195320559415,83.38258731912843,78.2490091009315,83.31069457655371,78.97103137846574,86.20564497653739,87.91257249807732
33,79.2195320559415,83.38258731912843,78.2490091009315,84.16771558756794,78.97103137846574,86.20564497653739,87.91257249807732
34,80.60611010425535,84.43116714723237,79.86358387906971,84.92002980714362,80.33159119740013,87.25346714633814,88.74066078216174
35,80.60611010425535,84.43116714723237,79.86358387906971,85.67563675945526,80.33159119740013,87.25346714633814,88.74066078216174
36,81.80006284160461,85.368521289041,81.34361019286378,86.31685504364641,81.55805494059392,88.25082700075656,89.48904992246672
37,81.80006284160461,85.368521289041,81.34361019286378,86.95386762234504,81.55805494059392,88.25082700075656,89.48904992246672
38,82.89836746682714,86.21686715888477,82.7397909696055,87.56123762261117,82.70617363731026,89.04901813215179,90.18321427014436
39,82.89836746682714,86.21686715888477,82.7397909696055,88.12273536177396,82.70617363731026,89.04901813215179,90.18321427014436
40,83.89256796908052,86.96969364706894,84.02073285886019,88.60033654486564,83.72645544446922,89.82597383117995,90.76729692530024
41,83.89256796908052,86.96969364706894,84.02073285886019,89.05061592674828,83.72645544446922,89.82597383117995,90.76729692530024
42,84.80475267909229,87.70694934927833,85.20991309693734,89.5243801339761,84.79971963157352,90.48479635310028,91.309368369813
