Comparison stage no.,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize100//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize300//,data//output//runtimePerformance//DECMO2//SolutionSetSize400//,data//output//runtimePerformance//DECMO2//SolutionSetSize500//
0,0.02705191896092721,0.005441742239206912,0.05933924297822612,0.002770418194692216,0.09252573707583758,0.10827147363794477
1,0.3132565991899658,0.1158506455483332,0.05933924297822612,0.002770418194692216,0.09252573707583758,0.10827147363794477
2,3.032349195241991,0.31857737795045193,0.0647331213437814,0.002770418194692216,0.09252573707583758,0.10827147363794477
3,9.748068037464193,0.8886260827297253,0.0647331213437814,0.08912728033592715,0.09252573707583758,0.10827147363794477
4,18.303463561572336,2.8607150100760586,0.574918037510131,0.08912728033592715,0.14044642305168056,0.10827147363794477
5,27.867289361607344,6.255484746252547,0.574918037510131,0.08912728033592715,0.14044642305168056,0.18019054318616048
6,35.25604752445397,11.057718257139802,2.4335339740854773,1.1921811098952275,0.14044642305168056,0.18019054318616048
7,41.8651905461533,17.293172361765354,2.4335339740854773,1.1921811098952275,0.14044642305168056,0.18019054318616048
8,46.95316671985256,22.541580232532713,7.619090639666356,1.1921811098952275,0.9521740654972211,0.18019054318616048
9,51.5962236024961,28.282180191633515,7.619090639666356,4.240091051648295,0.9521740654972211,0.18019054318616048
10,55.441108225267,33.34648498535009,13.910114079507697,4.240091051648295,0.9521740654972211,1.2482124805693466
11,58.74141595974977,38.07259010449356,13.910114079507697,4.240091051648295,0.9521740654972211,1.2482124805693466
12,61.96632412382782,42.137561683488855,21.008823467874013,11.522400571399238,4.53405507829743,1.2482124805693466
13,64.65675204538887,45.73563515183202,21.008823467874013,11.522400571399238,4.53405507829743,1.2482124805693466
14,67.13686198288595,48.734880418066666,28.26307150203531,11.522400571399238,4.53405507829743,1.2482124805693466
15,69.34690852488231,52.044701203421276,28.26307150203531,19.3324874140987,4.53405507829743,6.394789321390886
16,71.16611156599538,54.56343746862039,34.57089395037682,19.3324874140987,12.155296978023937,6.394789321390886
17,72.90631316270706,57.00069275092301,34.57089395037682,19.3324874140987,12.155296978023937,6.394789321390886
