Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize50//,data//output//runtimePerformance//DECMO//SolutionSetSize100//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO//SolutionSetSize300//,data//output//runtimePerformance//DECMO//SolutionSetSize400//,data//output//runtimePerformance//DECMO//SolutionSetSize500//
0,0.0,0.0,0.005430931667100793,0.004234249290676912,0.09000973250718938,0.004711115365533151
1,0.3518959359421965,0.011508600375492548,0.005430931667100793,0.004234249290676912,0.09000973250718938,0.004711115365533151
2,2.375052192001639,0.13620346584109508,0.17440766773172448,0.004234249290676912,0.09000973250718938,0.004711115365533151
3,6.703489093840723,0.4058180480599841,0.17440766773172448,0.07532469365328337,0.09000973250718938,0.004711115365533151
4,13.016522852330356,1.1720873911603682,0.2865289484302423,0.07532469365328337,0.25399575123171303,0.004711115365533151
5,20.479475836845378,2.8153527191263117,0.2865289484302423,0.07532469365328337,0.25399575123171303,0.25091076310825405
6,27.122086943427338,5.778003738034372,1.109296845805457,0.14678879507993395,0.25399575123171303,0.25091076310825405
7,34.178282756295964,10.55331522119123,1.109296845805457,0.14678879507993395,0.25399575123171303,0.25091076310825405
8,39.924974985936295,14.980957762166636,2.4700495389380195,0.14678879507993395,0.6777533385355504,0.25091076310825405
9,44.80134026853979,19.63045733399092,2.4700495389380195,1.2512611530130378,0.6777533385355504,0.25091076310825405
10,49.13062580883208,24.046675805348652,5.860194106164956,1.2512611530130378,0.6777533385355504,0.5161600065026375
11,52.948418481171956,28.864751488844153,5.860194106164956,1.2512611530130378,0.6777533385355504,0.5161600065026375
12,56.15051138658795,32.857661104718495,10.906289881724868,3.3841128805457066,1.6988382298731608,0.5161600065026375
13,59.15732450759709,36.51255242333439,10.906289881724868,3.3841128805457066,1.6988382298731608,0.5161600065026375
14,61.83643145863101,39.56467375807998,16.637848734175577,3.3841128805457066,1.6988382298731608,0.5161600065026375
15,64.24064958647146,42.96778405246249,16.637848734175577,7.471087813413056,1.6988382298731608,2.0729229845013366
16,66.4028882542938,46.1524965920256,21.58131494860478,7.471087813413056,5.070183232593989,2.0729229845013366
17,68.43463072889801,48.731453286060145,21.58131494860478,7.471087813413056,5.070183232593989,2.0729229845013366
18,70.24820668195858,51.17178509904431,26.54029496939769,12.6618269793255,5.070183232593989,2.0729229845013366
19,72.02069365462927,53.51797969470654,26.54029496939769,12.6618269793255,5.070183232593989,2.0729229845013366
20,73.6546817390575,55.49556044765218,31.56625889809826,12.6618269793255,10.418763717466842,5.290886270481935
21,75.06881422547723,57.584344162729906,31.56625889809826,18.81067418588602,10.418763717466842,5.290886270481935
22,76.27707580643364,59.53478143167927,36.34344970315395,18.81067418588602,10.418763717466842,5.290886270481935
23,77.53265013564307,61.14566959463099,36.34344970315395,18.81067418588602,10.418763717466842,5.290886270481935
24,78.61713554397323,62.80013024877748,40.15444715369349,25.292153158542252,16.500098051798602,5.290886270481935
25,79.69973266521936,64.1882764006985,40.15444715369349,25.292153158542252,16.500098051798602,9.952263831405354
26,80.66319572527007,65.79023936043112,43.96889347900279,25.292153158542252,16.500098051798602,9.952263831405354
27,81.47406893490238,67.10240047801098,43.96889347900279,30.862495180013212,16.500098051798602,9.952263831405354
28,82.24240395020138,68.52969128498503,47.21883686577741,30.862495180013212,22.34808075088392,9.952263831405354
29,82.91479692010668,69.75355899444864,47.21883686577741,30.862495180013212,22.34808075088392,9.952263831405354
30,83.63279433995241,70.89172739582517,50.042165817284044,35.74851863053145,22.34808075088392,16.62165973771057
31,84.20939774689347,72.14957025760125,50.042165817284044,35.74851863053145,22.34808075088392,16.62165973771057
32,84.75209764561028,73.32198212374128,52.640943963011324,35.74851863053145,28.43568216458619,16.62165973771057
33,85.25498194482888,74.40789938218421,52.640943963011324,40.209372813372006,28.43568216458619,16.62165973771057
34,85.77889841005279,75.33724245046358,55.379155353770784,40.209372813372006,28.43568216458619,16.62165973771057
35,86.19439387476596,76.30675541475168,55.379155353770784,40.209372813372006,28.43568216458619,23.33771747404195
36,86.64996666074327,77.2789444334702,57.80669348620798,44.35924746210675,34.26398007525088,23.33771747404195
37,87.07726752126158,78.15726824177264,57.80669348620798,44.35924746210675,34.26398007525088,23.33771747404195
38,87.44268974826147,78.98989759813412,59.901895514904865,44.35924746210675,34.26398007525088,23.33771747404195
39,87.78360450573943,79.8157982148392,59.901895514904865,48.13174761136815,34.26398007525088,23.33771747404195
40,88.16545760606581,80.5391791610626,62.05675648445108,48.13174761136815,39.56835881683452,29.619094766645294
41,88.5308847707051,81.30355334835622,62.05675648445108,48.13174761136815,39.56835881683452,29.619094766645294
42,88.83922605645432,81.9493596513481,64.31025819988017,51.44684573303792,39.56835881683452,29.619094766645294
43,89.12115811531503,82.57069645838236,64.31025819988017,51.44684573303792,39.56835881683452,29.619094766645294
44,89.4020847332971,83.16005993316354,66.29998704768282,51.44684573303792,44.037859887785416,29.619094766645294
45,89.6780190290226,83.69567172449649,66.29998704768282,54.30161959807662,44.037859887785416,34.83258101062906
46,89.86283514400687,84.2723526881698,68.00074202772389,54.30161959807662,44.037859887785416,34.83258101062906
47,90.08416955326388,84.79003218969238,68.00074202772389,54.30161959807662,44.037859887785416,34.83258101062906
48,90.29648604785163,85.31911711089488,69.66814572206316,57.17518331256366,47.95921285572303,34.83258101062906
49,90.49251722452527,85.7907148015308,69.66814572206316,57.17518331256366,47.95921285572303,34.83258101062906
50,90.67250102407094,86.20711541772593,71.25124685416564,57.17518331256366,47.95921285572303,40.27297186247819
51,90.84721407665451,86.66201661735515,71.25124685416564,59.658580569482254,47.95921285572303,40.27297186247819
52,91.00489348766767,87.06190759412134,72.77200780946455,59.658580569482254,51.56944521487796,40.27297186247819
53,91.19645657305279,87.43014592834574,72.77200780946455,59.658580569482254,51.56944521487796,40.27297186247819
54,91.35979902373488,87.7552404389646,74.23169800599943,62.18356298535216,51.56944521487796,40.27297186247819
55,91.49521955017522,88.09688220617474,74.23169800599943,62.18356298535216,51.56944521487796,44.51804664493872
56,91.61314449192574,88.40787911720548,75.46440715507758,62.18356298535216,54.7682100618414,44.51804664493872
57,91.76335295671504,88.69088719640115,75.46440715507758,64.51731038025099,54.7682100618414,44.51804664493872
58,91.88503243824532,88.97042703528619,76.61553298673061,64.51731038025099,54.7682100618414,44.51804664493872
59,92.00620355397486,89.21766289501372,76.61553298673061,64.51731038025099,54.7682100618414,44.51804664493872
60,92.095666667539,89.47718637551336,77.79768516173978,66.61365709251328,57.75021224952723,48.29695550968046
61,92.19865759620855,89.73305090921302,77.79768516173978,66.61365709251328,57.75021224952723,48.29695550968046
62,92.30542489553568,89.9610864812231,78.89904948064247,66.61365709251328,57.75021224952723,48.29695550968046
63,92.40647366526024,90.17664147666795,78.89904948064247,68.5487450887324,57.75021224952723,48.29695550968046
64,92.49392042041279,90.39672613754925,79.98149105912651,68.5487450887324,60.389759181892245,48.29695550968046
65,92.60639151896665,90.57662660453484,79.98149105912651,68.5487450887324,60.389759181892245,51.886040108502016
66,92.694101091673,90.79853528842767,81.02977783594608,70.32281084713004,60.389759181892245,51.886040108502016
67,92.79227459927327,90.97691892693118,81.02977783594608,70.32281084713004,60.389759181892245,51.886040108502016
68,92.87224166581689,91.133619580645,81.94555656424821,70.32281084713004,62.89832755895479,51.886040108502016
69,92.96429307818521,91.29722644349702,81.94555656424821,72.06306655812546,62.89832755895479,51.886040108502016
70,93.05294325571178,91.44749215243328,82.77136731791374,72.06306655812546,62.89832755895479,55.10330996312112
71,93.13875615528656,91.6026128195484,82.77136731791374,72.06306655812546,62.89832755895479,55.10330996312112
72,93.18796900538158,91.78871735083864,83.5654993669869,73.59743254992219,65.09815014354021,55.10330996312112
73,93.24890955046378,91.92155134476992,83.5654993669869,73.59743254992219,65.09815014354021,55.10330996312112
74,93.29369710002236,92.06627820241366,84.20796831644078,73.59743254992219,65.09815014354021,55.10330996312112
75,93.36580300052675,92.19612397731579,84.20796831644078,75.14457989316932,65.09815014354021,57.79883429013476
76,93.40950881377732,92.33576215379655,84.87176839599721,75.14457989316932,67.32485244693966,57.79883429013476
77,93.45119169171984,92.49233862845895,84.87176839599721,75.14457989316932,67.32485244693966,57.79883429013476
78,93.50202682680042,92.60227621612619,85.48342878316349,76.5462015080258,67.32485244693966,57.79883429013476
79,93.54794387046692,92.71452096959484,85.48342878316349,76.5462015080258,67.32485244693966,57.79883429013476
80,93.60225294701897,92.82776222728351,86.08465354063613,76.5462015080258,69.43441453715121,60.58684055359761
81,93.63563435174562,92.93057385431467,86.08465354063613,77.86152195415724,69.43441453715121,60.58684055359761
82,93.70121656570346,93.0461877875483,86.6747415936354,77.86152195415724,69.43441453715121,60.58684055359761
83,93.76720689598706,93.15956199451534,86.6747415936354,77.86152195415724,69.43441453715121,60.58684055359761
84,93.82504181893341,93.25452945496575,87.19139191195208,79.12222554348283,71.46033887895358,60.58684055359761
85,93.88358265337965,93.34602319383166,87.19139191195208,79.12222554348283,71.46033887895358,63.2709416300136
86,93.8931601514203,93.45490138477052,87.70092272456627,79.12222554348283,71.46033887895358,63.2709416300136
87,93.93881675357886,93.54074496111244,87.70092272456627,80.33448919604494,71.46033887895358,63.2709416300136
88,93.9731865832308,93.61692656042175,88.13037490702413,80.33448919604494,73.20991125963002,63.2709416300136
89,94.01286421498482,93.69352811248321,88.13037490702413,80.33448919604494,73.20991125963002,63.2709416300136
90,94.05029053818701,93.76215108823925,88.56165921036029,81.36360688745813,73.20991125963002,65.72671836675627
91,94.1056099887072,93.85549150230895,88.56165921036029,81.36360688745813,73.20991125963002,65.72671836675627
92,94.13077130045376,93.92984258807486,88.94105762933579,81.36360688745813,74.86473670469283,65.72671836675627
93,94.16734973540531,94.00185863006004,88.94105762933579,82.48467386475963,74.86473670469283,65.72671836675627
94,94.20217707437875,94.08710552882592,89.31920066779504,82.48467386475963,74.86473670469283,65.72671836675627
95,94.21298265268344,94.13530259940589,89.31920066779504,82.48467386475963,74.86473670469283,67.86895523494955
96,94.23941971602203,94.21296285471533,89.65874001304904,83.50766654176181,76.3628553810902,67.86895523494955
97,94.26203685218174,94.29637026458975,89.65874001304904,83.50766654176181,76.3628553810902,67.86895523494955
98,94.28377479171922,94.3652811154374,89.9931403148056,83.50766654176181,76.3628553810902,67.86895523494955
99,94.3279371989987,94.4184180261327,89.9931403148056,84.34226614610266,76.3628553810902,67.86895523494955
100,94.34928068032016,94.4563571283984,90.32817445145785,84.34226614610266,77.86725916291455,69.90343031662947
101,94.38364324201702,94.53356164798639,90.32817445145785,84.34226614610266,77.86725916291455,69.90343031662947
102,94.41618356350214,94.6015533802462,90.68629042713457,85.15666039312384,77.86725916291455,69.90343031662947
103,94.46489460527549,94.65734151577598,90.68629042713457,85.15666039312384,77.86725916291455,69.90343031662947
104,94.48241809462205,94.70754416064916,91.00324763162988,85.15666039312384,79.23256426569203,69.90343031662947
105,94.5099106242447,94.74692750011809,91.00324763162988,85.87266808140735,79.23256426569203,71.90341773339067
106,94.52275664681713,94.79512144448928,91.27355432570481,85.87266808140735,79.23256426569203,71.90341773339067
107,94.5606458734103,94.83060971136113,91.27355432570481,85.87266808140735,79.23256426569203,71.90341773339067
108,94.59165745172304,94.88849701205504,91.50658114549759,86.55784356618982,80.50583584055052,71.90341773339067
109,94.62054001509907,94.94707577463289,91.50658114549759,86.55784356618982,80.50583584055052,71.90341773339067
110,94.6271130471839,94.97766631176015,91.76168153616243,86.55784356618982,80.50583584055052,73.74300131036745
111,94.66739702798965,95.02028256872502,91.76168153616243,87.1754032297695,80.50583584055052,73.74300131036745
112,94.68865457666904,95.07189057894003,91.98842584239108,87.1754032297695,81.729653596074,73.74300131036745
