Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.26594220690907056,0.0
16,0.6982757552667357,0.0
17,1.2144684425433854,0.0
18,1.9421935718798053,0.0
19,1.942593503054809,0.0
20,2.241998991874203,0.0
21,2.6850356688974424,0.0
22,2.925721720979544,0.0
23,2.9257217209795434,0.0
24,3.0810524005825184,0.0
25,3.0810980763766973,0.0
26,3.331361254072828,0.0
27,3.334212938337883,0.0
28,3.334212938337883,0.0
29,3.534313044110815,0.0
30,4.357714788948147,0.0
31,4.357714788948147,0.0
32,4.357714788948147,0.0
33,4.731325994492513,0.0
34,4.731325994492513,0.0
35,4.735131400313506,0.0
36,5.080195689084706,0.0
37,5.08087157820885,0.0
38,5.082741257900972,0.0
39,5.082741257900972,0.0
40,5.083247876629495,0.0
41,5.089440099389369,0.0
42,5.089854927972895,0.0
43,5.4828335650874696,0.0
44,5.483540332032579,0.0
45,5.483540332032579,0.0
46,5.500691001810058,0.0
47,5.500691001810058,0.0
48,5.504554494675061,0.0
49,5.5130858959998035,0.0
50,5.4341872713223065,0.31412740109766724
51,5.440340707698595,0.31412740109766724
52,5.447744524555953,0.32313073873097076
53,5.454236370702947,0.32313073873097076
54,5.467145977696637,0.546070311098309
55,5.74784243778824,0.546070311098309
56,5.748213808748595,1.0763553688881577
57,5.800555377821224,1.0763553688881577
58,5.854112381697847,2.041993826388837
59,5.8775325585258145,2.041993826388837
60,6.104369949128942,3.2538440115369336
61,6.108015403155241,3.2538440115369336
62,6.158339790128446,5.499573430070441
63,6.169397753880756,5.499573430070441
64,6.199018002310358,8.305013654782265
65,6.230024801268883,8.305013654782265
66,6.290927335435353,11.994770027227231
67,6.3636904486858885,11.994770027227231
68,6.380831898004883,17.507107236852708
69,6.408933417098497,17.507107236852708
70,6.462399034022353,22.048821631996596
71,6.515420691132556,22.048821631996596
72,6.548499546542909,27.50291221540157
73,6.578129318969342,27.50291221540157
74,6.65759362245373,33.02706766312733
75,6.692019181758964,33.02706766312733
76,6.7541177765995375,39.495258150644005
77,6.821561130565441,39.495258150644005
78,6.875165617703699,45.64435642728528
79,6.884307252201302,45.64435642728528
80,6.957611752319213,51.15011281938747
81,7.004191985673809,51.15011281938747
82,7.050569741309295,55.961438968748986
83,7.145524303582014,55.961438968748986
84,7.395145732743677,60.94175622074901
85,7.488932449097821,60.94175622074901
86,7.52921374212387,64.56062861318519
87,7.6100259108968284,64.56062861318519
88,7.7810082241711935,67.80421129461732
89,7.865198807030577,67.80421129461732
90,7.984581659618593,70.24907253331344
91,8.188543203572411,70.24907253331344
92,8.25672873651957,72.04832186868776
93,8.459865109307978,72.04832186868776
94,8.545904325132932,73.42985827663293
95,8.675642140159953,73.42985827663293
96,8.933214399915169,74.5609518735577
97,9.071175150887944,74.5609518735577
98,9.256532036211365,75.32274067640739
99,9.380491619786653,75.32274067640739
100,9.67127319242795,76.2174061234796
101,9.778796625424638,76.2174061234796
102,9.845232364287995,77.15015190411881
103,10.008200743249278,77.15015190411881
104,10.063676982909357,78.06468142681103
105,10.178642346946303,78.06468142681103
106,10.27165054207637,78.9029465160576
107,10.410993335981644,78.9029465160576
108,10.573577582343082,79.66606220308823
109,10.653039285846486,79.66606220308823
110,10.774838867948556,80.63477591295675
111,10.852780345619452,80.63477591295675
112,10.951883850251154,81.4010707253824
113,11.060525343509122,81.4010707253824
114,11.193323883607912,82.06670624760642
115,11.271093440490233,82.06670624760642
116,11.316784191020528,83.08921129387433
117,11.653490896662358,83.08921129387433
118,11.81559482539505,83.77140979296772
119,11.897507351785984,83.77140979296772
120,12.03108733361984,84.2990766805089
121,12.17518728810417,84.2990766805089
122,12.268576408875672,84.76837974488018
123,12.439756971648519,84.76837974488018
124,12.586831481713917,85.30183168601418
125,12.83423892004977,85.30183168601418
126,12.979649878469262,85.97458250328782
127,13.072721051531989,85.97458250328782
128,13.210669544389756,86.60818831830528
129,13.33516857822735,86.60818831830528
130,13.447502522896897,87.2550905639883
131,13.65119116009399,87.2550905639883
132,13.892106040662739,87.85377252243852
133,14.02431857239954,87.85377252243852
134,14.214585688743478,88.39186677044786
135,14.418288990748183,88.39186677044786
136,14.57215137051137,88.93563200493368
137,14.74014389758723,88.93563200493368
138,14.89269355292481,89.30629903409194
139,15.076254202280658,89.30629903409194
140,15.285792114991962,89.78269111958355
141,15.510089301617224,89.78269111958355
142,15.756678343737295,90.03425855739948
143,15.9320336404962,90.03425855739948
144,16.108058463747618,90.41777210829162
145,16.27369608657303,90.41777210829162
146,16.430781371272758,90.67107357692885
147,17.04550888900168,90.67107357692885
148,17.274495475537304,90.93849079122086
149,17.503326265087512,90.93849079122086
150,17.745911907028702,91.18461495228189
151,18.01768399427379,91.18461495228189
152,18.146298544576986,91.48409670845807
153,18.278110225675743,91.48409670845807
154,18.364379932101063,91.7364168892819
155,18.58427686208293,91.7364168892819
156,18.873095126881815,91.92355873729429
157,19.032301431648044,91.92355873729429
158,19.3859691303602,92.12722207945643
159,19.588698505033143,92.12722207945643
160,19.83991566623332,92.20596284128207
161,20.019233439199255,92.20596284128207
162,20.16540451098596,92.36321142517264
163,20.300387678806125,92.36321142517264
164,20.532208735858813,92.40993261555165
165,20.67526255478729,92.40993261555165
166,20.947472438202446,92.54704455111461
167,21.202113857214563,92.54704455111461
168,21.37895864404327,92.83422611322955
169,21.68161043643638,92.83422611322955
170,21.9371165030115,93.06185451195641
171,22.17738650223228,93.06185451195641
172,22.421975257283794,93.12847965571287
173,22.837632714265,93.12847965571287
174,23.3821300776446,93.3126951305608
175,23.754192421681857,93.3126951305608
176,24.134071380757238,93.56770286085039
177,24.391908276875135,93.56770286085039
178,24.59117994138459,93.86682241507775
179,24.810217702074933,93.86682241507775
180,25.64139066518358,93.97583132432496
181,25.862228147149825,93.97583132432496
182,26.185082255413295,94.19713244137034
183,26.407868604784003,94.19713244137034
184,26.665118304244988,94.301641314876
185,26.968155023820145,94.301641314876
186,27.370632076509864,94.42276295729528
187,27.60098582217303,94.42276295729528
188,27.947348686757955,94.45444697622642
189,28.280769564105658,94.45444697622642
190,28.60922752805928,94.73066977225223
191,28.976624174226632,94.73066977225223
192,29.261665430192117,94.73688140847051
193,29.589229580402105,94.73688140847051
194,29.90510895708929,94.97086587225984
195,30.2279507356397,94.97086587225984
196,30.477345161490916,95.04192397073432
197,30.827845098532826,95.04192397073432
198,31.181409896867468,95.25533024148507
199,31.519024649663642,95.25533024148507
200,31.85222548621326,95.31770756315586
201,32.20659429361963,95.31770756315586
202,32.390565169552474,95.40337078632389
203,32.787732440353814,95.40337078632389
204,33.039202482106454,95.42853051125572
205,33.31073361982638,95.42853051125572
206,33.781461062826914,95.5504324307188
207,34.114997094155115,95.5504324307188
208,34.40941148024749,95.64097754799654
209,34.784029796923846,95.64097754799654
210,35.09448119894614,95.69281613193823
211,35.593979098207235,95.69281613193823
212,35.92049423972192,95.86381542245105
213,36.19610712614087,95.86381542245105
214,36.5280246368468,96.04066945830844
215,36.897106763218545,96.04066945830844
216,37.286121462053124,96.13785950482695
217,37.64751147266628,96.13785950482695
218,38.05592557884017,96.23337148263884
219,38.35448147850619,96.23337148263884
220,38.74221251547243,96.25671491323932
221,39.007605768720474,96.25671491323932
222,39.39289591212362,96.36124366972746
223,39.62379542552928,96.36124366972746
224,40.11052259192178,96.36375920115456
225,40.595591382541215,96.36375920115456
226,40.92081304552749,96.41334720748962
227,41.34378076657331,96.41334720748962
228,41.634080449856825,96.39079278527288
229,41.89000399732442,96.39079278527288
230,42.19045963113343,96.43913695520278
231,42.49266473968935,96.43913695520278
232,42.873286712058224,96.418454939926
233,43.08126040346888,96.418454939926
234,43.377739902726944,96.46575678769985
235,43.710614961161994,96.46575678769985
236,43.96913825371171,96.4322524522238
237,44.25072528146288,96.4322524522238
238,44.625864576972816,96.47417543821484
239,45.00719177488726,96.47417543821484
240,45.41058321583803,96.44201920278928
241,45.670526071126154,96.44201920278928
242,46.162147157539444,96.4681119372973
243,46.51757597016751,96.4681119372973
244,46.83355796431108,96.42526201161333
245,47.20215282771482,96.42526201161333
