Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize100//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize300//,data//output//runtimePerformance//DECMO2++//SolutionSetSize400//,data//output//runtimePerformance//DECMO2++//SolutionSetSize500//
0,53.586009115835,55.648773927966886,61.320386759901965,64.05486277548546,66.12734073723401,67.43026048398873
1,65.78429753959178,59.67222111401797,61.320386759901965,64.05486277548546,66.12734073723401,67.43026048398873
2,73.53131166822644,66.88619415406592,65.68108267487024,64.05486277548546,66.12734073723401,67.43026048398873
3,79.59207919487059,71.98366833554672,65.68108267487024,68.33197471552666,66.12734073723401,67.43026048398873
4,83.82425610939195,76.14564271478322,72.56540763948121,68.33197471552666,69.6153754844496,67.43026048398873
5,86.54370520977179,79.62402401945229,72.56540763948121,68.33197471552666,69.6153754844496,71.58375607654277
6,88.76523914076516,82.50560754907048,77.56145575119447,74.95962469210136,69.6153754844496,71.58375607654277
7,90.53176264918778,84.64627486204644,77.56145575119447,74.95962469210136,69.6153754844496,71.58375607654277
8,91.90321880996555,86.6289428312423,81.30269515989092,74.95962469210136,76.35918423242953,71.58375607654277
9,92.95677558503911,88.19693088100298,81.30269515989092,79.48587187521456,76.35918423242953,71.58375607654277
10,93.80230842496407,89.49261480386247,84.40318829858435,79.48587187521456,76.35918423242953,78.00851096444748
11,94.50658893696558,90.63225087238942,84.40318829858435,79.48587187521456,76.35918423242953,78.00851096444748
12,95.11228245064179,91.66430595191552,86.72284259338606,83.04117059178557,81.26803825631907,78.00851096444748
13,95.6034435244741,92.4567348234085,86.72284259338606,83.04117059178557,81.26803825631907,78.00851096444748
14,96.00161276795814,93.23020586863608,88.5424502378758,83.04117059178557,81.26803825631907,78.00851096444748
15,96.37765747930148,93.8502449470903,88.5424502378758,85.71207092693619,81.26803825631907,82.97763048001315
16,96.65778243875134,94.44100676966396,90.05383726899548,85.71207092693619,84.81057858173826,82.97763048001315
17,96.89133264086847,94.9128630573247,90.05383726899548,85.71207092693619,84.81057858173826,82.97763048001315
18,97.10755171595576,95.34300391792092,91.33282076573448,88.08844726520262,84.81057858173826,82.97763048001315
19,97.29555161517656,95.74671267849345,91.33282076573448,88.08844726520262,84.81057858173826,82.97763048001315
20,97.4668922031521,96.14239889371015,92.39266302607786,88.08844726520262,87.50194691400239,86.08033646878492
21,97.60767296272873,96.4298596297691,92.39266302607786,89.94010027206569,87.50194691400239,86.08033646878492
22,97.7345069303939,96.69855230021808,93.23951166412131,89.94010027206569,87.50194691400239,86.08033646878492
23,97.85238295759981,96.92913790867742,93.23951166412131,89.94010027206569,87.50194691400239,86.08033646878492
24,97.96529953851076,97.14506634686178,93.9540682560689,91.34365131495674,89.54454730719881,86.08033646878492
25,98.06467021173515,97.3315392176016,93.9540682560689,91.34365131495674,89.54454730719881,88.69423602554419
26,98.15429448689606,97.50701838433268,94.60989073229526,91.34365131495674,89.54454730719881,88.69423602554419
27,98.24179506472768,97.66803566968241,94.60989073229526,92.50210621672569,89.54454730719881,88.69423602554419
28,98.3220868156155,97.8139351286625,95.20900613846484,92.50210621672569,91.21282038060484,88.69423602554419
29,98.39151794635615,97.93079146551518,95.20900613846484,92.50210621672569,91.21282038060484,88.69423602554419
30,98.4510296865096,98.05580744376448,95.68452082222052,93.54678065154344,91.21282038060484,90.62840792262428
31,98.51236170466004,98.16005636578258,95.68452082222052,93.54678065154344,91.21282038060484,90.62840792262428
32,98.57339384956563,98.26395572690845,96.1109524953404,93.54678065154344,92.58154487059902,90.62840792262428
33,98.62654992473519,98.36653638037897,96.1109524953404,94.35887588710071,92.58154487059902,90.62840792262428
34,98.67871954875433,98.45346023518387,96.51769227058422,94.35887588710071,92.58154487059902,90.62840792262428
35,98.72398346399689,98.53480578695503,96.51769227058422,94.35887588710071,92.58154487059902,92.1501607515686
36,98.75875993417498,98.60971733767991,96.86238562116338,95.0639886092545,93.63703675559827,92.1501607515686
37,98.80093011017311,98.66894165183227,96.86238562116338,95.0639886092545,93.63703675559827,92.1501607515686
38,98.83331542568028,98.73933284334795,97.16204184505284,95.0639886092545,93.63703675559827,92.1501607515686
39,98.86310439006903,98.79384102697789,97.16204184505284,95.64659817903261,93.63703675559827,92.1501607515686
40,98.88760903817804,98.85856554848799,97.44003223339907,95.64659817903261,94.51084866830604,93.28290198450657
41,98.91415024285723,98.91288032672473,97.44003223339907,95.64659817903261,94.51084866830604,93.28290198450657
42,98.93881534983339,98.9650689502356,97.67043284415657,96.14719230834577,94.51084866830604,93.28290198450657
43,98.9675915868877,99.00750284590872,97.67043284415657,96.14719230834577,94.51084866830604,93.28290198450657
44,98.99388268192887,99.04557346834919,97.87668390007052,96.14719230834577,95.22509008877408,93.28290198450657
45,99.02191769576142,99.07532715349971,97.87668390007052,96.60931698593923,95.22509008877408,94.2973928446848
46,99.04269908792837,99.11782857885181,98.06328389984725,96.60931698593923,95.22509008877408,94.2973928446848
47,99.066273238484,99.15429227503553,98.06328389984725,96.60931698593923,95.22509008877408,94.2973928446848
48,99.08269349792246,99.18610130734575,98.23333562923186,96.97107697211877,95.84807250847867,94.2973928446848
49,99.09497025947533,99.22037846103208,98.23333562923186,96.97107697211877,95.84807250847867,94.2973928446848
50,99.10872528551779,99.2545430658409,98.39473556042421,96.97107697211877,95.84807250847867,95.08870628519105
