Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.15808317903406438,0.0,0.0,0.0,0.0,0.0
7,0.42369888212926865,0.0,0.0,0.0,0.0,0.0
8,1.2257901932771786,0.0,0.0,0.0,0.0,0.0
9,2.418931447171474,0.0,0.0,0.0,0.0,0.0
10,4.476309660290982,0.0,0.0,0.0,0.0,0.0
11,7.263441134390602,0.0,0.0,0.0,0.0,0.0
12,10.44527088317195,0.01960189395675302,0.0,0.0,0.0,0.0
13,13.980170092384883,0.15751907891470246,0.0,0.0,0.0,0.0
14,17.600761483554585,0.74192463678406,0.0,0.0,0.0,0.0
15,21.49323376077029,1.304152342045426,0.0,0.0,0.0,0.0
16,24.88439523383167,2.340995407797438,0.0,0.0,0.0,0.0
17,28.411093527430015,4.242582304913634,0.0,0.0,0.0,0.0
18,31.61621717067223,6.723492157328459,0.0,0.0,0.0,0.0
19,34.952771060075165,9.282031272950999,0.0,0.0,0.0,0.0
20,37.777116796346384,12.35149828401164,0.03712994064663545,0.0,0.0,0.0
21,40.72182869881141,15.06402262835122,0.03712994064663545,0.0,0.0,0.0
22,43.32303247827311,18.318190389615324,0.14024686800498934,0.0,0.0,0.0
23,45.7970106521121,21.085598393765867,0.14024686800498934,0.0,0.0,0.0
24,48.237914711020174,23.982247456645506,0.6286932498722523,0.0,0.0,0.0
25,50.291335349231346,26.848286896192512,0.6286932498722523,0.0,0.0,0.0
26,52.09377942739697,29.419915358096922,1.5005583338293578,0.0,0.0,0.0
27,53.982715133883985,31.82274263869871,1.5005583338293578,0.007906926085166657,0.0,0.0
28,55.445131811910855,34.533782206711514,2.6092140553383256,0.007906926085166657,0.0,0.0
29,56.85093386763397,36.89436863337427,2.6092140553383256,0.007906926085166657,0.0,0.0
30,58.096268823868314,39.31652269695852,4.4462684494794775,0.06144057185636484,0.0,0.0
31,59.21413860751106,41.381852310392844,4.4462684494794775,0.06144057185636484,0.0,0.0
32,60.2326264623954,43.469051372082546,6.6904570315648115,0.06144057185636484,0.0010010785903226478,0.0
33,61.18258235539298,45.28707852292168,6.6904570315648115,0.25702021498372085,0.0010010785903226478,0.0
34,61.99889671736236,47.25039240149729,10.007898220743742,0.25702021498372085,0.0010010785903226478,0.0
35,62.68479140834924,48.831997705407574,10.007898220743742,0.25702021498372085,0.0010010785903226478,0.0
36,63.37960405477281,50.285484658252145,13.305631415813274,0.6150520770871909,0.034319791202935046,0.0
37,63.97393823559009,51.748383254655,13.305631415813274,0.6150520770871909,0.034319791202935046,0.0
38,64.60391489850966,53.208780892806075,17.31558114352776,0.6150520770871909,0.034319791202935046,0.0
39,65.13702901584091,54.511069775614764,17.31558114352776,1.7999132586438131,0.034319791202935046,0.0
40,65.64556043949044,55.723411578825456,21.23270367797352,1.7999132586438131,0.09589076456863384,0.006166635959996329
41,66.08800719513098,56.843493068499306,21.23270367797352,1.7999132586438131,0.09589076456863384,0.006166635959996329
42,66.50065274238827,57.87335115008776,25.026664942562675,3.648536115574748,0.09589076456863384,0.006166635959996329
43,66.81981055805612,58.8589104573381,25.026664942562675,3.648536115574748,0.09589076456863384,0.006166635959996329
44,67.16411040598145,59.76898865563468,29.040349816057407,3.648536115574748,0.28918271204660495,0.006166635959996329
45,67.43870695851946,60.615855505199676,29.040349816057407,6.038013325250372,0.28918271204660495,0.1229679677519167
46,67.65389729127446,61.43665424269385,32.38149631322967,6.038013325250372,0.28918271204660495,0.1229679677519167
47,67.87743062779987,62.128040599198734,32.38149631322967,6.038013325250372,0.28918271204660495,0.1229679677519167
48,68.09813149376055,62.75318642539796,35.87243706296898,9.259594420481802,1.017728143982327,0.1229679677519167
49,68.32629310863328,63.40488402538348,35.87243706296898,9.259594420481802,1.017728143982327,0.1229679677519167
50,68.50943196503809,64.01506350124671,38.98429361684089,9.259594420481802,1.017728143982327,0.18698724306948178
51,68.65982864675566,64.6416086644321,38.98429361684089,13.276746246500235,1.017728143982327,0.18698724306948178
52,68.8196907167177,65.14826169122546,41.90649276565099,13.276746246500235,2.491704779884969,0.18698724306948178
53,68.9975979977485,65.70392746754985,41.90649276565099,13.276746246500235,2.491704779884969,0.18698724306948178
54,69.15701961182066,66.14594858127512,44.93022209189266,17.827355686144628,2.491704779884969,0.18698724306948178
55,69.33963573286763,66.57915068439338,44.93022209189266,17.827355686144628,2.491704779884969,0.533538324444268
