Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,34.668859608691996,34.543000384091435,34.35355034805257,34.72977362467473
1,35.91557234761137,35.807179640136525,35.60212236136567,36.03128665683269
2,36.77362913759892,36.42685534374082,36.3936543329106,36.70210720871903
3,37.103297434582,36.97201824529206,37.11221406191578,36.952757135859414
4,38.60387057006451,37.95941449463446,38.133178974104794,37.37519817197472
5,39.628227520235946,38.099634263108115,38.96918862153734,38.180912863902606
6,41.3328055503353,39.1959184101182,40.36270149257061,38.87396003373346
7,42.024800552746385,39.33345840665913,40.902381879677684,39.83262712958265
8,44.23733349575382,40.15686413681631,42.12943642500812,41.430875750997714
9,45.05357374387515,40.433523909940625,42.92218846270876,42.56584981532776
10,47.475739281055205,41.48982598307311,44.29785794450093,44.12543388258313
11,48.31813352918335,41.73270382227654,45.142767332744036,45.318622190071544
12,50.22692499336553,42.67963801429288,46.28951903265262,46.79551596783385
13,51.028436423309195,43.06969908518374,47.10172665124511,48.085384592389616
14,53.241220665581245,44.03602677912062,48.42380388103301,49.36901289794178
15,53.98034942018586,44.295519974869336,49.43273862244391,50.686099227118895
16,56.16553606449717,45.124281236949265,50.515940706875405,52.125702829187915
17,57.287849626552514,45.33248677947577,51.751428708395274,53.34866151317065
18,59.374380600406205,46.43132433239717,53.25916021955046,54.388430612885216
19,60.40341968258088,46.67968726980514,54.34256518523771,55.32712686694706
20,61.966531812145995,47.87233160718297,55.705897661162915,56.13284930995728
21,62.764007113350814,48.105327026419324,56.71570727015476,57.17803963735329
22,64.30713505657177,49.32139307790548,58.14513117501859,57.929481719344075
23,65.23489861989768,49.538743388414815,59.28938667773165,58.816367987573685
24,66.60064481981048,50.6173148267353,60.65805973354866,59.607333078759325
25,67.42803075120361,50.79755369994806,61.278404972190955,60.48852098752673
26,68.56886576022596,51.781460120161405,62.665837502429866,61.3223475414568
27,69.05731836020661,52.041527945225205,63.73684534991948,61.91080451472051
28,69.94927777008299,52.99137063311594,65.08519578304923,62.62308965959025
29,70.59585635122964,53.28727634182644,65.74021925110927,63.17489670215585
30,71.55917256146279,54.438241018662325,66.86141206180052,63.821435996062405
31,71.97754396504502,54.747371332325955,67.69033402013707,64.44607779806957
32,72.51121136114821,55.96065849670775,69.01911095378831,65.09371810716112
33,73.1813730524539,56.3974282982752,69.77373317966683,65.63697722466416
34,73.77672784107989,57.33813788596493,70.70918415099064,66.19997960918313
35,74.10087964730069,57.523527220851136,71.31769723591954,66.7454648362939
36,74.52407623519775,58.82807684839696,72.24369154653425,67.2565246541994
37,74.77904003861312,59.07680657194441,72.72713576615543,67.82829954044192
38,75.2064573417106,60.11114976385398,73.51700788660868,68.32437094682129
39,75.54716328974482,60.318692436813656,74.13570499036766,68.73546330860553
40,75.93326189115912,61.22503035835138,74.74311567123658,69.11101832114892
41,76.20112411069415,61.47841815380693,75.30754038046932,69.54487194497165
42,76.60012573944849,62.43105548169503,75.88636932594854,69.96021987819313
43,76.80254256875777,62.540974479524515,76.34352776002326,70.46638590743774
44,77.05960473076054,63.559203797798745,76.8629893449081,70.81466948363048
45,77.36620669350273,63.7610053186681,77.27946062817034,71.1353801267296
46,77.59851720034908,64.91222161645932,77.78438825224937,71.51431329511165
47,77.819148068733,65.23786778971123,78.08863894426428,71.88179688884304
48,78.11913094781183,66.34286323309905,78.59496538042441,72.24259578466261
49,78.29639668862744,66.5536699180165,78.93813969627298,72.76490638414386
50,78.58392742939333,67.65066561398632,79.40096541579716,73.09267209715172
51,78.7777343595565,67.80336689800158,79.76156116524723,73.4580388372497
