Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.037096613769251004,0.0,0.0,0.0,0.0,0.0
12,0.0,0.037096613769251004,0.0,0.0,0.0,0.0,0.0
13,0.0,0.03899071202073862,0.0,0.0,0.0,0.0,0.0
14,0.005823959696677613,0.06179645626140948,0.0,0.0,0.0,0.0,0.0
15,0.02427923392792476,0.06179645626140948,0.0,0.02424410546804211,0.0,0.009515751318832312,0.0
16,0.030330214771384558,0.08267290226618032,0.0,0.04623378092702429,0.0,0.00951575131883231,0.0
17,0.07389780486328391,0.12173868521443891,0.0,0.048206250813920604,0.0,0.00951575131883231,0.0
18,0.08991005158301593,0.1576715756642303,0.0,0.05851479663080321,0.0,0.04158833638297321,0.0
19,0.18573463374013655,0.19235118080529712,0.035229124188824686,0.0895354658524229,5.884794848650266E-4,0.07092985863024838,0.005428406709386737
20,0.2877441374460324,0.22619570345412354,0.07053098449959752,0.2022840179142176,0.02878964460629181,0.11600936359762853,0.005428406709386737
21,0.32433954324422776,0.2664501289743768,0.15435164827791809,0.27729207704140113,0.0966631922428369,0.14839024174294949,0.054956867682181006
