Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,52.264815932875905,50.99567969508952,51.20541926196426,51.124658179604275
1,57.19079861128876,56.37481595367946,57.05463000760875,56.05875185172875
2,59.67752370869049,59.215148407206556,59.46873855560425,59.02069162761081
3,62.3989944355214,61.47035393133544,62.33079063404225,61.360003573118036
4,67.16729238546203,64.26160253185247,65.869955924935,63.39848360812468
5,69.13094395206151,65.0534350852218,68.05787069040343,66.37171535780604
6,73.67232379311189,67.8891200820232,69.93568011390146,70.57538699002659
7,75.58805006710361,69.04023406205752,71.79430449891875,73.40198378193512
8,78.99834112454978,71.55637479550731,74.23152536346578,76.1859271542346
9,79.79646945075702,72.45066332984815,75.90149520787732,78.91298777785212
10,83.00817717632611,75.47319547466485,78.40595855543995,80.99043037072757
11,83.71984371670843,76.05128213793985,79.50505024407806,83.06789367920375
12,85.97141954011043,76.98936778701878,81.27453938926604,85.0283053096622
13,86.8780143022115,77.492963763242,82.71657605317196,86.81867101729155
14,88.31828731211091,78.61493613294363,84.31994778980611,88.18834283371768
15,88.73534607744817,79.16190132915631,85.41291952521445,89.70327361963511
16,89.7189595120641,81.20899090811554,86.90917389392979,90.49424530002928
17,90.19711980661964,81.52066800415801,87.7618724210575,91.31258599477209
18,90.92730085550136,82.46418186114148,88.838180937157,92.06596795528186
19,91.40811686093545,82.84541488685166,89.81839437859414,92.79227059929376
20,92.22972262008096,83.57127544963872,90.75154210950097,93.4816872341045
21,92.33198126996487,83.98015194606867,91.28115695668623,93.88373933812954
22,92.55921965805192,85.3065411694912,92.20538210247062,94.21101159725455
23,92.78509432906188,85.36777048468564,92.77038408299369,94.69142172831818
24,93.07152251418215,86.21336770439905,93.44792023680439,95.02981173576731
25,93.27631550758925,86.37592597019233,93.91057146913182,95.34870556748012
26,93.49185966554636,87.22580137324115,94.62960219530193,95.60682098665285
27,93.64132726519884,87.48177642498159,94.91684139288644,95.80406539556122
28,93.7839115113904,88.74525354505145,95.22471640695642,95.95698211232896
29,93.88851216451154,88.94929546751015,95.3454005943314,96.07461146079049
30,93.95166450398611,89.43714752468584,95.65433450518775,96.1777280922244
31,94.08962374933179,89.73090948112647,95.89058829612696,96.28250380391187
32,94.1447176603423,90.52234802902551,96.06839323885177,96.35956157277644
33,94.24441197390152,90.57108706483572,96.19707858995797,96.4068342860501
34,94.31813624822738,91.04770676930397,96.31312031628741,96.4556831246733
35,94.50780659456635,91.22669967364511,96.43622213250546,96.51370601268826
36,94.54744996555401,91.49504472335215,96.60471988999187,96.55965088009344
37,94.621725192657,91.5434337512739,96.65942643297359,96.65522115208175
38,94.83356388698775,91.89693138636439,96.74001312061093,96.68260107301298
39,94.9347961689368,91.98934140791239,96.79084139424299,96.69841796826657
40,94.99344107898108,92.44975558313276,96.89047261452329,96.70889226110279
41,95.0354673813734,92.57694741910117,96.92823215190371,96.72221820200795
42,95.05976736644077,92.99941046410201,96.97330625508039,96.72986274561568
43,95.2080533390728,93.15539581905158,97.00974914151115,96.74589504295314
44,95.25658210460756,93.35385793865562,97.07475823857861,96.76229906787913
45,95.35290620753445,93.53476711162723,97.10077261236034,96.76790114820214
46,95.36973631495248,93.89898985802283,97.13624418899995,96.79686725181931
47,95.42592262382679,94.08117695281288,97.15338983159401,96.81051178113316
48,95.48436848581956,94.31902195106866,97.17802632122073,96.81514212820753
49,95.50253725211293,94.44087990934746,97.20272983103114,96.81728482983223
50,95.5525578707984,94.74656486074257,97.22263511404478,96.81883122534535
51,95.57199561993548,94.8082257292021,97.23950941269372,96.82339613082065
52,95.59710968871357,94.99018721490191,97.26291375431613,96.82444178025942
53,95.68836078577044,95.05404890071267,97.27673184558903,96.82726412036561
54,95.69143413914405,95.26848885799333,97.30031327336846,96.8280067240075
55,95.75369855554513,95.42738441336734,97.31052641314112,96.82904675887094
56,95.77692562220514,95.66550244128925,97.32322630057813,96.83204150132559
57,95.78819746592403,95.75129578655286,97.32877124120346,96.8325677684717
58,95.80010346133108,95.97491471414133,97.33931216058143,96.83295803642318
59,95.80261186174536,96.01414022775123,97.34448427849615,96.8333612885442
60,95.8272564531814,96.0821446095193,97.35127377032588,96.83379496323309
61,95.83566559407764,96.11082313941806,97.35924668251232,96.83457725434202
62,95.85696075868029,96.26974591225294,97.37009624188852,96.83497148820184
63,95.86959002870107,96.37165637269283,97.38174660216316,96.83588874739023
64,95.9989680018281,96.48775852727675,97.39284081624493,96.83696417550075
65,96.01986621236591,96.52181552215656,97.41418711364058,96.83739425112358
66,96.02536196246898,96.59297772846615,97.42485471627458,96.83792477532855
67,96.04399516172906,96.63694930664369,97.42849689356413,96.83830241781352
68,96.14352843464765,96.72504484644782,97.43304864919253,96.83848489730848
69,96.19379322191075,96.73281495453631,97.4449157669685,96.83878798451913
70,96.19767491441587,96.79249979070399,97.4496292959533,96.83918633257669
71,96.21079477500076,96.8446982368835,97.45164621600647,96.83938302028112
72,96.21597748774035,96.8917176553591,97.45881332318568,96.83960827476298
73,96.24932507259274,96.92759635271138,97.46681050458619,96.83983231693097
74,96.25094996670805,96.99298717427234,97.47507891283851,96.84035514141291
75,96.25340270232101,97.01749656788937,97.47711401723114,96.84116933222327
76,96.25844327677929,97.07802191683479,97.48369723435324,96.84153409122388
77,96.29545609816032,97.10368478301267,97.48867102973328,96.84178779144275
78,96.3662981882585,97.2007751356952,97.49308818152711,96.84214897316741
79,96.37684888354403,97.23503741561123,97.49568684059486,96.84237481994403
80,96.39423002498431,97.30895725411712,97.51022379523351,96.8426691489877
81,96.39700133010444,97.31344326592782,97.5369562686473,96.84319435264304
82,96.40393686054021,97.34789008927021,97.54107538361491,96.84340191100412
83,96.43001832973445,97.3763026903902,97.54957326123939,96.84357342902285
84,96.44734365853131,97.42528079638326,97.55169779563606,96.84383125588595
85,96.45488342901447,97.44573383399552,97.55435350307239,96.84402111857614
86,96.45722447973974,97.46502001214354,97.5560165120685,96.84435922507294
87,96.47441942713552,97.47119818819597,97.55788249822567,96.84447807437019
88,96.4942543773257,97.49928625866208,97.5605472753982,96.84517593406359
89,96.49475726618556,97.51106684569814,97.56194885534778,96.84532897966156
90,96.56487890672726,97.53003914176104,97.56767635744642,96.8455671384189
91,96.57090755669583,97.53429433324222,97.56895590562912,96.84572995947384
92,96.58112998297517,97.58737709986443,97.57364094211023,96.84582913220999
93,96.5953472152774,97.5928027019897,97.5769844914917,96.84603481846118
94,96.60819838691104,97.6144248009299,97.57793485464897,96.84649841628904
95,96.61309038156843,97.63342499898268,97.58064567649679,96.84669596890137
96,96.6160326458558,97.66313307599344,97.58952392655712,96.84683083812152
97,96.62584739875484,97.67325434943832,97.590382138085,96.84700947694935
98,96.63619865037236,97.69083323376809,97.59145840334351,96.84724444840604
99,96.6381570661365,97.69967444083173,97.59873157169929,96.84741439964854
100,96.63945691224133,97.73222248568517,97.60053578173331,96.84769368266957
101,96.66350140809071,97.73503657630363,97.60161577990857,96.84795842063619
102,96.69010874170891,97.76336124562006,97.60576694991374,96.84815189536276
103,96.69083350660334,97.76460556015357,97.60641562616053,96.84825880292146
104,96.69096473492192,97.79451811086842,97.60717497746565,96.84836972890396
105,96.69382805007243,97.79678896189364,97.60918228573472,96.84860321607206
106,96.69524387728902,97.80245547050244,97.61027954491264,96.84880268218151
107,96.69795129778599,97.80368029774048,97.61195068488269,96.84886765219368
108,96.69930404459495,97.81440079289628,97.61286759170851,96.84908861729294
109,96.70091318595459,97.81875119543842,97.6134856784678,96.84919030591915
110,96.70210665657198,97.83174912681426,97.61435513501654,96.84925176040524
111,96.70245931754016,97.83391658094533,97.6162591482432,96.84944302115515
112,96.70829498255465,97.85618825679171,97.61735991318109,96.84955714677935
113,96.70862355982679,97.87038726656395,97.61792572883229,96.84963279800354
114,96.72420894027282,97.87461736136174,97.62066596399458,96.85000039862227
115,96.72428921111066,97.87903973032067,97.62187411654006,96.85006483121535
116,96.72440152794478,97.90076435533798,97.62407460446056,96.85015180071133
117,96.72801038018154,97.90286609530538,97.6277577950146,96.85023497812128
118,96.72849405151382,97.94950195336448,97.63027009467066,96.85030481257947
119,96.72857305301416,97.9521949715747,97.63063168091927,96.85041841520487
120,96.7291797820655,97.95662189888178,97.63148731455892,96.85048857351926
121,96.73410836643092,97.96693330579309,97.63170674396184,96.85071145353373
122,96.75831626217392,97.97217901749502,97.63211890507898,96.85076547078266
123,96.76121161969581,97.9726401786855,97.63231095377176,96.85082010152027
124,96.7613785690407,97.99269660716422,97.63294488930732,96.85087642770061
125,96.76146706347207,97.99329387058243,97.63484736362895,96.85094449596512
126,96.76569619763897,98.00654667294843,97.63516653557419,96.8510002959927
127,96.76624209878814,98.00742418835972,97.63587491318367,96.85106187066577
128,96.77742287817786,98.01446841025061,97.63627659818755,96.85112135918074
129,96.77747179002787,98.01481476731936,97.63643740178053,96.85117949547295
130,96.79939323059831,98.0278869571885,97.66330151080659,96.85122767314594
131,96.79999960192941,98.02981228285677,97.66374055991666,96.85129192813471
132,96.84688866787249,98.03114023629759,97.66400690701626,96.85135266687809
133,96.87007054702477,98.03672939197025,97.66418445989208,96.85139020364241
134,96.87225255372219,98.05251458590763,97.6645377101535,96.85142245220037
135,96.87429697606835,98.05676962258178,97.66495942855747,96.85145717461414
136,96.87437270009384,98.07284978016247,97.66574876127366,96.85150262636999
137,96.87441621120189,98.07379041814298,97.66604825750338,96.85155934356932
138,96.8802287988316,98.07797582367876,97.6670717814309,96.85159634518355
139,96.88316618151671,98.07813224170195,97.66719299049056,96.85165714597917
140,96.88352283973494,98.0925905262224,97.66728392495995,96.85168857236317
141,96.91420851592548,98.09286234217974,97.6687600617112,96.85173653860325
