Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.011037859084622768,0.0,0.0,0.0,0.0,0.0
8,0.08692378513197052,0.0,0.0,0.0,0.0,0.0
9,0.40103986561106,0.0,0.0,0.0,0.0,0.0
10,0.9911114144463223,0.0,0.0,0.0,0.0,0.0
11,1.9198952372947042,0.0011373478733479184,0.0,0.0,0.0,0.0
12,3.1271057901927315,0.05065893601519676,0.0,0.0,0.0,0.0
13,4.229334396543923,0.10818994501334711,0.0,0.0,0.0,0.0
14,5.806187850370005,0.10818994501334711,0.0,0.0,0.0,0.0
15,7.287510741532264,0.2748140830092124,0.0,0.0,0.0,0.0
16,9.383358983892219,0.5682633633259399,0.0,0.0,0.0,0.0
17,10.452661244655053,0.7149536560989309,0.0,0.0,0.0,0.0
18,12.097356053395341,1.3083894318802534,0.03591534370552746,0.0,0.0,0.0
19,13.633099025778101,1.5458067549738859,0.03591534370552746,0.0,0.0,0.0
20,15.08560533668734,2.606438109619437,0.03591534370552746,0.0,0.0,0.0
21,16.483353430614102,3.781719267278543,0.03591534370552746,0.0,0.0,0.0
22,18.195382251741908,4.717093286616859,0.05222843836653235,0.0,0.0,0.0
23,19.86335437473788,5.33002087730777,0.05222843836653235,0.0,0.0,0.0
24,21.55728550875123,6.354998328812234,0.1386024506839657,0.0,0.0,0.0
25,23.213719405095635,7.285166433583577,0.1386024506839657,0.0,0.0,0.0
26,24.47918021372609,8.17345363592439,0.16277249476500405,0.0,0.0,0.0
27,25.332313492181825,9.472369226957289,0.16277249476500405,0.0,0.0,0.0
28,26.64313957702713,10.47219319650245,0.17781142765023378,0.0,0.0,0.0
29,27.643809567502934,11.969073199399986,0.17781142765023378,0.0,0.0,0.0
30,28.80487975038654,12.821270583611286,0.28119629588759154,0.0,0.0,0.0
31,29.874182509627943,14.026168038301282,0.28119629588759154,0.0,0.0,0.0
32,31.107201623774756,15.075309646841264,0.7571867864343291,0.0,0.0,0.0
33,32.007545122015884,16.924757392076046,0.7571867864343291,0.0,0.0,0.0
34,33.214610116024204,17.835040844948505,1.0625725631029654,0.0,0.0,0.0
35,33.909919334394225,18.845093732549973,1.0625725631029654,0.0,0.0,0.0
36,34.87700424897431,19.88198219221756,1.688920990944932,0.10290862125639583,0.02184497014797301,0.0
37,35.86832330651597,21.04704692660328,1.688920990944932,0.10290862125639583,0.02184497014797301,0.0
38,36.83856992754317,22.250753349398533,2.2879149674505057,0.10290862125639583,0.02184497014797301,0.0
39,37.87864244612509,23.609645549063334,2.2879149674505057,0.17399447770226684,0.02184497014797301,0.0
40,38.450706957829965,24.37007032673782,2.872057563914265,0.17399447770226684,0.15140127130036637,0.0058887059499060776
41,39.08143539594496,25.080145719911627,2.872057563914265,0.17399447770226684,0.15140127130036637,0.0058887059499060776
42,40.04608157673068,25.797024619798954,3.687643427416097,0.6249183503582522,0.15140127130036637,0.0058887059499060776
43,40.55106446736785,26.980278325182823,3.687643427416097,0.6249183503582522,0.15140127130036637,0.0058887059499060776
44,41.0675603399923,27.67475786602789,4.359004628834996,0.6249183503582522,0.18395696763778488,0.0058887059499060776
45,41.80881039522032,28.49727559276912,4.359004628834996,0.9206725267120415,0.18395696763778488,0.0058887059499060776
46,42.76806789786317,29.58395424067699,5.851309455448284,0.9206725267120415,0.18395696763778488,0.0058887059499060776
47,43.466964663661315,30.497538294386022,5.851309455448284,0.9206725267120415,0.18395696763778488,0.0058887059499060776
48,43.878412659611065,31.146657877387522,7.038490583081317,1.2540014754720872,0.21150459060029358,0.0058887059499060776
49,44.44803353546402,32.01738804046602,7.038490583081317,1.2540014754720872,0.21150459060029358,0.0058887059499060776
50,44.90649038471372,32.873424429627455,8.01528720675801,1.2540014754720872,0.21150459060029358,0.026366263390967714
51,45.409162884802534,33.75801403544214,8.01528720675801,1.7909176412532553,0.21150459060029358,0.026366263390967714
52,46.00871141706122,34.558968578481995,9.580726115334363,1.7909176412532553,0.49502453220880394,0.026366263390967714
53,46.741530953747414,35.34205970130659,9.580726115334363,1.7909176412532553,0.49502453220880394,0.026366263390967714
54,47.03019081619493,36.199813014897906,10.591789110066633,2.5514594677724545,0.49502453220880394,0.026366263390967714
55,47.38936652136198,36.98583626853403,10.591789110066633,2.5514594677724545,0.49502453220880394,0.06636880427545824
