Comparison stage no.,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize100//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize300//,data//output//runtimePerformance//DECMO2//SolutionSetSize400//,data//output//runtimePerformance//DECMO2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.01680719219648684,0.0,0.0,0.0,0.0,0.0
8,0.08892702450139381,0.0,0.0,0.0,0.0,0.0
9,0.26574088896557824,0.0,0.0,0.0,0.0,0.0
10,0.5823130028892177,3.163226542634542E-5,0.0,0.0,0.0,0.0
11,1.2603566477983996,0.0027226366342876984,0.0,0.0,0.0,0.0
12,2.4746790215123475,0.010899527229839188,0.0,0.0,0.0,0.0
13,4.091118705486889,0.03120835887358907,0.0,0.0,0.0,0.0
14,6.279160555105301,0.12273280920547798,0.0,0.0,0.0,0.0
15,9.186194507580211,0.2851173117702401,0.0,0.0,0.0,0.0
16,12.25110806213195,0.8024928795081944,2.683057260224627E-4,0.0,0.0,0.0
17,15.486720679955084,1.5498228035261148,2.683057260224627E-4,0.0,0.0,0.0
18,18.94389382105922,2.6998643724024736,2.683057260224627E-4,0.0,0.0,0.0
19,22.465392870203004,4.510436050357902,2.683057260224627E-4,0.0,0.0,0.0
20,25.970362939877656,7.000055322409147,0.0011866567063462774,0.0,0.0,0.0
21,29.395944613311535,9.631374325608284,0.0011866567063462774,0.0,0.0,0.0
22,32.195156200320966,13.032207259621053,0.007464616956571137,0.0,0.0,0.0
23,35.29675862349444,16.1085012869637,0.007464616956571137,0.0,0.0,0.0
24,38.424364990524424,19.64390199435688,0.053419899327002945,7.514492498882197E-4,0.0,0.0
25,40.045723182647976,23.42752620156585,0.053419899327002945,7.514492498882197E-4,0.0,0.0
26,43.137736775268564,26.615273430981485,0.3690427108107183,7.514492498882197E-4,0.0,0.0
27,46.22608148331132,30.311504166202003,0.3690427108107183,0.005399179554072377,0.0,0.0
28,48.86802809211979,33.593619100649036,1.372037035623172,0.005399179554072377,0.0,0.0
29,51.474286298252395,37.07006437270675,1.372037035623172,0.005399179554072377,0.0,0.0
30,53.86645987250266,40.46719701364328,3.0826293591539757,0.04925460914661484,0.0,0.0
31,56.17599845101064,43.378412995832804,3.0826293591539757,0.04925460914661484,0.0,0.0
32,58.399310055440964,46.25571014327088,5.465920367579382,0.04925460914661484,0.0,0.0
33,60.52253120978449,48.99162093898454,5.465920367579382,0.16428287598126662,0.0,0.0
34,62.3086576556137,51.93394129292979,9.096246359942896,0.16428287598126662,0.0,0.0
35,63.97381269859041,54.3649980364395,9.096246359942896,0.16428287598126662,0.0,0.0
36,65.30381058382747,56.7639816859357,13.894473229835974,0.49039256510933243,0.004665773596889668,0.0
37,66.63484767655899,59.02371314323064,13.894473229835974,0.49039256510933243,0.004665773596889668,0.0
38,67.73797894372741,61.25786699846948,20.121567569055344,0.49039256510933243,0.004665773596889668,0.0
39,68.8074473955568,62.919205664233615,20.121567569055344,1.2717686254976948,0.004665773596889668,0.0
40,69.8623129630628,64.76773193287715,26.051367616785186,1.2717686254976948,0.02529674850059215,0.0019614907730043252
41,70.66015117324032,66.49662164727643,26.051367616785186,1.2717686254976948,0.02529674850059215,0.0019614907730043252
42,71.53708640514103,68.04802044761878,32.54539556374394,3.345799157511193,0.02529674850059215,0.0019614907730043252
43,72.43646582988458,69.37480636607701,32.54539556374394,3.345799157511193,0.02529674850059215,0.0019614907730043252
44,73.13934249187305,70.88746083403161,39.27919517003536,3.345799157511193,0.30181265604571317,0.0019614907730043252
45,73.8540743613031,72.19978280040252,39.27919517003536,6.300089733008376,0.30181265604571317,0.021292593283866502
46,74.41949220543759,73.32917119584337,45.20222172622974,6.300089733008376,0.30181265604571317,0.021292593283866502
47,74.8790202279885,74.20984311609641,45.20222172622974,6.300089733008376,0.30181265604571317,0.021292593283866502
48,75.27674548258904,75.201961580242,50.87292899939363,10.184171227740173,1.0724372986256332,0.021292593283866502
49,75.83077103635573,76.11702703649746,50.87292899939363,10.184171227740173,1.0724372986256332,0.021292593283866502
50,76.17380729899342,76.85545897114012,56.39939572878696,10.184171227740173,1.0724372986256332,0.07678555241054355
51,76.24827052651356,77.46951655849516,56.39939572878696,15.50782221075771,1.0724372986256332,0.07678555241054355
52,76.51546484574158,78.27523143416403,60.84202209653642,15.50782221075771,2.3284127182324363,0.07678555241054355
53,76.89854081223605,78.97499802350528,60.84202209653642,15.50782221075771,2.3284127182324363,0.07678555241054355
54,77.1466994679152,79.60845749850546,65.3876617580572,22.181824704381192,2.3284127182324363,0.07678555241054355
