Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,1.7673724698025635,1.9996761849792977,2.994645278393735,4.410304647337613,3.067222522010035,2.342463014275341,2.2220226774058776
1,1.7673724698025635,1.9996761849792977,2.994645278393735,4.410304647337613,3.067222522010035,2.342463014275341,2.2220226774058776
2,1.7673724698025635,4.762426082605921,3.97444672238782,4.410304647337613,4.896995377665401,3.66558589842395,3.4159808250246524
3,1.7673724698025635,4.762426082605921,3.97444672238782,4.410304647337613,4.896995377665401,3.66558589842395,3.4159808250246524
4,3.779134415635843,8.210202820978441,4.8131367954409745,4.410304647337613,7.67479506982953,7.801022735456913,9.614221852108368
5,3.779134415635843,8.210202820978441,4.8131367954409745,4.410304647337613,7.67479506982953,7.801022735456913,9.614221852108368
6,8.517885106971962,11.698460859258638,6.1813336771636,6.072643014477412,11.008853622394923,12.030619759441139,16.923195372303095
7,8.517885106971962,11.698460859258638,6.1813336771636,9.79997446901163,11.008853622394923,12.030619759441139,16.923195372303095
8,11.809179322917094,16.027923499118486,8.898682523347816,15.381226060993736,14.429386945685371,17.051510786671432,23.158790708146327
9,11.809179322917094,16.027923499118486,8.898682523347816,19.043408767687612,14.429386945685371,17.051510786671432,23.158790708146327
10,15.778807627946097,20.911474231611106,10.626207828927583,22.488392560014457,18.120150857795608,21.851529416754108,29.458653423228952
11,15.778807627946097,20.911474231611106,10.626207828927583,26.12403872752494,18.120150857795608,21.851529416754108,29.458653423228952
12,20.29962077709225,25.397817449834143,13.261207676156946,29.834630175778752,22.399882950938316,26.418669517918207,35.279403976900824
13,20.29962077709225,25.397817449834143,13.261207676156946,33.65120358540428,22.399882950938316,26.418669517918207,35.279403976900824
14,24.308724349256316,29.857048296810067,15.923479192970774,36.92164104792199,26.910016782238444,30.90769248869114,40.46505718032222
15,24.308724349256316,29.857048296810067,15.923479192970774,40.38331924973121,26.910016782238444,30.90769248869114,40.46505718032222
16,28.121297273374402,34.814544108712255,18.62478596305071,43.32984855490997,30.259652880131437,35.464999146760945,45.163171299494444
17,28.121297273374402,34.814544108712255,18.62478596305071,45.45303232859373,30.259652880131437,35.464999146760945,45.163171299494444
18,32.49584535041732,38.78700317740378,20.820998875423467,47.802102860175324,33.95978055774621,39.682365374569144,49.2573037411801
19,32.49584535041732,38.78700317740378,20.820998875423467,49.90542534860728,33.95978055774621,39.682365374569144,49.2573037411801
20,36.29959877184738,42.3309532837867,23.305096131322838,52.156879424212896,37.21510613661551,43.58236593120345,52.82091045996996
21,36.29959877184738,42.3309532837867,23.305096131322838,53.79338247434997,37.21510613661551,43.58236593120345,52.82091045996996
22,39.61628897711331,45.83448639850509,26.573703480615052,55.370701528006016,40.98569816963338,47.08343152835429,55.99604673869349
23,39.61628897711331,45.83448639850509,26.573703480615052,56.803065915283455,40.98569816963338,47.08343152835429,55.99604673869349
24,43.128677751848564,48.801033268535285,29.23071510447516,58.168449005418225,44.14561264644403,50.2885110571219,58.868460843672366
25,43.128677751848564,48.801033268535285,29.23071510447516,59.46595922605149,44.14561264644403,50.2885110571219,58.868460843672366
26,46.18273169718011,51.588179001493494,31.791058404673585,60.75100754961187,46.940207841045904,53.57669613486831,61.38449163499642
27,46.18273169718011,51.588179001493494,31.791058404673585,61.77636333192626,46.940207841045904,53.57669613486831,61.38449163499642
28,49.323538635733065,54.261172581712316,34.16361185122394,62.75757301642344,49.522842032791964,56.20309239608071,63.57682120143019
29,49.323538635733065,54.261172581712316,34.16361185122394,63.666807301946484,49.522842032791964,56.20309239608071,63.57682120143019
30,51.92188726010251,56.68943689038218,36.3273864370622,64.59441075914607,52.05285198791886,58.64866936105639,65.63789030443256
31,51.92188726010251,56.68943689038218,36.3273864370622,65.549433346714,52.05285198791886,58.64866936105639,65.63789030443256
32,54.11757153051677,58.990535048054525,38.39764078346973,66.2674252107761,54.28512241412409,60.7044933784574,67.66388619730205
33,54.11757153051677,58.990535048054525,38.39764078346973,66.89962248569444,54.28512241412409,60.7044933784574,67.66388619730205
34,56.52870541165173,60.939142763010004,40.64172903064669,67.60285770695272,56.35077480373828,62.70936317579252,69.36954950846736
35,56.52870541165173,60.939142763010004,40.64172903064669,68.20013686003692,56.35077480373828,62.70936317579252,69.36954950846736
36,58.70650687913539,62.78251353682799,42.30628031866455,68.76416783254275,58.170192919210386,64.45875685314246,70.92558285981836
37,58.70650687913539,62.78251353682799,42.30628031866455,69.34444974250552,58.170192919210386,64.45875685314246,70.92558285981836
38,60.81996210779062,64.55682169303242,44.035905059265716,69.86793625304048,60.0652269692466,66.17609783021054,72.22211427025309
39,60.81996210779062,64.55682169303242,44.035905059265716,70.38695703294512,60.0652269692466,66.17609783021054,72.22211427025309
40,62.533908755258196,66.08752103545051,46.13938178390646,70.82407374247114,61.47202181908277,67.71188958794954,73.33556852261397
41,62.533908755258196,66.08752103545051,46.13938178390646,71.17460888280642,61.47202181908277,67.71188958794954,73.33556852261397
42,64.11503954910513,67.46989253099619,48.097095827899224,71.61673529720343,63.076319657702506,69.14339163172389,74.41454566713934
43,64.11503954910513,67.46989253099619,48.097095827899224,72.04791991698556,63.076319657702506,69.14339163172389,74.41454566713934
44,65.50526001986802,68.8058492590852,49.857864149630416,72.452158348674,64.43487015099711,70.49991925499967,75.43400284088611
45,65.50526001986802,68.8058492590852,49.857864149630416,72.89833994330296,64.43487015099711,70.49991925499967,75.43400284088611
46,66.87500684430192,70.05688643556653,51.31431146645193,73.30891452943364,65.80652705802278,71.64721805188083,76.34499484035233
