Comparison stage no.,data//output//runtimePerformance//DECMO2++//SolutionSetSize50//,data//output//runtimePerformance//DECMO2++//SolutionSetSize100//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize300//,data//output//runtimePerformance//DECMO2++//SolutionSetSize400//,data//output//runtimePerformance//DECMO2++//SolutionSetSize500//
0,0.0,0.007864078553719752,0.0,0.0016473272150631716,0.07621593546764113,0.010352885622688043
1,0.5386005091340362,0.018482241136773866,0.0,0.0016473272150631716,0.07621593546764113,0.010352885622688043
2,4.443922428443501,0.33998965473020804,0.022600114837660445,0.0016473272150631716,0.07621593546764113,0.010352885622688043
3,14.915970258307393,1.5882312076660385,0.022600114837660445,0.01473578854693687,0.07621593546764113,0.010352885622688043
4,24.664739477087014,4.989917161929403,0.7100610308304005,0.01473578854693687,0.1341342077296769,0.010352885622688043
5,33.552180893120884,11.279410362886786,0.7100610308304005,0.01473578854693687,0.1341342077296769,0.21077283306534716
6,41.26439731728154,17.43545943079554,3.835645348368118,0.9122564218416667,0.1341342077296769,0.21077283306534716
7,47.43574591118371,24.195799743643903,3.835645348368118,0.9122564218416667,0.1341342077296769,0.21077283306534716
8,52.20999397469578,29.883631585444725,9.630116615689701,0.9122564218416667,1.673722794827965,0.21077283306534716
9,56.24028872571735,35.36252232067538,9.630116615689701,5.548980759577254,1.673722794827965,0.21077283306534716
10,60.10895625388118,40.390922875977466,17.563944493073173,5.548980759577254,1.673722794827965,1.8937598535556335
11,63.51248470212284,44.723541930654854,17.563944493073173,5.548980759577254,1.673722794827965,1.8937598535556335
12,66.74974774012222,48.572760343577556,26.295791873916492,13.322077503064254,7.479775063139347,1.8937598535556335
13,69.28592190415466,51.61279174186818,26.295791873916492,13.322077503064254,7.479775063139347,1.8937598535556335
14,71.2823832803634,54.590541298972695,33.80109840657227,13.322077503064254,7.479775063139347,1.8937598535556335
15,73.07392747485763,57.44010294350807,33.80109840657227,22.98300600618682,7.479775063139347,9.447388701758047
16,74.67720366417538,59.90535931112929,40.38530420778461,22.98300600618682,16.84309385178738,9.447388701758047
17,76.09239996588006,62.19685610187297,40.38530420778461,22.98300600618682,16.84309385178738,9.447388701758047
18,77.38090973803892,64.47736497922426,45.615772781058524,31.683980802827556,16.84309385178738,9.447388701758047
19,78.50359052692902,66.45196675125861,45.615772781058524,31.683980802827556,16.84309385178738,9.447388701758047
20,79.5160835548431,68.34755857899253,50.389973698073945,31.683980802827556,25.98098524251921,18.044404773340506
21,80.41921852225563,69.93959871341808,50.389973698073945,39.25685546650858,25.98098524251921,18.044404773340506
22,81.18921745375339,71.73003550097646,54.573144297811595,39.25685546650858,25.98098524251921,18.044404773340506
