Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.012814576104117669
15,0.0,0.012814576104117669
16,0.0,0.12218815181925254
17,0.0,0.12218815181925254
18,0.0,0.7937742741421364
19,0.0,0.7937742741421364
20,0.0,3.2324639629096956
21,0.0,3.2324639629096956
22,0.0,6.901988272230073
23,0.0,6.901988272230073
24,0.0,12.969961699892195
25,0.0,12.969961699892195
26,0.0,19.69598764387519
27,0.0,19.69598764387519
28,0.0,27.770611884597095
29,0.0,27.770611884597095
30,6.680033766484468E-5,35.174894285296375
31,6.019395587520469E-5,35.174894285296375
32,8.050577815514324E-5,42.16211331334859
33,6.893216016428746E-5,42.16211331334859
34,6.893216016428746E-5,48.83195997879555
35,2.509131481432208E-4,48.83195997879555
36,1.5011397699170182E-4,55.184190758141185
37,8.719206076101795E-4,55.184190758141185
38,8.719206076101795E-4,60.87346326647152
39,0.0013864387554907605,60.87346326647152
40,0.0011372755874110567,66.36392890788602
41,0.0014719122823986573,66.36392890788602
42,0.001759289047433354,70.80556569209638
43,0.0034943794590577364,70.80556569209638
44,0.004467795649792955,74.66667130682148
45,0.004907133387845123,74.66667130682148
46,0.005712731523867448,77.90371531653568
47,0.006915939476236548,77.90371531653568
48,0.006730054376153673,80.97233178061148
49,0.007837363770747261,80.97233178061148
50,0.011107567318639176,83.46752545621882
51,0.011504153562686872,83.46752545621882
52,0.01367758104409935,85.63043514931631
53,0.014271923747859483,85.63043514931631
54,0.01471578369001105,87.46477220361739
55,0.016209800747835002,87.46477220361739
56,0.019855380733628938,89.11355221862401
57,0.021182779930802254,89.11355221862401
58,0.022416483420398012,90.43568663710502
59,0.035331424499563294,90.43568663710502
60,0.049581918370216894,91.61227763726451
61,0.057478536604271116,91.61227763726451
62,0.06810077602664322,92.55950634671771
63,0.07442193171648591,92.55950634671771
64,0.08047010844855478,93.4074307862009
65,0.09554622845064735,93.4074307862009
66,0.10808943255895727,94.1253741419042
67,0.15055955178615968,94.1253741419042
68,0.16593931077305674,94.75765027532735
69,0.1770093074275518,94.75765027532735
70,0.19503680702412649,95.27682445869874
71,0.19967946756037241,95.27682445869874
72,0.21822563835957473,95.72060189774527
73,0.24188454516509184,95.72060189774527
74,0.27116006843745233,96.1018087421617
75,0.2961427423555813,96.1018087421617
76,0.3226875180036531,96.4537424884581
77,0.3542561556827327,96.4537424884581
78,0.38106660266320663,96.7356273784781
79,0.41105050020823686,96.7356273784781
80,0.4455058150013137,96.98184134565142
81,0.48462727739419165,96.98184134565142
82,0.5058812670453114,97.19419839270017
83,0.5348276099692825,97.19419839270017
84,0.5814531061488785,97.39128226371581
85,0.6169367864251437,97.39128226371581
86,0.6509118411378686,97.54834153185233
87,0.7249493454610884,97.54834153185233
88,0.7607613004332847,97.70126267184172
89,0.8060482750687094,97.70126267184172
90,0.8669534225498934,97.83292487629818
91,0.9278210637179471,97.83292487629818
92,0.9843492237512568,97.95795958641719
93,1.0471522487213238,97.95795958641719
94,1.133528332176537,98.05966990520146
95,1.2256861523843872,98.05966990520146
96,1.326413293963527,98.15741145410865
97,1.4180915468730413,98.15741145410865
98,1.5063197973725064,98.2438091053634
99,1.5810959317799491,98.2438091053634
100,1.7165299996791001,98.32449910714676
101,1.8437322638921825,98.32449910714676
102,1.9644498304742712,98.39783065902995
103,2.089134479983272,98.39783065902995
104,2.2593829480805105,98.46263192304644
105,2.358816921633425,98.46263192304644
106,2.4786360027953456,98.52790371052812
107,2.5976287190617526,98.52790371052812
108,2.7536277119537393,98.58531891525286
109,2.905657040231551,98.58531891525286
110,3.0516952429626087,98.63217868157112
111,3.2466149613032362,98.63217868157112
112,3.4543283476663076,98.68333431162752
113,3.6489935669261175,98.68333431162752
114,3.8494126283443326,98.72872502486129
115,4.082088570559893,98.72872502486129
116,4.304002736545241,98.76654585938313
117,4.528959586227028,98.76654585938313
118,4.731792075871267,98.80710518858464
119,5.031535161551937,98.80710518858464
120,5.279574632385466,98.8456352607726
121,5.510137131784829,98.8456352607726
122,5.792226821440636,98.8820483742212
123,6.037892083822296,98.8820483742212
124,6.300354864667004,98.91439714496347
125,6.547251783730074,98.91439714496347
126,6.824592546658578,98.94822105212992
127,7.079076892184879,98.94822105212992
128,7.383333730214246,98.97307935544198
129,7.684019164637837,98.97307935544198
130,8.052090970264224,99.00610620147846
131,8.345363310630223,99.00610620147846
132,8.658819686646416,99.02589113182789
133,9.082296256279715,99.02589113182789
134,9.501724806335476,99.05648360594833
135,9.896565594601336,99.05648360594833
136,10.258489448571108,99.07291408943992
137,10.627263438190282,99.07291408943992
138,10.988161996391007,99.09728134291933
139,11.300246048047285,99.09728134291933
140,11.691171167578323,99.11713121022399
141,12.116481028855201,99.11713121022399
142,12.511609669733001,99.13787110816783
143,12.962107862393212,99.13787110816783
144,13.397966100159216,99.15229499252263
145,13.853509100965391,99.15229499252263
146,14.316346315927763,99.18012576737758
147,14.741483010762725,99.18012576737758
148,15.164449954419187,99.19542223322787
149,15.593623380614229,99.19542223322787
150,16.04099511413513,99.21784422014473
151,16.420298733647062,99.21784422014473
152,16.87729778152752,99.2309767298215
153,17.38827638548134,99.2309767298215
154,17.9156499339579,99.25478901997644
155,18.334570266336396,99.25478901997644
156,18.81018059921243,99.27019626098149
157,19.234244029223984,99.27019626098149
158,19.70775107613293,99.29307783219399
159,20.189753089475143,99.29307783219399
160,20.682600757056992,99.30287145352578
161,21.122579699379383,99.30287145352578
162,21.613260759851876,99.32521027431201
163,22.173552250351545,99.32521027431201
164,22.65290096883338,99.34008989786885
165,23.167985238241574,99.34008989786885
166,23.6196953145056,99.35919759268815
167,24.060890199441907,99.35919759268815
168,24.527235964597512,99.37374965411014
169,25.041672104931607,99.37374965411014
170,25.493792958068244,99.39064747370841
171,25.955874060738743,99.39064747370841
172,26.416723482128045,99.40125651417972
173,26.909349566578182,99.40125651417972
174,27.41799792445876,99.41567732944749
175,27.868640922593446,99.41567732944749
176,28.351874263891265,99.42561375422595
177,28.811532594681307,99.42561375422595
178,29.279967014651188,99.4398631696122
179,29.7144962716765,99.4398631696122
180,30.208795744596344,99.4519330517587
181,30.685052098340464,99.4519330517587
182,31.163126060614882,99.46351328071684
183,31.696983364285185,99.46351328071684
184,32.1903752699493,99.47319312484076
185,32.73857964311049,99.47319312484076
186,33.17002012523564,99.48519180553566
187,33.682673700673696,99.48519180553566
188,34.20597402688528,99.49538459620612
189,34.73437779447648,99.49538459620612
190,35.28051363793647,99.50506670964347
191,35.802745736588946,99.50506670964347
192,36.29739334108232,99.51274316541712
193,36.860914285351086,99.51274316541712
194,37.37609893747197,99.52074262621784
195,37.93377956372371,99.52074262621784
196,38.40646568385184,99.52840963197274
197,38.89966952562347,99.52840963197274
198,39.44018552306695,99.53496251714205
199,39.92498174500212,99.53496251714205
200,40.41089445642889,99.54373472264179
201,40.89549562310539,99.54373472264179
202,41.386592262407895,99.55159189067417
203,41.84846067747358,99.55159189067417
204,42.3037947953631,99.55757628454691
205,42.791838771950644,99.55757628454691
206,43.30506071314125,99.56445161431186
207,43.822067123081766,99.56445161431186
208,44.29181080855768,99.5726401353627
209,44.76071104356019,99.5726401353627
210,45.23333587204863,99.57844908806783
211,45.62252013365392,99.57844908806783
212,46.07085115821495,99.58440076197707
213,46.49228237886164,99.58440076197707
214,46.899641504826654,99.58895599847493
215,47.34895476493933,99.58895599847493
216,47.77743778838144,99.59428074266357
217,48.20591303953458,99.59428074266357
218,48.669590954233335,99.59942150532802
219,49.18522306589382,99.59942150532802
220,49.660152311043404,99.60530776033194
221,50.15928683223561,99.60530776033194
222,50.612908734920794,99.6090006568769
223,51.0477409713167,99.6090006568769
224,51.46219606954281,99.61476950761167
225,51.90963854980133,99.61476950761167
226,52.39232791475923,99.61891686904876
227,52.856072714130995,99.61891686904876
228,53.29135081475894,99.62333199831808
229,53.759802786458486,99.62333199831808
230,54.20539663585811,99.62718281884605
231,54.635343826324224,99.62718281884605
232,55.10080068530182,99.63127693613721
233,55.510081796957024,99.63127693613721
234,55.923480019162184,99.63449003390414
235,56.34991322766002,99.63449003390414
236,56.81320745002504,99.63714255746277
