Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//
0,60.90593579807829,60.73317509827799
1,64.43871668093986,64.27288577400056
2,65.99000382696534,66.443903403493
3,67.18435045359759,67.92226327321447
4,69.0265641897716,69.20856747012884
5,70.47189702187221,70.31498908307168
6,72.42090722715162,72.35673877587791
7,73.76962028744971,73.95558243473349
8,75.25605138801035,75.74864822478386
9,76.50004190228364,77.68725382421282
10,78.0985958463585,79.01072399873857
11,79.34497933566333,80.39923494937227
12,80.93335537475386,81.88704334119741
13,81.88267184402535,83.0044910500003
14,82.97296918790775,84.05978593748546
15,83.95543773297258,84.90553243895368
16,85.09549177361782,85.93503082205473
17,85.85500330353071,86.80356205554057
18,86.98042280634398,87.50210536078045
19,87.66233669268847,88.02710725351872
20,88.3731057856688,88.55225993236714
21,88.92552580811106,89.11823972327889
22,89.6750689525277,89.58199727607143
23,90.25697227217458,89.97909307518147
24,90.90254463408044,90.41978386057895
25,91.33705630003233,90.76665289142908
26,91.89628529180162,91.13090993314856
27,92.34761688934499,91.46601000121588
28,92.75356011024715,91.7476039387781
29,93.03636437530251,92.04648417166946
30,93.33697267220695,92.39699324941637
31,93.62101261547257,92.72913853571427
32,93.8620295852062,93.00316170248578
33,94.05055960178882,93.24863119598986
34,94.29758138743395,93.4464918592813
35,94.50884867728047,93.62678630524518
36,94.69885226662069,93.80565108600845
37,94.8315478273871,93.99786515794197
38,95.01323522242832,94.24396691371928
39,95.1368806420907,94.4110795547824
40,95.32911657485256,94.5607846738262
41,95.4575338374243,94.72788004442684
42,95.5741814335224,94.85629966718469
43,95.66533666153259,95.01821032898489
44,95.79209692527218,95.14167111101632
45,95.90024681361582,95.22570976412506
46,96.00318606273899,95.34542530090465
47,96.07955879348404,95.45907571977236
48,96.1634884544224,95.53458007425733
49,96.26272622826293,95.6300376520443
50,96.32849397386421,95.71205778982811
51,96.39108230258613,95.80206768015175
52,96.47068209241961,95.88430328698192
53,96.53258097051237,95.95649823794061
54,96.59106002587482,96.01716781352597
55,96.67312539227437,96.06106538395707
56,96.72300507118004,96.10838570879083
57,96.78287197571133,96.1796124487449
58,96.83781978327106,96.2431252178005
59,96.86886274921106,96.31222812454622
60,96.9081728369552,96.36377695566814
61,96.95445249577048,96.42058982355024
62,97.01639468574447,96.47322316871606
63,97.05422941243133,96.50780707946706
64,97.11959277843602,96.53859696342874
65,97.13834198565425,96.55796077105363
66,97.18295755742251,96.59714850219967
67,97.23553593242644,96.63591527119367
68,97.2810861387828,96.68521352720543
69,97.30423588599349,96.70926168233059
70,97.33849024836518,96.73060372256722
71,97.36124595423635,96.76064924444206
72,97.40141882202032,96.77712218024855
73,97.42072064909324,96.79754739397548
74,97.44669358984987,96.81671100978942
75,97.47258840748395,96.83741354697352
76,97.50473112523059,96.86282266862679
77,97.53153561657453,96.88923567548787
78,97.55949359213575,96.90704124946697
79,97.57845222236426,96.92722579076549
80,97.60340587816079,96.95350399606184
81,97.63228552567496,96.97052878804502
82,97.65699244146171,96.98120399972987
83,97.68416575778424,96.9940628901487
84,97.70168536495316,97.00688883608665
85,97.71904075002578,97.014771198237
86,97.73344378106047,97.02480966129808
87,97.7476224879314,97.03513251821792
88,97.75455999664493,97.0501120099377
89,97.77620753782573,97.06169116230207
90,97.78933721678652,97.06890965040364
91,97.79941060288755,97.0783700483146
92,97.81539531032709,97.09031675226012
93,97.82460935286473,97.09810476927468
94,97.83680127060627,97.10447753801955
95,97.847538815817,97.11291023376658
96,97.85646201046043,97.11731198775469
97,97.87871613703308,97.12646636951726
98,97.89534996585141,97.13802727556758
99,97.9027625095623,97.14489458029598
100,97.91883840266212,97.14849611017958
101,97.93585930718528,97.1541316351134
102,97.94496656323442,97.15992970948624
103,97.9533624415494,97.16344990317404
104,97.97355024657226,97.1677692357104
105,97.98439597191114,97.1733734357205
106,97.99470585654194,97.18243934722167
107,98.0086033690681,97.18609676987604
108,98.01363062178316,97.18884190018255
109,98.02080732099775,97.19448102662162
110,98.03928932347098,97.19785563761846
111,98.04648249082486,97.2019774505173
112,98.05313976777082,97.20560708360073
113,98.06030016740804,97.20833585448763
114,98.06841926058652,97.2133252777907
115,98.08187019802034,97.21595136210608
116,98.09071562731916,97.21866006526398
117,98.10446298334791,97.22165207217378
118,98.11376260228994,97.22439033084632
119,98.11924416376365,97.22735265264198
120,98.12577570485699,97.2302714902676
121,98.13131604809399,97.23262168887801
122,98.1414881814213,97.2351055588718
123,98.14561441490191,97.23693035952304
124,98.16058698605369,97.23884085638444
125,98.16985309773045,97.24150370883977
126,98.17839845033475,97.24452213704787
127,98.18436544969175,97.24744588359317
128,98.19003747427595,97.24863321772501
129,98.19342457245224,97.2510423034835
130,98.19897543677237,97.25308783851696
131,98.20192170932135,97.25678123578449
132,98.2038972066592,97.25894355711064
133,98.20855917313763,97.26042857058415
134,98.21224662131017,97.26244853410898
135,98.21597397342248,97.26450063481711
136,98.2214502012668,97.26594948148241
137,98.22859812007863,97.2670814406867
138,98.23800898022157,97.26850312216982
139,98.24384617658053,97.26953379170769
140,98.24509776688677,97.27138268792015
141,98.25101653902529,97.2728143318526
142,98.25494506255714,97.27414309414709
143,98.25745703722885,97.27567323269096
144,98.26059399634127,97.27670591158936
145,98.27134512886883,97.27785546889622
146,98.27389939591947,97.27941815051031
147,98.27568271752335,97.28092385767204
148,98.27852438403116,97.28233093061284
149,98.27980603344088,97.2835918748042
150,98.28489973003305,97.2845832432858
151,98.28831767426011,97.28542077347595
152,98.29138367780783,97.28643084637203
153,98.29426876245137,97.28750378576161
154,98.29666511642539,97.28853813685276
155,98.30402506625325,97.28952876353812
156,98.30731846751983,97.29091363753285
157,98.3094109776253,97.29240514538544
158,98.31231180019427,97.29305470119746
159,98.31407818022197,97.29400221384822
160,98.31922923205367,97.2946082925654
161,98.3204725496799,97.29559614179477
162,98.32256873323615,97.29640670841724
163,98.32786331259406,97.29761734877066
164,98.33269074406216,97.29833143891878
165,98.33477171901612,97.29950765888586
166,98.33750722530678,97.30010158257193
167,98.3404406881227,97.30114013011477
168,98.34392507927052,97.30174401360262
169,98.34735539848522,97.30251689411706
170,98.34867350722352,97.30340075131573
171,98.3501438287721,97.30386352971611
172,98.35316276965817,97.30458202953763
173,98.3558965126241,97.30562415350511
174,98.35848058042662,97.3060869393926
175,98.36022049321913,97.3068278406986
176,98.36242047839413,97.30726881085461
