Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.09520082721019384
21,0.0,0.0,0.09520082721019384
22,0.0,0.0,0.1404036247510609
23,0.0,0.0,0.1404036247510609
24,2.301669048184968E-4,0.0,0.31664592808481157
25,2.301669048184968E-4,0.0,0.31664592808481157
26,2.301669048184968E-4,0.02713690450017414,0.7634670587424208
27,2.301669048184968E-4,0.02713690450017414,0.7634670587424208
28,0.004056527467734582,0.14022987871610143,1.6507892318283455
29,0.004056527467734582,0.14022987871610143,1.6507892318283455
30,0.004056527467734582,0.45386800405073774,3.321810265691908
31,0.004056527467734582,0.45386800405073774,3.321810265691908
32,0.01735943353143378,0.9196436778519784,6.247795190517077
33,0.01735943353143378,0.9196436778519784,6.247795190517077
34,0.03573140825693714,1.7354996380231538,9.694039047231493
35,0.03573140825693714,1.7354996380231538,9.694039047231493
36,0.0837272644155665,3.308574300556924,13.503694570814718
37,0.0837272644155665,3.308574300556924,13.503694570814718
38,0.13372495887728494,5.627313241968603,17.269821802349224
39,0.13372495887728494,5.627313241968603,17.269821802349224
40,0.38334891087083256,7.738414797425058,21.767149183433993
41,0.38334891087083256,7.738414797425058,21.767149183433993
42,0.6273898325107456,10.753951569159055,25.679639955574775
43,0.6273898325107456,10.753951569159055,25.679639955574775
44,1.0559689058049753,14.056512563471077,29.46721451963118
45,1.0559689058049753,14.056512563471077,29.46721451963118
46,1.56314805767025,17.646168205944537,33.29090543054552
47,1.56314805767025,17.646168205944537,33.29090543054552
48,2.4606022057780215,21.118393673887862,36.65168502723095
49,2.4606022057780215,21.118393673887862,36.65168502723095
50,3.373148373624889,24.675816748003104,39.37630002664815
51,3.373148373624889,24.675816748003104,39.37630002664815
52,4.534716721751382,27.796391896158678,41.99136387119294
53,4.534716721751382,27.796391896158678,41.99136387119294
54,5.851064317999398,30.65915997860537,44.16774170826031
55,5.851064317999398,30.65915997860537,44.16774170826031
56,7.754127405091866,33.53228425700335,46.15621690372151
57,7.754127405091866,33.53228425700335,46.15621690372151
58,9.894107757065854,36.162390347528884,47.865660987241725
59,9.894107757065854,36.162390347528884,47.865660987241725
60,11.98106971805391,38.55828900008441,49.335928411005234
61,11.98106971805391,38.55828900008441,49.335928411005234
62,14.655666387478144,40.564492864788356,50.70493475709779
63,14.655666387478144,40.564492864788356,50.70493475709779
64,17.417284394296605,42.47282021485961,51.93367398332677
65,17.417284394296605,42.47282021485961,51.93367398332677
66,19.93894532267024,44.30182829310985,52.98129729695016
67,19.93894532267024,44.30182829310985,52.98129729695016
68,22.13130370240133,45.84094771384798,54.01630875184594
69,22.13130370240133,45.84094771384798,54.01630875184594
70,24.775399555349335,47.29627078802579,54.96942101783093
71,24.775399555349335,47.29627078802579,54.96942101783093
72,27.175117741237813,48.457465037467834,55.831859985226316
73,27.175117741237813,48.457465037467834,55.831859985226316
74,29.28962103938939,49.69763703039296,56.55525738530965
75,29.28962103938939,49.69763703039296,56.55525738530965
76,31.43053550188839,50.79403155015999,57.29002917036623
77,31.43053550188839,50.79403155015999,57.29002917036623
78,33.516939513045514,51.868098552562046,57.986270617544264
79,33.516939513045514,51.868098552562046,57.986270617544264
80,35.4920215013566,52.8733700079013,58.50488461550049
81,35.4920215013566,52.8733700079013,58.50488461550049
82,37.64253459380877,53.74914228184816,58.98142365216681
83,37.64253459380877,53.74914228184816,58.98142365216681
84,39.362869447133136,54.5675699701386,59.46846105049822
85,39.362869447133136,54.5675699701386,59.46846105049822
86,40.678345206774864,55.3853893218423,59.82242478638455
87,40.678345206774864,55.3853893218423,59.82242478638455
88,42.01261932657123,56.01099658258747,60.22020750493067
89,42.01261932657123,56.01099658258747,60.22020750493067
90,43.102530366530786,56.63243263961127,60.57628067742108
91,43.102530366530786,56.63243263961127,60.57628067742108
92,44.42369211317978,57.19624616883103,60.888956037687805
93,44.42369211317978,57.19624616883103,60.888956037687805
94,45.47179532058916,57.664111864272336,61.184732947835464
95,45.47179532058916,57.664111864272336,61.184732947835464
96,46.576264572286604,58.15051722312259,61.434383179172734
97,46.576264572286604,58.15051722312259,61.434383179172734
98,47.60645385039539,58.58489902409557,61.691672409968135
99,47.60645385039539,58.58489902409557,61.691672409968135
100,48.554169551249046,58.932365769119286,61.87924930069616
101,48.554169551249046,58.932365769119286,61.87924930069616
102,49.551070140399275,59.28633371839438,62.058432222796775
103,49.551070140399275,59.28633371839438,62.058432222796775
104,50.50605581470242,59.61396802892357,62.24713724605363
105,50.50605581470242,59.61396802892357,62.24713724605363
106,51.33516154792635,59.95825603057412,62.407619442544934
107,51.33516154792635,59.95825603057412,62.407619442544934
108,52.06284844315909,60.20176446608435,62.548537625232406
109,52.06284844315909,60.20176446608435,62.548537625232406
110,52.74715578997197,60.49018181279885,62.6966264957863
111,52.74715578997197,60.49018181279885,62.6966264957863
112,53.41212847868838,60.74586391146363,62.83539020033393
113,53.41212847868838,60.74586391146363,62.83539020033393
114,54.01811809668913,60.99516427963644,62.95083611655045
115,54.01811809668913,60.99516427963644,62.95083611655045
116,54.61943958816163,61.22495532058997,63.06549479905426
