Comparison stage no.,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize100//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize300//,data//output//runtimePerformance//DECMO2//SolutionSetSize400//,data//output//runtimePerformance//DECMO2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.006634417069552946,0.0,0.0,0.0,0.0,0.0
56,0.010875980765294032,0.0,0.0,0.0,0.0,0.0
57,0.03185928517166896,0.0,0.0,0.0,0.0,0.0
58,0.06065277198519151,0.0,0.0,0.0,0.0,0.0
59,0.08347232216135592,0.0,0.0,0.0,0.0,0.0
60,0.09544065178578279,0.0,0.0,0.0,0.0,0.0
61,0.10515060078969429,0.0,0.0,0.0,0.0,0.0
62,0.1283116572215615,0.0,0.0,0.0,0.0,0.0
63,0.14163457456022688,0.0,0.0,0.0,0.0,0.0
64,0.17333381545830318,0.0,0.0,0.0,0.0,0.0
65,0.19078465492373853,0.0,0.0,0.0,0.0,0.0
66,0.20714957875689288,0.0,0.0,0.0,0.0,0.0
67,0.2240342688319089,0.0,0.0,0.0,0.0,0.0
68,0.24997565831848087,0.0,0.0,0.0,0.0,0.0
69,0.25365407648367483,0.0,0.0,0.0,0.0,0.0
70,0.2649922972486342,0.0,0.0,0.0,0.0,0.0
71,0.2705001271884232,0.0,0.0,0.0,0.0,0.0
72,0.28025542302907064,0.0,0.0,0.0,0.0,0.0
73,0.3232087759981206,0.0,0.0,0.0,0.0,0.0
74,0.4197395994670968,0.0,0.0,0.0,0.0,0.0
75,0.5321565767366058,0.0,0.0,0.0,0.0,0.0
76,0.5598330189837217,0.0,0.0,0.0,0.0,0.0
77,0.6134056840913266,0.0,0.0,0.0,0.0,0.0
78,0.8451282672775926,0.0,0.0,0.0,0.0,0.0
79,1.1212368090737352,0.0,0.0,0.0,0.0,0.0
80,1.2169445631584916,0.0,0.0,0.0,0.0,0.0
81,1.323679824615763,0.0,0.0,0.0,0.0,0.0
82,1.3945805776302231,0.0,0.0,0.0,0.0,0.0
83,1.4787383648853258,0.0,0.0,0.0,0.0,0.0
