Comparison stage no.,data//output//runtimePerformance//SPEA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//GDE3//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.26594220690907056,0.0,0.0,0.0
16,0.0,0.0,0.0,0.6982757552667357,0.0,0.0,0.0
17,0.0,0.0,0.0,1.2144684425433854,0.0,0.0,0.0
18,0.0,0.0,0.0,1.9421935718798053,0.0,0.0,0.0
19,0.0,0.0,0.0,1.942593503054809,0.0,0.0,0.0
20,0.0,0.0,0.0,2.241998991874203,0.0,0.0,0.0
21,0.0,0.0,0.0,2.6850356688974424,0.0,0.0,0.0
22,0.0,0.0,0.0,2.925721720979544,0.0,0.0,0.0
23,0.0,0.0,0.0,2.9257217209795434,0.0,0.0,0.0
24,0.0,0.0,0.0,3.0810524005825184,0.0,0.0,0.0
25,0.0,0.0,0.0,3.0810980763766973,0.0,0.0,0.0
26,0.0,0.0,0.0,3.331361254072828,0.0,0.0,0.0
27,0.0,0.0,0.0,3.334212938337883,0.0,0.0,0.0
28,0.0,0.0,0.0,3.334212938337883,0.0,0.0,0.0
