Comparison stage no.,data//output//runtimePerformance//NSGA2//SolutionSetSize50//,data//output//runtimePerformance//NSGA2//SolutionSetSize100//,data//output//runtimePerformance//NSGA2//SolutionSetSize200//,data//output//runtimePerformance//NSGA2//SolutionSetSize300//,data//output//runtimePerformance//NSGA2//SolutionSetSize400//,data//output//runtimePerformance//NSGA2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0011779059557772823,0.0,0.0,0.0,0.0,0.0
6,0.02632737760997251,0.0,0.0,0.0,0.0,0.0
7,0.2411189781501478,0.0,0.0,0.0,0.0,0.0
8,0.7289192511171434,0.0,0.0,0.0,0.0,0.0
9,2.005041934830543,0.0019515382782124436,0.0,0.0,0.0,0.0
10,3.8949791624528385,0.0019515382782124436,0.0,0.0,0.0,0.0
11,6.2913560809904885,0.020755443797195624,0.0,0.0,0.0,0.0
12,8.73466237844034,0.0770098072330634,0.0,0.0,0.0,0.0
13,11.685982922606577,0.24704873550073836,0.0,0.0,0.0,0.0
14,14.337795840880997,0.6347842432477735,0.0,0.0,0.0,0.0
15,17.269493716901238,1.3138982340300371,0.0,0.0,0.0,0.0
16,20.0299098319881,2.7171324075640664,0.0,0.0,0.0,0.0
17,22.73632547514121,4.237317150834702,0.0,0.0,0.0,0.0
18,25.421612309477286,6.198687343744354,0.002886700990197671,0.0,0.0,0.0
19,28.015377635156675,8.323153192528741,0.002886700990197671,0.0,0.0,0.0
20,30.70693023224269,10.803081532849546,0.056402015832882624,0.0,0.0,0.0
21,33.236075297877086,13.577237643008033,0.056402015832882624,0.0,0.0,0.0
22,35.817430857264476,15.995116522976005,0.10997300823250922,0.0,0.0,0.0
23,38.33215406447452,18.68883904047218,0.10997300823250922,0.0,0.0,0.0
24,40.88113752878118,21.31347981420772,0.7432631071125522,0.010259608917614436,0.0,0.0
25,43.503057667325905,23.68337506059714,0.7432631071125522,0.010259608917614436,0.0,0.0
26,45.88359683120556,26.133629931499936,1.5212463588386764,0.010259608917614436,0.0,0.0
27,48.34127609854615,28.677904976145985,1.5212463588386764,0.02638737730736921,0.0,0.0
28,50.86983991942752,31.1330150583404,2.915482492982578,0.02638737730736921,0.0,0.0
29,53.197027517241516,33.27402931307239,2.915482492982578,0.02638737730736921,0.0,0.0
30,55.56019230952525,35.52461798917862,4.999462416104228,0.06666966675025457,0.0,0.0
31,57.89329006935549,37.63340840126081,4.999462416104228,0.06666966675025457,0.0,0.0
32,60.14944408781194,39.6466964303209,7.4760820126354215,0.06666966675025457,0.0012028398245211723,0.0
33,62.36960068366149,41.586608159682996,7.4760820126354215,0.19780332970563466,0.0012028398245211723,0.0
34,64.4902272372675,43.54103186996097,10.599222267461107,0.19780332970563466,0.0012028398245211723,0.0
35,66.47568134638209,45.480248808736846,10.599222267461107,0.19780332970563466,0.0012028398245211723,0.0
36,68.4046565052172,47.36225136974331,13.822018269662916,0.897661253176308,0.012115886025715243,0.0
37,70.19617814530946,49.13904602867819,13.822018269662916,0.897661253176308,0.012115886025715243,0.0
38,71.98038547183182,50.94827749559764,17.424130106307512,0.897661253176308,0.012115886025715243,0.0
39,73.57552353512929,52.6652465974927,17.424130106307512,2.2835288263188662,0.012115886025715243,0.0
40,75.14309585345826,54.30609094438511,20.665631542908287,2.2835288263188662,0.048948927513966414,0.0
41,76.57693128631749,56.01861151910199,20.665631542908287,2.2835288263188662,0.048948927513966414,0.0
42,78.0121993154896,57.569572561303005,24.074633410689497,4.590438749175193,0.048948927513966414,0.0
43,79.39659936856202,59.17667670434882,24.074633410689497,4.590438749175193,0.048948927513966414,0.0
44,80.58401094529852,60.7223903823909,27.35122906932885,4.590438749175193,0.46516308049589716,0.0
45,81.73163739919866,62.1702828158308,27.35122906932885,7.32185719423221,0.46516308049589716,0.060743375705238814
46,82.83058588962513,63.628715577144156,30.611850612021733,7.32185719423221,0.46516308049589716,0.060743375705238814
47,83.84344374252389,65.0119775838655,30.611850612021733,7.32185719423221,0.46516308049589716,0.060743375705238814
48,84.76807108775984,66.37032353281855,33.7824004144804,11.083074612933842,1.4408043904643606,0.060743375705238814
49,85.64244431350672,67.67205691260035,33.7824004144804,11.083074612933842,1.4408043904643606,0.060743375705238814
50,86.43351119392133,69.04291298076599,37.09974031999556,11.083074612933842,1.4408043904643606,0.23377862233967175
51,87.18185010807916,70.31162152114318,37.09974031999556,14.709836424459223,1.4408043904643606,0.23377862233967175
52,87.86192819771075,71.50248152939781,40.18798759302882,14.709836424459223,3.5707654993511637,0.23377862233967175
53,88.51695181644553,72.65883934785134,40.18798759302882,14.709836424459223,3.5707654993511637,0.23377862233967175
54,89.09034430506846,73.81486982393326,43.09934609933507,18.12894463951109,3.5707654993511637,0.23377862233967175
