Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,11.802571217113424,11.748458871976613,11.766359970902057
1,11.802571217113424,11.748458871976613,11.766359970902057
2,13.399923508215549,13.36056962542239,13.314824254254136
3,13.399923508215549,13.36056962542239,13.314824254254136
4,14.870968929966768,15.35103766979165,15.888237007659985
5,14.870968929966768,15.35103766979165,15.888237007659985
6,16.328307978029088,17.315850668159154,18.303090406004106
7,16.328307978029088,17.315850668159154,18.303090406004106
8,17.729824417931372,19.419465695383447,20.714439896519227
9,17.729824417931372,19.419465695383447,20.714439896519227
10,19.264258445566988,21.567355294801352,23.16208884558966
11,19.264258445566988,21.567355294801352,23.16208884558966
12,20.820083974031196,23.650698013850505,25.53246927889458
13,20.820083974031196,23.650698013850505,25.53246927889458
14,22.334563844989937,25.696593425261,27.78307508094098
15,22.334563844989937,25.696593425261,27.78307508094098
16,23.751852225177785,27.558919917381022,29.83924039845198
17,23.751852225177785,27.558919917381022,29.83924039845198
18,25.16211997652696,29.34108026482765,31.754967213506923
19,25.16211997652696,29.34108026482765,31.754967213506923
20,26.47989193872198,31.019541430658233,33.69685673855298
21,26.47989193872198,31.019541430658233,33.69685673855298
22,27.93824416100201,32.582662090496754,35.6006577861918
23,27.93824416100201,32.582662090496754,35.6006577861918
24,29.241772194905046,34.14438472728861,37.56374370121213
25,29.241772194905046,34.14438472728861,37.56374370121213
26,30.496542319639865,35.74477575952614,39.52591859910488
27,30.496542319639865,35.74477575952614,39.52591859910488
28,31.713634309533997,37.38926203773343,41.563828308280605
29,31.713634309533997,37.38926203773343,41.563828308280605
30,32.89417031026571,39.14866361849928,43.57340684339959
31,32.89417031026571,39.14866361849928,43.57340684339959
32,34.070154685630705,40.939051289736355,45.70377688207699
33,34.070154685630705,40.939051289736355,45.70377688207699
34,35.23921323755865,42.83739456618671,47.75639018216192
35,35.23921323755865,42.83739456618671,47.75639018216192
36,36.4443187483279,44.725702701067796,49.843225755725044
37,36.4443187483279,44.725702701067796,49.843225755725044
38,37.5876795198144,46.6776681467133,51.81574004943224
39,37.5876795198144,46.6776681467133,51.81574004943224
40,38.77574610883734,48.519394452884434,53.85763179736401
41,38.77574610883734,48.519394452884434,53.85763179736401
42,40.00002585703393,50.37384778735974,55.9134928895973
43,40.00002585703393,50.37384778735974,55.9134928895973
44,41.262416346060206,52.28009773250204,57.92831561722927
45,41.262416346060206,52.28009773250204,57.92831561722927
46,42.48134556189231,54.06478778442558,59.921089667486164
47,42.48134556189231,54.06478778442558,59.921089667486164
48,43.701707488007344,55.9593238774586,61.725010012450625
49,43.701707488007344,55.9593238774586,61.725010012450625
50,44.9252867797296,57.69591956162915,63.28219284176258
51,44.9252867797296,57.69591956162915,63.28219284176258
52,46.357738323441644,59.36537599150111,64.7085526487658
53,46.357738323441644,59.36537599150111,64.7085526487658
54,47.74152419421001,60.939124829983285,65.92848018839142
55,47.74152419421001,60.939124829983285,65.92848018839142
56,49.05392099374562,62.21809311677227,67.04312001263139
57,49.05392099374562,62.21809311677227,67.04312001263139
58,50.28085077867923,63.484641185832714,68.02596372900922
59,50.28085077867923,63.484641185832714,68.02596372900922
60,51.50579201529075,64.5981369136519,68.93534595648187
61,51.50579201529075,64.5981369136519,68.93534595648187
62,52.80502939384914,65.61323391266812,69.79117712956169
63,52.80502939384914,65.61323391266812,69.79117712956169
64,53.965579569030304,66.53036392951479,70.59617828182017
65,53.965579569030304,66.53036392951479,70.59617828182017
66,55.09236242534789,67.35476613194349,71.36282516176273
67,55.09236242534789,67.35476613194349,71.36282516176273
68,56.105638058834316,68.11710190801156,72.14261827259683
69,56.105638058834316,68.11710190801156,72.14261827259683
70,57.14418759685465,68.86704605515338,72.82808594198815
71,57.14418759685465,68.86704605515338,72.82808594198815
72,58.1196863672297,69.55678942408768,73.51944319531306
73,58.1196863672297,69.55678942408768,73.51944319531306
74,59.106294047812575,70.22275620489503,74.15491377869387
75,59.106294047812575,70.22275620489503,74.15491377869387
76,60.09155152194013,70.86551962750775,74.81539340337419
77,60.09155152194013,70.86551962750775,74.81539340337419
78,61.09578388746365,71.46140787608807,75.46331845245668
79,61.09578388746365,71.46140787608807,75.46331845245668
80,61.99328951941998,72.05473325927166,76.08218342807447
81,61.99328951941998,72.05473325927166,76.08218342807447
82,62.98791521293795,72.70159979781629,76.62977371580253
83,62.98791521293795,72.70159979781629,76.62977371580253
84,63.867780553906,73.30303539440656,77.17799832540216
85,63.867780553906,73.30303539440656,77.17799832540216
86,64.65688888410577,73.92069322976732,77.664588210128
87,64.65688888410577,73.92069322976732,77.664588210128
88,65.39421760379284,74.60017531766391,78.12796042438096
89,65.39421760379284,74.60017531766391,78.12796042438096
90,66.09918628029199,75.2321475188522,78.53149055709201
91,66.09918628029199,75.2321475188522,78.53149055709201
92,66.80883516399452,75.82206365846254,78.90535395996328
93,66.80883516399452,75.82206365846254,78.90535395996328
94,67.4599595242183,76.40907511917389,79.219621216417
95,67.4599595242183,76.40907511917389,79.219621216417
96,68.05324513103636,76.94066544714745,79.56350235018719
97,68.05324513103636,76.94066544714745,79.56350235018719
98,68.62418234911999,77.41697654164095,79.86320674125956
99,68.62418234911999,77.41697654164095,79.86320674125956
100,69.182453922298,77.85830374180789,80.16858497338497
101,69.182453922298,77.85830374180789,80.16858497338497
102,69.76531837360473,78.29038766281519,80.43685458429098
103,69.76531837360473,78.29038766281519,80.43685458429098
104,70.33411653571763,78.67836908112854,80.72669392269304
105,70.33411653571763,78.67836908112854,80.72669392269304
106,70.8744367844143,79.03271533931098,80.97975594174018
107,70.8744367844143,79.03271533931098,80.97975594174018
108,71.42112398610121,79.37169784370928,81.24605876698455
109,71.42112398610121,79.37169784370928,81.24605876698455
110,71.90715998333452,79.66958582979528,81.49138667897557
111,71.90715998333452,79.66958582979528,81.49138667897557
112,72.38745934873344,79.97049183348868,81.72165387017756
113,72.38745934873344,79.97049183348868,81.72165387017756
114,72.8736505528182,80.24822260621386,81.92291386053692
115,72.8736505528182,80.24822260621386,81.92291386053692
116,73.30311225920155,80.52232124073039,82.15483291406142
117,73.30311225920155,80.52232124073039,82.15483291406142
118,73.80420317848638,80.75701160726734,82.3462651019046
