Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize700//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize800//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize900//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize1000//
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.014650596978083168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.014650596978083168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.014650596978083168,0.0026080522411504083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,7.625918927711304E-4,0.014650596978083168,0.0026080522411504083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,9.668309713346537E-4,0.014650596978083168,0.0026080522411504083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.07249821397800578,0.014650596978083168,0.015956316984992697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.1242324678028064,0.014650596978083165,0.015956316984992697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.025047828818743595,0.1721429221687626,0.04020121157156781,0.02423822931150615,0.0,0.01741279299515981,0.0,0.0,0.0,0.0,0.0
18,0.03128723437305311,0.26376462191218464,0.1865723128482148,0.10442111299955889,0.0,0.042833410585121454,0.0,0.0,0.0,0.0,0.0
19,0.09688943407540918,0.4160676729926486,0.22860347116679375,0.18219837765854555,0.0051351978576884795,0.056563522201231994,0.0,0.0,0.0,6.721244674113467E-5,0.0
20,0.20250171514962578,0.725263353621378,0.3839924667769771,0.20455437430877624,0.028922428584814808,0.10951596431430903,0.0,0.0,0.0,6.721244674113468E-5,0.0
21,0.2947999354563209,0.8839028314064521,0.6372480539808915,0.2941018408131608,0.1587310803202721,0.1433353662292718,0.0,0.012668352014315196,0.033374615381429655,6.475844669119421E-4,0.0
22,0.4381881855552611,1.3167462782392143,0.7886014246647123,0.39746775000730933,0.1871665425933685,0.2822220261024525,0.0,0.02325672804609802,0.03511911710759569,0.0258519741748686,0.0
23,0.578736380296134,1.7208720976411196,1.0229530657262613,0.6601070399147317,0.29679918292364754,0.36197440532493186,0.026413204449859583,0.048800064485570296,0.07811329386404156,0.040503849797304606,0.0012310214845424198
24,0.7948703810322955,1.9771381225334914,1.387918125666823,0.8800142661826662,0.4815674392657103,0.595790461904676,0.026413204449859583,0.16616242788493957,0.1015672292163689,0.054444024323491116,0.054252113526678705
25,1.0980303780090872,2.2889838801592983,1.8903238514154252,1.2628027720938766,0.7459145626413798,0.782472418668912,0.08173212789032204,0.31849270590923096,0.18015830206858574,0.08601835623207474,0.06778574523723674
26,1.4450015044204723,2.5712147038099284,2.334684772122918,1.5104487234929103,1.139619809400172,0.9677130590323793,0.13148538305271731,0.39242818815594094,0.30661212766448004,0.16148063717110692,0.06848282699905073
27,1.7534521472577942,3.0187157463008174,2.718553038742908,1.8796560561643714,1.5127674438479048,1.3195261516193504,0.189454509567479,0.6052371850503065,0.6368070869854399,0.3000918272817644,0.12782666110793428
28,2.419058844165426,3.42808567489092,3.2561639819234296,2.232842834718043,2.1187605970122965,1.523841732895164,0.24878515681565028,0.8252017536227442,0.8940871385204207,0.41007173002953307,0.14583209281738624
29,2.8835233578253736,3.9675399653000736,3.8674869811928505,2.8318102393801063,2.583310613680404,1.9487156730814743,0.35177007363803453,1.0259636654421014,1.2046206986790342,0.6273831026712211,0.22782124198372594
30,3.5899215262753676,4.490749277538583,4.61528259633394,3.540102189312017,3.112349757636712,2.3347045705483267,0.5289691020893229,1.572277059701618,1.7650133615814176,0.7933376294750432,0.34493174828110235
31,4.222413423551696,5.2045064230571185,5.206833151147482,4.213077369728141,3.869400480469337,2.845408466868036,0.6712631550862134,1.9945461333718435,2.2784728021277365,1.0531997053373336,0.5501798033954595
32,4.834339972964499,5.720702596498906,5.733460315732065,4.989414682746057,4.543205365173868,3.5537602430005317,0.8774285996108031,2.4522333807036603,3.0387701305886408,1.3668469903448173,0.8161869142103526
33,5.431687800742976,6.343896958283647,6.268061164742149,5.758072220493812,5.188815009550241,4.23311834636825,1.1481520477008638,2.9437918548531528,3.6349651170525616,1.7777474934290005,1.0820465435857933
34,6.070216678453903,6.906820144949778,6.8383661980095045,6.53900936356375,5.833058886975548,4.903661552895736,1.4960961540933415,3.6115145414876273,4.165174738719508,2.3752410509365736,1.4353777185114533
35,6.6367851753339995,7.439176569314013,7.572472058887528,7.265702043975408,6.640792104168942,5.558946054786868,1.8821162177666846,4.333786833736593,4.824741549559812,2.9501825361573726,2.1462464680056708
36,7.190526343548398,8.092279798472946,8.203043930957351,7.79140889215567,7.208690303499657,6.1869969760881025,2.400133128444807,4.934315229900708,5.634558293114412,3.48892634795899,2.750999516536036
37,7.98412914308251,8.74995008315043,8.92889218733165,8.451199357525665,7.832635867351792,7.000222927731019,2.934635636059556,5.605379220023076,6.344180535289608,4.283105633602982,3.3604151323622267
38,8.69053042485933,9.514789696122687,9.611512889824684,9.280886151402823,8.550579648569475,7.62289343773634,3.4247907322615125,6.407220332165157,7.218803367764978,4.957498014735244,4.140486088505859
39,9.431249900230027,10.21389816619028,10.261374290398196,10.054858781082542,9.368597926344702,8.312658702138549,4.024382366114556,7.161161888722706,7.99292291590543,5.644849407463618,4.887545701072013
40,10.093283750636942,10.879993198986359,10.977720494081193,10.69943115505936,10.233694470232368,9.12614921572897,4.602492161049165,7.943387303019526,8.919858821071974,6.302739964929259,5.564871565872211
41,10.74563406439558,11.541358436704407,11.640480769731797,11.563153221914375,11.107601769251552,9.884884177048844,5.199658234587687,8.653625076394228,9.844110543899712,7.08347811195404,6.21904623354473
42,11.590697584080795,12.07724364693779,12.401504045916065,12.199979817313345,11.821574594293727,10.684427051898773,5.792193389277539,9.311910640390561,10.66838077268215,7.734993553013729,7.040420299495887
43,12.400797555110133,12.637544310695834,13.059769109683165,13.007554819538147,12.546299680270023,11.471799654190486,6.428585216047083,10.076560050805046,11.3538313206406,8.481837706331797,7.779129619712025
44,13.2846381112396,13.37631753158169,13.803786358398321,13.800589366864092,13.251334027127676,12.237193948418371,7.1495021563071735,10.80549964195832,12.188898682042936,9.314240930613103,8.464682953221917
45,14.064635507677561,13.899447347925372,14.485418545351958,14.552107804490793,13.834704429569927,12.967672078854065,7.960541665995905,11.62051482030576,12.91063793232808,10.039498556830152,9.356580993092091
46,14.798476337978403,14.701577528679746,15.251948029672738,15.46139764437294,14.65164028137875,13.78816750217188,8.687582903691494,12.316847010977014,13.750400999487475,10.917759246268856,10.08891277435032
47,15.59686952115616,15.281059338832268,15.922460490906662,16.200903801628556,15.435946577584355,14.619512833376492,9.480309597132948,13.105025935169795,14.477771489348711,11.687468650762797,10.925607845727264
48,16.27327193720791,15.993563770514083,16.652041411746307,16.983817643899357,16.250713160529017,15.459307755235004,10.027602385424169,13.917716113360068,15.23077270101409,12.519310661857405,11.63005084490895
49,16.93177061411851,16.628612245936605,17.377461856804803,17.611576087356912,16.958673807522064,16.285016380882357,10.739137627869129,14.62754925422548,16.07114008779459,13.330622265000711,12.59440782413607
50,17.636800333314135,17.290817843070066,17.985384026302427,18.4388869269395,17.716807607476905,17.018158073895545,11.408752516923826,15.28776971364993,16.84064309246599,14.21237019844489,13.363669435853282
51,18.353378811201082,17.927571943476682,18.702171206667188,19.13404513489356,18.34919114588273,17.790474517813553,12.211899530541272,15.918017398174507,17.558770963805653,15.18653185174556,14.094838341001378
52,19.07251008591366,18.49428161725983,19.39066994167025,19.83226333339392,18.940983904355694,18.56820983605781,12.851664714171166,16.735107575266213,18.24815326770915,15.961739310087358,14.776455923434826
