Comparison stage no.,data//output//runtimePerformance//DECMO2//SolutionSetSize50//,data//output//runtimePerformance//DECMO2//SolutionSetSize100//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize300//,data//output//runtimePerformance//DECMO2//SolutionSetSize400//,data//output//runtimePerformance//DECMO2//SolutionSetSize500//
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.1983015891016785,0.0,0.0,0.0,0.0,0.0
11,0.614168409470954,0.0,0.0,0.0,0.0,0.0
12,1.7231195423449024,0.0,0.0,0.0,0.0,0.0
13,4.055710086994627,0.0,0.0,0.0,0.0,0.0
14,7.947765557300693,0.0,0.0,0.0,0.0,0.0
15,16.09776513995974,0.0,0.0,0.0,0.0,0.0
16,25.647091871734297,0.050425513178330966,0.0,0.0,0.0,0.0
17,35.94977417491115,0.050425513178330966,0.0,0.0,0.0,0.0
18,45.84161671363985,0.644153107510554,0.0,0.0,0.0,0.0
19,57.04349703116811,0.6533906804926772,0.0,0.0,0.0,0.0
20,67.45059993204802,1.9518292727561046,0.0,0.0,0.0,0.0
21,73.48368695624254,3.271204171007236,0.0,0.0,0.0,0.0
22,78.89663219074689,5.29026717298743,0.0,0.0,0.0,0.0
23,82.8625117534313,7.400838434534225,0.0,0.0,0.0,0.0
24,85.69971729779253,12.652092297188991,0.0,0.0,0.0,0.0
25,87.20259034901757,17.71582865143076,0.0,0.0,0.0,0.0
26,89.05077010267864,24.159518798195617,0.0,0.0,0.0,0.0
27,90.69121932275985,30.474087755464392,0.0,0.0,0.0,0.0
28,91.98503409802379,38.352853783512835,1.5874895660923917E-4,0.0,0.0,0.0
29,92.57290466240362,47.498577462750234,1.5874895660923917E-4,0.0,0.0,0.0
30,93.07896111278438,55.23655631283554,0.0073688344392883465,0.0,0.0,0.0
31,93.56297067660694,61.76321857034064,0.0073688344392883465,0.0,0.0,0.0
32,93.81857216875865,67.52376826510447,0.6216308319005512,0.0,0.0,0.0
33,93.9972582322377,75.07834643906075,0.6216308319005512,0.0,0.0,0.0
34,94.22071306053483,80.52506676332106,0.7311229451917772,0.0,0.0,0.0
35,94.27963667282481,84.3970187160898,0.7311229451917772,0.0,0.0,0.0
36,94.34220094240995,87.60867190876922,2.167751390044099,0.0,0.0,0.0
37,94.39839947843468,91.33526366708846,2.167751390044099,0.0,0.0,0.0
38,94.42591852990647,93.31732667060263,4.133709056570458,0.0,0.0,0.0
39,94.42247750806546,94.63531655208088,4.133709056570458,0.21102204683814252,0.0,0.0
40,94.43881134404073,95.61351597629832,6.510356101012812,0.21102204683814252,0.0,0.0
41,94.49731774102693,96.5647152183352,6.510356101012812,0.21102204683814252,0.0,0.0
42,94.51752624650014,96.94957767037239,10.5795300226985,0.21102204683814246,0.0,0.0
43,94.50232225002485,97.27197391017897,10.5795300226985,0.21102204683814246,0.0,0.0
44,94.51757363768967,97.47801577858125,18.963061411069205,0.21102204683814246,0.012014476570821648,0.0
45,94.53305657693818,97.69275039351302,18.963061411069205,1.182117941985628,0.012014476570821648,0.0
46,94.56068176352775,97.7698055706399,26.890361457708977,1.182117941985628,0.012014476570821648,0.0
47,94.56222283199037,97.81526072685405,26.890361457708977,1.182117941985628,0.012014476570821648,0.0
48,94.52701058339487,97.88135471766097,39.51596769288599,1.7183079316297354,0.012014476570821647,0.0
49,94.52879907297007,97.90248625734152,39.51596769288599,1.7183079316297354,0.012014476570821647,0.0
50,94.58184953934546,97.85840529316667,50.248920140781664,1.7183079316297354,0.012014476570821647,0.0
51,94.57887464861774,97.91828773442154,50.248920140781664,2.2337241380588115,0.012014476570821647,0.0
52,94.6236863955438,97.91892389970867,63.14057082781186,2.2337241380588115,0.012014476570821648,0.0
53,94.597314241374,97.94557066845614,63.14057082781186,2.2337241380588115,0.012014476570821648,0.0
54,95.03287000304833,97.94029197939965,72.02629201718179,3.134905610989911,0.012014476570821648,0.0
55,95.35319541902591,97.99937568750538,72.02629201718179,3.134905610989911,0.012014476570821648,0.0
56,95.41139646435738,97.93023078421133,78.57044489092013,3.134905610989911,0.012014476570821647,0.0
57,95.48469724942743,97.96874987128795,78.57044489092013,7.995459116672262,0.012014476570821647,0.0
58,95.52880619446768,97.98356833629303,83.31888599041994,7.995459116672262,0.012014476570821647,0.0
59,95.52762491788894,98.04253509486205,83.31888599041994,7.995459116672262,0.012014476570821647,0.0
60,95.5526165566339,98.06529211704003,87.90172443193966,14.35853446291632,0.13736549499183381,0.0
