Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,31.316948884078027,31.226206755517282,31.48747944278919
1,31.316948884078027,31.226206755517282,31.48747944278919
2,36.174224960351914,36.04249986969292,36.373285783636426
3,36.174224960351914,36.04249986969292,36.373285783636426
4,40.732163381975916,42.44552112641988,43.79202700208027
5,40.732163381975916,42.44552112641988,43.79202700208027
6,44.86771835577004,48.43608998139723,51.02672058418175
7,44.86771835577004,48.43608998139723,51.02672058418175
8,49.086784406807766,53.60390076417083,56.56220552264606
9,49.086784406807766,53.60390076417083,56.56220552264606
10,52.58727589603935,58.8141375849377,61.842156376082805
11,52.58727589603935,58.8141375849377,61.842156376082805
12,56.2217760149839,63.44167159843608,66.35430369391932
13,56.2217760149839,63.44167159843608,66.35430369391932
14,59.31612751235833,67.30734914243327,70.36058006124435
15,59.31612751235833,67.30734914243327,70.36058006124435
16,62.20488456226837,70.88155379316535,73.65255008242353
17,62.20488456226837,70.88155379316535,73.65255008242353
18,64.9750251627282,73.77576765713768,76.52902769546
19,64.9750251627282,73.77576765713768,76.52902769546
20,67.36658911444877,76.38986534928766,79.09285740472973
21,67.36658911444877,76.38986534928766,79.09285740472973
22,69.6755357871688,78.66582567027936,81.1326917814386
23,69.6755357871688,78.66582567027936,81.1326917814386
24,71.90360688298439,80.582363472521,82.91169811350493
25,71.90360688298439,80.582363472521,82.91169811350493
26,74.00883143983606,82.27597546126088,84.42605780873117
27,74.00883143983606,82.27597546126088,84.42605780873117
28,75.90802616965942,83.71080863987865,85.7704765500055
29,75.90802616965942,83.71080863987865,85.7704765500055
30,77.50645900789833,85.04100221350774,86.9398586696515
31,77.50645900789833,85.04100221350774,86.9398586696515
32,78.97103137846574,86.20564497653739,87.91257249807732
33,78.97103137846574,86.20564497653739,87.91257249807732
34,80.33159119740013,87.25346714633814,88.74066078216174
35,80.33159119740013,87.25346714633814,88.74066078216174
36,81.55805494059392,88.25082700075656,89.48904992246672
37,81.55805494059392,88.25082700075656,89.48904992246672
38,82.70617363731026,89.04901813215179,90.18321427014436
39,82.70617363731026,89.04901813215179,90.18321427014436
40,83.72645544446922,89.82597383117995,90.76729692530024
41,83.72645544446922,89.82597383117995,90.76729692530024
42,84.79971963157352,90.48479635310028,91.309368369813
43,84.79971963157352,90.48479635310028,91.309368369813
44,85.71311530439202,91.08185068743556,91.77439676200224
45,85.71311530439202,91.08185068743556,91.77439676200224
46,86.58327804861896,91.59797682971278,92.21212268469293
47,86.58327804861896,91.59797682971278,92.21212268469293
48,87.38227987960418,92.04888209362497,92.6501284479225
49,87.38227987960418,92.04888209362497,92.6501284479225
50,88.12013889131848,92.48075199316793,93.01547060722403
51,88.12013889131848,92.48075199316793,93.01547060722403
