Comparison stage no.,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSizeLitRecom//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize100//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize200//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize300//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize400//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize500//,data//output//runtimePerformance//MOEAD_DRA//SolutionSetSize595//
0,43.733362855096495,34.71176112562765,40.2637010193165,43.82336180827327,46.398724998319075,47.19931218483377,48.74102385216581
1,43.733362855096495,37.64098372951905,40.2637010193165,43.82336180827327,46.398724998319075,47.19931218483377,48.74102385216581
2,43.733362855096495,38.768714538932144,41.09828316646572,43.82336180827327,46.398724998319075,47.19931218483377,48.74102385216581
3,42.930114485090634,39.87054041982928,40.99646584008277,42.57662186661297,46.398724998319075,47.19931218483377,48.74102385216581
4,41.52582958341009,41.57416904441145,41.53649705892278,41.87664061109655,45.15464327797982,47.19931218483377,48.74102385216581
5,41.83222162355988,44.057342367642825,43.989856029010355,41.90379507765099,44.36800863304712,45.780310542903216,48.69318824873652
6,42.9765520572108,47.000709573724826,46.684882208420035,43.75326770914301,43.538384766578844,44.39682157225843,47.37413709458111
7,45.60673626271854,49.81796475384039,49.414023374433434,46.15080898427485,45.06737799366155,43.17161972510222,45.94535180396409
8,48.809101274865604,52.59894281982207,52.28403883679961,49.46314258350787,47.13262231234418,44.6038784116557,44.61861260476345
9,51.971413785305224,55.36984352089858,54.938192678392326,52.65301042330089,50.12518822435782,46.807753612899305,45.08467565722663
10,55.37260057685279,57.87419193562394,57.570124119358944,55.292849618922666,53.028070483246296,49.44639449545221,46.792574045122485
11,57.96037963012633,59.97128246481388,60.19474925318292,57.80481146727138,56.135736469669304,52.40460282840317,48.8761809115596
12,60.48447405414028,62.13097082330904,62.613261566654344,60.11574951614486,58.81839745749402,55.164368860400245,51.41686651060895
13,63.090505308423786,64.31745238160086,64.86923245533909,62.78460703385732,61.578860926581434,57.803735495176475,53.73564171125101
14,65.63756923925645,66.31799079184442,66.89094297225901,65.41862226141663,64.11217966778,60.27741269169113,55.85784256675007
15,67.73910461876478,68.38780619190382,68.9096261850844,67.54280575925931,66.40386820294592,62.601637109924056,58.480774306960484
16,69.93763485241672,70.19361727351831,70.81767579700788,69.65665125036844,68.53499002971257,65.29008204331413,60.98407806875446
17,71.82410978936869,71.55308557592225,72.62345563083032,71.42472970968541,70.68701741108913,67.57054915176204,62.98322140597379
18,73.46819282129754,72.99178288626022,74.24817139331019,73.17875739203348,72.69442075677132,69.71580367318217,65.16083736723175
19,75.1805387031314,74.3388269507705,75.83170830850128,74.88433813085487,74.51260769784659,71.73939863677818,67.21842961803787
20,76.5865948274753,75.59899773691707,77.25318470499815,76.31560593221593,76.04900504235539,73.37267157503155,68.93344027519923
21,77.93900721438726,76.9679588369593,78.53138341520328,77.60911080260597,77.63226172341795,75.03262978512122,70.65994264485256
22,79.20002099678703,78.19119364497641,79.75292432709021,79.02685256348398,78.97338152021759,76.45127141371897,72.44389087187693
23,80.4663909143796,79.26227100040411,80.98076144401102,80.21384584788075,80.31279657471897,77.94416178781657,73.80345708880978
24,81.68398626447264,80.37295784273763,81.97369512255747,81.25085276977973,81.47948695924639,79.12231076787715,75.18446387482015
25,82.68563767289677,81.3960183724487,83.00757635424453,82.32476616129095,82.54718062652006,80.32509748226683,76.50670917181372
26,83.72673852414593,82.24823948041083,83.89692088260627,83.30341794598846,83.48201113880687,81.34765605050787,77.70927718533892
27,84.5996198045021,83.09169028484077,84.75603426355981,84.2075513455109,84.32281870615228,82.28869437808687,78.8918633468694
28,85.41397323038184,83.9225624421376,85.50263961040156,85.00073284759767,85.21411864452341,83.34764633367486,79.9959064763622
